Rank,Driver_Number,Team,Country,Driver,Hours,Minutes,Seconds,Variation_Hours,Variation_Minutes,Variation_Seconds,Penalty_Hours,Penalty_Minutes,Penalty_Seconds,Stage
70,32,AMERICAN RALLY ORIGINALS,United States,KYLE MC COY,41,2,27,13,51,6,0,0,0,6
71,138,HT RALLY RAID HUSQVARNA RACING,Belgium,PIERRE SAEYS,41,8,9,13,56,48,0,39,10,6
72,64,TEAM GP MOTORS,France,ROMAIN DUCHENE,41,21,42,14,10,21,0,38,0,6
73,83,NOMADE RACING,France,FABIEN DOMAS,41,55,39,14,44,18,0,31,0,6
74,132,TEAM RAF,France,ANDY BEAUCOUD,42,6,41,14,55,20,0,32,0,6
75,131,TEAM RAF,France,ANTHONY FABRE,42,32,6,15,20,45,0,59,10,6
76,84,Rally POV,Italy,TIZIANO INTERNO,42,35,9,15,23,48,0,0,0,6
77,90,NOMADE RACING,France,LOIS D'ABBADIE,42,45,55,15,34,34,0,30,0,6
78,114,ALL1 TEAM,Spain,CARLOS LLIBRE BELTRI,42,52,27,15,41,6,0,39,40,6
79,127,Nomade Expert Mining Solution ,South Africa,RONALD VENTER,42,55,55,15,44,34,0,0,0,6
80,128,Max BIANUCCI Nomade Racing,France,MAX BIANUCCI,43,11,53,16,0,32,0,0,0,6
81,136,HT RALLY RAID HUSQVARNA RACING,United States,WESTON CARR,43,22,11,16,10,50,0,24,0,6
82,113,XRAIDS EXPERIENCE,Argentina,SEBASTIAN ALBERTO URQUIA,43,47,21,16,36,0,0,1,0,6
83,141,VB X KRAY&CO,France,VINCENT BIAU,44,2,48,16,51,27,0,45,0,6
84,145,HT RALLY RAID HUSQVARNA RACING,Mongolia,GANZORIG CHULUUN,45,25,28,18,14,7,0,32,10,6
85,38,TEAM BENERGY MONFORTE RALLY - GALICIA CA,Spain,EDUARDO IGLESIAS SANCHEZ,45,28,44,18,17,23,0,45,0,6
86,116,ALL1 TEAM,Spain,XAVIER PES BOSCK,47,0,7,19,48,46,0,54,10,6
87,85,TBRACING,France,THIERRY BETHYS,47,41,37,20,30,16,0,30,0,6
88,49,KOVE ITALIA,Italy,CESARE ZACCHETTI,55,59,57,28,48,36,0,0,0,6
89,107,DNA AIR FILTERS- ENDURO GREECE,Greece,VASILEIOS BOUDROS,56,5,42,28,54,21,0,30,0,6
90,129,TEAM DUMONTIER RACING,France,SÉBASTIEN HERBET,56,8,23,28,57,2,0,51,0,6
91,67,XRAIDS EXPERIENCE,Chile,JOHN WILLIAM MEDINA SALAZAR,57,14,51,30,3,30,0,0,0,6
92,175,CFMOTO THUNDER RACING TEAM,Lithuania,ANTANAS KANOPKINAS,57,24,51,30,13,30,0,1,0,6
93,133,#UNDAKARPOURDELESPOIR,France,BRUNO LEBLANC,58,15,6,31,3,45,0,2,10,6
94,40,Pont Grup - Yamaha,Spain,JAVI VEGA,59,53,29,32,42,8,0,30,10,6
95,126,PEDREGA TEAM,Spain,MARIO GARRIDO,60,17,51,33,6,30,0,46,0,6
96,122,HALEEM,Saudi Arabia,ABDULHALIM ALMOGHEERA,62,45,47,35,34,26,0,59,0,6
97,51,MELILLA CIUDAD DEL DEPORTE,Spain,RACHID AL-LAL LAHADIL,63,3,46,35,52,25,0,45,0,6
98,143,PEDREGA TEAM,Mexico,HECTOR GUERRERO,63,59,49,36,48,28,0,38,0,6
99,179,HANI ALNOUMESI,Saudi Arabia,ALNOUMESI HANI,71,52,29,44,41,8,0,9,0,6
100,79,HORIZON MOTO 95,France,AMAURY BARATIN,73,45,47,46,34,26,0,0,0,6
101,45,KOVE,China,SUNIER SUNIER,74,23,20,47,11,59,0,45,10,6
102,146,CLUB AVENTURA TOUAREG,Portugal,GAD NACHMANI,76,25,0,49,13,39,0,30,0,6
103,121,NOMADE RACING,France,JAMES SIMONIN,79,5,22,51,54,1,0,35,20,6
104,21,DUUST RALLY TEAM,United States,JACOB ARGUBRIGHT,79,26,24,52,15,3,0,20,0,6
105,123,TOUAREG IBIZA - EIVISSA ESPORTS,Italy,FABIO LOTTERO,83,26,10,56,14,49,0,30,0,6
106,144,HT RALLY RAID HUSQVARNA RACING,Uruguay,FABIAN VON THUENGEN,84,36,29,57,25,8,0,15,0,6
107,95,XRAIDS EXPERIENCE,Spain,DOMINIQUE CIZEAU GIRAULT,90,24,53,63,13,32,0,15,0,6
108,70,ORION - MOTO RACING GROUP,Czech Republic,DUSAN DRDAJ,92,40,54,65,29,33,0,30,0,6
109,71,TUTTOGRU,Italy,FRANCESCO CATANESE,92,48,5,65,36,44,0,4,10,6
110,57,FANTIC RACING RALLY TEAM,Italy,TOMMASO MONTANARI,94,44,20,67,32,59,0,30,0,6
111,139,FlexitGO Dakar Team,Lithuania,MODESTAS SILIUNAS,97,40,55,70,29,34,0,17,0,6
112,130,JOYRACE / ACAMPOS,Spain,JAVIER CAMPOS DONO,98,18,19,71,6,58,0,1,10,6
113,89,HT RALLY RAID HUSQVARNA RACING,Austria,ARDIT KURTAJ,10,0,4,77,57,27,0,17,10,6
114,63,ORION - MOTO RACING GROUP,Czech Republic,JAROMIR ROMANCIK,10,1,4,78,8,21,0,34,0,6
115,109,CLUB AVENTURA TOUAREG,Morocco,MOHAMED SAID AOULAD ALI,11,4,1,87,32,51,0,32,0,6
116,56,TEAM MARCIC,Slovenia,SIMON MARCIC,14,1,0,11,3,47,0,45,0,6
117,176,VISIT SANT ANTONI - IBIZA,Spain,TONI VINGUT,14,5,4,12,40,19,0,30,0,6
118,178,DRAG'ON RALLY TEAM,France,SAMUEL DESBUISSON,15,1,1,12,59,58,106,0,0,6
119,78,ZERO MILEAGE RALLY TEAM,China,ZHAO HONGYI,16,1,3,13,0,11,105,0,0,6
120,59,BAS WORLD KTM RACING TEAM,Guatemala,FRANCISCO ARREDONDO,17,1,4,14,5,28,118,0,0,6
121,72,NOMADE RACING,France,PHILIPPE GENDRON,17,4,1,15,32,49,123,0,0,6
122,137,HT RALLY RAID HUSQVARNA RACING,Belgium,GWEN BACKX,18,1,2,15,59,7,123,0,0,6
1,9,MONSTER ENERGY HONDA TEAM,United States,RICKY BRABEC,32,37,20,0,0,0,0,1,0,7
2,46,HERO MOTOSPORTS TEAM RALLY,Botswana,ROSS BRANCH,32,37,21,0,0,1,0,1,0,7
3,11,MONSTER ENERGY HONDA TEAM,Chile,JOSE IGNACIO CORNEJO FLORIMO,32,44,8,0,6,48,0,6,0,7
4,42,MONSTER ENERGY HONDA TEAM,France,ADRIEN VAN BEVEREN,32,51,59,0,14,39,0,0,0,7
5,47,RED BULL KTM FACTORY RACING,Argentina,KEVIN BENAVIDES,33,1,59,0,24,39,0,3,0,7
6,2,RED BULL KTM FACTORY RACING,Australia,TOBY PRICE,33,8,20,0,31,0,0,0,0,7
7,5,RED BULL GASGAS FACTORY RACING,Australia,DANIEL SANDERS,33,15,1,0,37,41,0,0,0,7
8,1,HUSQVARNA FACTORY RACING,Argentina,LUCIANO BENAVIDES,33,20,32,0,43,12,0,15,0,7
9,142,SLOVNAFT RALLY TEAM,Slovakia,STEFAN SVITKO,33,47,53,1,10,33,0,0,0,7
10,23,ORION - MOTO RACING GROUP,Czech Republic,MARTIN MICHEK,34,20,41,1,43,21,0,1,0,7
11,16,TEAM DUMONTIER RACING,France,ROMAIN DUMONTIER,34,36,18,1,58,58,0,0,0,7
12,76,DUUST RALLY TEAM,France,JEANLOUP LEPAN,34,49,47,2,12,27,0,15,0,7
13,20,SHERCO TVS RALLY FACTORY,India,HARITH NOAH,34,53,52,2,16,32,0,0,0,7
14,24,BAS WORLD KTM RACING TEAM,Slovenia,TONI MULEC,34,57,30,2,20,10,0,6,0,7
15,18,BAS WORLD KTM RACING TEAM,South Africa,BRADLEY COX,35,1,5,2,23,45,0,2,0,7
16,28,BAS WORLD KTM RACING TEAM,France,MATHIEU DOVEZE,35,12,5,2,34,45,0,0,10,7
17,30,DRAG'ON RALLY TEAM,Portugal,ANTONIO MAIO,36,29,22,3,52,2,0,28,20,7
18,73,HT RALLY RAID HUSQVARNA RACING,South Africa,CHARAN MOORE,36,51,16,4,13,56,0,0,0,7
19,96,KINI RALLY RACING TEAM,Austria,TOBIAS EBSTER,37,16,37,4,39,17,0,37,0,7
20,7,MONSTER ENERGY HONDA TEAM,Chile,PABLO QUINTANILLA,37,20,16,4,42,56,0,28,0,7
21,34,AUTONET MOTORCYCLE TEAM,Romania,EMANUEL GYENES,37,22,38,4,45,18,0,0,0,7
22,43,ORION - MOTO RACING GROUP,Czech Republic,MILAN ENGEL,37,34,4,4,56,44,0,15,0,7
23,41,XRAIDS EXPERIENCE,Argentina,DIEGO GAMALIEL LLANOS,37,45,7,5,7,47,0,8,0,7
24,33,STROJRENT RACING,Czech Republic,JAN BRABEC,37,55,26,5,18,6,0,0,0,7
25,37,ANQUETY MOTORSPORT,Belgium,JEROME MARTINY,38,16,36,5,39,16,0,15,0,7
26,62,FANTIC RACING,France,JEREMY MIROIR,38,18,38,5,41,18,0,31,0,7
27,39,TEAM ESPRIT KTM,France,BENJAMIN MELOT,38,38,33,6,1,13,0,2,0,7
28,26,DUUST RALLY TEAM,Poland,KONRAD DABROWSKI,38,48,55,6,11,35,0,0,0,7
29,19,SHERCO RALLY FACTORY,Portugal,RUI GONÇALVES,38,55,47,6,18,27,0,15,0,7
30,36,CRÉDITO AGRÍCOLA - MARIOPATRAO.COM,Portugal,MARIO PATRAO,39,2,2,6,24,42,0,32,0,7
31,140,XRAIDS EXPERIENCE,Portugal,BRUNO SANTOS,39,30,25,6,53,5,0,40,0,7
32,103,HT RALLY RAID HUSQVARNA RACING,Zimbabwe,ASHLEY THIXTON,40,0,59,7,23,39,0,7,10,7
33,86,TEAM ALL TRACKS,France,CHARLIE HERBST,40,11,26,7,34,6,0,0,0,7
34,106,UNIVERSAL RIDE,France,JEROME BAS,40,37,53,8,0,33,0,39,10,7
35,174,7240 TEAM / DRAGON RALLY SERVICE,Argentina,MANUEL ANDUJAR,40,48,0,8,10,40,0,18,0,7
36,172,YAMAHA RACING - SMX - DRAG'ON,France,ALEXANDRE GIROUD,40,54,20,8,17,0,0,17,0,7
37,82,PEDREGA TEAM,Spain,ALBERT MARTIN GARCIA,41,1,16,8,23,56,0,16,10,7
38,105,NOMADE RACING,France,JULIEN DALBEC,41,58,8,9,20,48,0,17,10,7
39,148,BAS WORLD KTM RACING TEAM,Chile,TOMAS DE GAVARDO,42,0,23,9,23,3,0,16,0,7
40,53,JOYRIDE RACE SERVICE,Denamrk,THOMAS KONGSHOJ,42,3,48,9,26,28,0,1,0,7
41,99,XRAIDS EXPERIENCE,Argentina,JUAN SANTIAGO ROSTAN,42,6,59,9,29,39,0,1,0,7
42,81,KOVE,China,FANG XIANGLIANG,42,33,58,9,56,38,0,9,0,7
43,101,ORION - MOTO RACING GROUP,Czech Republic,MARTIN PROKES,42,35,13,9,57,53,0,2,10,7
44,61,SP MOTO BOHEMIA,Czech Republic,DAVID PABISKA,42,36,41,9,59,21,0,13,10,7
45,115,ALL1 TEAM,Spain,JOSEP PEDRO SUBIRATS,42,44,5,10,6,45,0,32,0,7
46,112,DAKAR 4 DAKAR,Italy,GIOELE MEONI,43,7,35,10,30,15,0,7,0,7
47,97,JP1 KEWS DAKAR RALLY TEAM,Ecuador,JUAN PUGA,43,9,5,10,31,45,0,21,0,7
48,117,ALL1 TEAM,Spain,JOSEP MARTI SUÑER,43,9,49,10,32,29,0,30,20,7
49,171,VARGA MOTORSPORT TEAM,Slovakia,JURAJ VARGA,43,15,46,10,38,26,0,16,0,7
50,147,NOMADE RACING,France,MATHIEU GIRARD,43,40,3,11,2,43,0,15,0,7
51,110,FANTIC RACING,United Kingom,JANE DANIELS,43,45,45,11,8,25,0,27,0,7
52,93,VENDETTA RACING UAE,United Kingom,DAVID MCBRIDE,44,28,6,11,50,46,0,5,0,7
53,170,STORY Racing,Lithuania,LAISVYDAS KANCIUS,44,48,54,12,11,34,0,17,0,7
54,104,TLDRACING,France,JEREMIE GERBER,45,13,8,12,35,48,0,15,10,7
55,75,ZERO MILEAGE RALLY TEAM,China,ZHANG MIN,45,40,54,13,3,34,0,0,0,7
56,74,MÔLEAGRIFOREST / COMAS MOTOS,France,MICHAEL JACOBI,45,50,49,13,13,29,0,47,20,7
57,94,VENDETTA RACING UAE,Ireland,ORAN O'KELLY,45,54,42,13,17,22,0,2,0,7
58,102,ORION - MOTO RACING GROUP,Poland,BARTLOMIEJ TABIN,46,0,36,13,23,16,0,30,10,7
59,87,PODMOL DAKAR TEAM,Czech Republic,LIBOR PODMOL,46,5,58,13,28,38,0,0,30,7
60,111,NOMADE RACING,Germany,YAEL KADSHAI,46,47,14,14,9,54,0,15,0,7
61,120,HT RALLY RAID HUSQVARNA RACING,Belgium,JORIS VAN DYCK,47,8,34,14,31,14,0,1,0,7
62,119,ALL1 TEAM ,Spain,JAVIER AMAT DE CARALT,48,13,13,15,35,53,0,8,0,7
63,66,BAS WORLD KTM RACING TEAM,Japan,YOSHIO IKEMACHI,48,26,52,15,49,32,0,31,0,7
64,65,GUILLAUME CHOLLET,France,GUILLAUME CHOLLET,48,37,13,15,59,53,0,22,0,7
65,100,STUART GREGORY,South Africa,STUART GREGORY,48,40,6,16,2,46,0,9,0,7
66,80,CLUB AVENTURA TOUAREG,Portugal,ALEXANDRE AZINHAIS,48,51,54,16,14,34,0,0,0,7
67,138,HT RALLY RAID HUSQVARNA RACING,Belgium,PIERRE SAEYS,49,24,56,16,47,36,0,54,20,7
68,32,AMERICAN RALLY ORIGINALS,United States,KYLE MC COY,49,39,19,17,1,59,0,0,0,7
69,64,TEAM GP MOTORS,France,ROMAIN DUCHENE,49,41,36,17,4,16,0,53,0,7
70,83,NOMADE RACING,France,FABIEN DOMAS,50,7,44,17,30,24,0,35,0,7
71,127,Nomade Expert Mining Solution ,South Africa,RONALD VENTER,50,10,32,17,33,12,0,0,0,7
72,114,ALL1 TEAM,Spain,CARLOS LLIBRE BELTRI,50,16,6,17,38,46,0,39,40,7
73,84,Rally POV,Italy,TIZIANO INTERNO,50,16,14,17,38,54,0,0,0,7
74,132,TEAM RAF,France,ANDY BEAUCOUD,50,17,29,17,40,9,0,47,0,7
75,131,TEAM RAF,France,ANTHONY FABRE,50,45,22,18,8,2,0,19,10,7
76,90,NOMADE RACING,France,LOIS D'ABBADIE,50,57,7,18,19,47,0,30,0,7
77,128,Max BIANUCCI Nomade Racing,France,MAX BIANUCCI,51,36,11,18,58,51,0,0,0,7
78,136,HT RALLY RAID HUSQVARNA RACING,United States,WESTON CARR,51,41,7,19,3,47,0,39,0,7
79,113,XRAIDS EXPERIENCE,Argentina,SEBASTIAN ALBERTO URQUIA,52,11,7,19,33,47,0,1,0,7
80,141,VB X KRAY&CO,France,VINCENT BIAU,52,12,11,19,34,51,0,45,0,7
81,38,TEAM BENERGY MONFORTE RALLY - GALICIA CA,Spain,EDUARDO IGLESIAS SANCHEZ,53,16,19,20,38,59,0,45,0,7
82,145,HT RALLY RAID HUSQVARNA RACING,Mongolia,GANZORIG CHULUUN,53,31,1,20,53,41,0,32,10,7
83,85,TBRACING,France,THIERRY BETHYS,56,22,32,23,45,12,0,30,10,7
84,49,KOVE ITALIA,Italy,CESARE ZACCHETTI,63,32,6,30,54,46,0,0,0,7
85,107,DNA AIR FILTERS- ENDURO GREECE,Greece,VASILEIOS BOUDROS,63,50,31,31,13,11,0,45,0,7
86,67,XRAIDS EXPERIENCE,Chile,JOHN WILLIAM MEDINA SALAZAR,64,47,19,32,9,59,0,0,0,7
87,129,TEAM DUMONTIER RACING,France,SÉBASTIEN HERBET,65,3,47,32,26,27,0,36,0,7
88,175,CFMOTO THUNDER RACING TEAM,Lithuania,ANTANAS KANOPKINAS,65,43,33,33,6,13,0,16,0,7
89,133,#UNDAKARPOURDELESPOIR,France,BRUNO LEBLANC,66,20,21,33,43,1,0,2,10,7
90,40,Pont Grup - Yamaha,Spain,JAVI VEGA,67,29,3,34,51,43,0,30,10,7
91,126,PEDREGA TEAM,Spain,MARIO GARRIDO,68,41,57,36,4,37,0,46,0,7
92,51,MELILLA CIUDAD DEL DEPORTE,Spain,RACHID AL-LAL LAHADIL,71,47,47,39,10,27,0,0,0,7
93,122,HALEEM,Saudi Arabia,ABDULHALIM ALMOGHEERA,72,43,46,40,6,26,0,59,0,7
94,143,PEDREGA TEAM,Mexico,HECTOR GUERRERO,73,16,46,40,39,26,0,38,0,7
95,17,BAS WORLD KTM RACING TEAM,Italy,PAOLO LUCCI,75,42,27,43,5,7,0,30,0,7
96,29,KOVE,France,NEELS THERIC,81,12,48,48,35,28,0,36,0,7
97,79,HORIZON MOTO 95,France,AMAURY BARATIN,82,16,36,49,39,16,0,15,0,7
98,45,KOVE,China,SUNIER SUNIER,82,26,3,49,48,43,0,45,10,7
99,177,TAGUATUR RACING TEAM,Brazil,MARCELO MEDEIROS,83,13,20,50,36,0,0,45,10,7
100,146,CLUB AVENTURA TOUAREG,Portugal,GAD NACHMANI,85,18,7,52,40,47,0,45,0,7
101,21,DUUST RALLY TEAM,United States,JACOB ARGUBRIGHT,85,27,23,52,50,3,0,20,0,7
102,121,NOMADE RACING,France,JAMES SIMONIN,89,8,58,56,31,38,0,36,20,7
103,70,ORION - MOTO RACING GROUP,Czech Republic,DUSAN DRDAJ,99,11,18,66,33,58,0,45,0,7
104,57,FANTIC RACING RALLY TEAM,Italy,TOMMASO MONTANARI,10,1,4,68,36,29,0,45,0,7
105,116,ALL1 TEAM,Spain,XAVIER PES BOSCK,10,1,0,74,37,47,0,9,10,7
106,130,JOYRACE / ACAMPOS,Spain,JAVIER CAMPOS DONO,10,4,0,75,4,49,0,46,10,7
107,179,HANI ALNOUMESI,Saudi Arabia,ALNOUMESI HANI,10,0,4,75,26,20,0,39,0,7
108,109,CLUB AVENTURA TOUAREG,Morocco,MOHAMED SAID AOULAD ALI,12,5,2,91,13,6,0,32,0,7
109,123,TOUAREG IBIZA - EIVISSA ESPORTS,Italy,FABIO LOTTERO,13,1,1,10,33,50,0,15,0,7
110,144,HT RALLY RAID HUSQVARNA RACING,Uruguay,FABIAN VON THUENGEN,14,0,2,11,29,9,0,45,0,7
111,71,TUTTOGRU,Italy,FRANCESCO CATANESE,14,3,0,11,55,45,0,49,10,7
112,95,XRAIDS EXPERIENCE,Spain,DOMINIQUE CIZEAU GIRAULT,15,3,5,11,2,33,0,30,0,7
113,56,TEAM MARCIC,Slovenia,SIMON MARCIC,15,1,0,12,35,40,0,0,0,7
114,139,FlexitGO Dakar Team,Lithuania,MODESTAS SILIUNAS,15,5,5,12,18,35,0,32,0,7
115,63,ORION - MOTO RACING GROUP,Czech Republic,JAROMIR ROMANCIK,15,4,4,12,12,22,101,0,0,7
116,178,DRAG'ON RALLY TEAM,France,SAMUEL DESBUISSON,16,0,2,13,29,8,106,0,0,7
117,89,HT RALLY RAID HUSQVARNA RACING,Austria,ARDIT KURTAJ,16,2,4,13,46,28,101,0,0,7
118,78,ZERO MILEAGE RALLY TEAM,China,ZHAO HONGYI,22,2,3,18,49,12,152,0,0,7
119,59,BAS WORLD KTM RACING TEAM,Guatemala,FRANCISCO ARREDONDO,23,3,4,20,54,29,165,0,0,7
120,137,HT RALLY RAID HUSQVARNA RACING,Belgium,GWEN BACKX,24,2,2,20,48,8,171,0,0,7
1,9,MONSTER ENERGY HONDA TEAM,United States,RICKY BRABEC,36,16,31,0,0,0,0,1,0,8
2,46,HERO MOTOSPORTS TEAM RALLY,Botswana,ROSS BRANCH,36,17,13,0,0,42,0,1,0,8
3,11,MONSTER ENERGY HONDA TEAM,Chile,JOSE IGNACIO CORNEJO FLORIMO,36,20,52,0,4,21,0,6,0,8
4,42,MONSTER ENERGY HONDA TEAM,France,ADRIEN VAN BEVEREN,36,28,29,0,11,58,0,0,0,8
5,47,RED BULL KTM FACTORY RACING,Argentina,KEVIN BENAVIDES,36,37,2,0,20,31,0,3,0,8
6,2,RED BULL KTM FACTORY RACING,Australia,TOBY PRICE,36,45,41,0,29,10,0,0,0,8
7,5,RED BULL GASGAS FACTORY RACING,Australia,DANIEL SANDERS,36,55,14,0,38,43,0,0,0,8
8,1,HUSQVARNA FACTORY RACING,Argentina,LUCIANO BENAVIDES,36,56,6,0,39,35,0,15,0,8
9,142,SLOVNAFT RALLY TEAM,Slovakia,STEFAN SVITKO,37,28,24,1,11,53,0,0,0,8
10,23,ORION - MOTO RACING GROUP,Czech Republic,MARTIN MICHEK,38,13,24,1,56,53,0,1,0,8
11,16,TEAM DUMONTIER RACING,France,ROMAIN DUMONTIER,38,27,11,2,10,40,0,0,0,8
12,76,DUUST RALLY TEAM,France,JEANLOUP LEPAN,38,33,24,2,16,53,0,15,0,8
13,20,SHERCO TVS RALLY FACTORY,India,HARITH NOAH,38,36,4,2,19,33,0,0,0,8
14,24,BAS WORLD KTM RACING TEAM,Slovenia,TONI MULEC,38,41,56,2,25,25,0,6,0,8
15,18,BAS WORLD KTM RACING TEAM,South Africa,BRADLEY COX,38,46,30,2,29,59,0,2,0,8
16,28,BAS WORLD KTM RACING TEAM,France,MATHIEU DOVEZE,39,1,57,2,45,26,0,0,10,8
17,30,DRAG'ON RALLY TEAM,Portugal,ANTONIO MAIO,40,26,41,4,10,10,0,28,30,8
18,73,HT RALLY RAID HUSQVARNA RACING,South Africa,CHARAN MOORE,40,57,42,4,41,11,0,0,0,8
19,7,MONSTER ENERGY HONDA TEAM,Chile,PABLO QUINTANILLA,41,5,29,4,48,58,0,28,0,8
20,96,KINI RALLY RACING TEAM,Austria,TOBIAS EBSTER,41,18,24,5,1,53,0,37,0,8
21,34,AUTONET MOTORCYCLE TEAM,Romania,EMANUEL GYENES,41,28,4,5,11,33,0,0,0,8
22,41,XRAIDS EXPERIENCE,Argentina,DIEGO GAMALIEL LLANOS,41,35,25,5,18,54,0,8,0,8
23,43,ORION - MOTO RACING GROUP,Czech Republic,MILAN ENGEL,41,44,8,5,27,37,0,15,0,8
24,33,STROJRENT RACING,Czech Republic,JAN BRABEC,42,13,26,5,56,55,0,0,0,8
25,37,ANQUETY MOTORSPORT,Belgium,JEROME MARTINY,42,24,10,6,7,39,0,15,0,8
26,19,SHERCO RALLY FACTORY,Portugal,RUI GONÇALVES,42,33,14,6,16,43,0,15,0,8
27,26,DUUST RALLY TEAM,Poland,KONRAD DABROWSKI,42,41,47,6,25,16,0,0,0,8
28,39,TEAM ESPRIT KTM,France,BENJAMIN MELOT,42,46,58,6,30,27,0,2,0,8
29,36,CRÉDITO AGRÍCOLA - MARIOPATRAO.COM,Portugal,MARIO PATRAO,43,30,29,7,13,58,0,38,0,8
30,140,XRAIDS EXPERIENCE,Portugal,BRUNO SANTOS,43,30,35,7,14,4,0,40,0,8
31,86,TEAM ALL TRACKS,France,CHARLIE HERBST,44,16,37,8,0,6,0,2,0,8
32,103,HT RALLY RAID HUSQVARNA RACING,Zimbabwe,ASHLEY THIXTON,44,21,43,8,5,12,0,7,10,8
33,62,FANTIC RACING,France,JEREMY MIROIR,44,25,25,8,8,54,0,31,0,8
34,106,UNIVERSAL RIDE,France,JEROME BAS,45,4,0,8,47,29,0,39,10,8
35,174,7240 TEAM / DRAGON RALLY SERVICE,Argentina,MANUEL ANDUJAR,45,12,40,8,56,9,0,18,0,8
36,172,YAMAHA RACING - SMX - DRAG'ON,France,ALEXANDRE GIROUD,45,24,6,9,7,35,0,17,0,8
37,82,PEDREGA TEAM,Spain,ALBERT MARTIN GARCIA,45,31,7,9,14,36,0,17,10,8
38,105,NOMADE RACING,France,JULIEN DALBEC,46,23,17,10,6,46,0,17,20,8
39,99,XRAIDS EXPERIENCE,Argentina,JUAN SANTIAGO ROSTAN,46,39,40,10,23,9,0,1,0,8
40,53,JOYRIDE RACE SERVICE,Denamrk,THOMAS KONGSHOJ,46,40,20,10,23,49,0,1,0,8
41,148,BAS WORLD KTM RACING TEAM,Chile,TOMAS DE GAVARDO,46,42,18,10,25,47,0,16,0,8
42,115,ALL1 TEAM,Spain,JOSEP PEDRO SUBIRATS,47,2,53,10,46,22,0,32,0,8
43,61,SP MOTO BOHEMIA,Czech Republic,DAVID PABISKA,47,11,36,10,55,5,0,13,10,8
44,101,ORION - MOTO RACING GROUP,Czech Republic,MARTIN PROKES,47,16,45,11,0,14,0,2,10,8
45,117,ALL1 TEAM,Spain,JOSEP MARTI SUÑER,47,45,0,11,28,29,0,30,20,8
46,112,DAKAR 4 DAKAR,Italy,GIOELE MEONI,47,51,28,11,34,57,0,7,0,8
47,81,KOVE,China,FANG XIANGLIANG,47,54,42,11,38,11,0,9,0,8
48,97,JP1 KEWS DAKAR RALLY TEAM,Ecuador,JUAN PUGA,47,55,35,11,39,4,0,36,0,8
49,171,VARGA MOTORSPORT TEAM,Slovakia,JURAJ VARGA,47,56,5,11,39,34,0,16,0,8
50,147,NOMADE RACING,France,MATHIEU GIRARD,48,18,43,12,2,12,0,15,0,8
51,93,VENDETTA RACING UAE,United Kingom,DAVID MCBRIDE,49,3,10,12,46,39,0,5,0,8
52,110,FANTIC RACING,United Kingom,JANE DANIELS,49,31,1,13,14,30,0,27,0,8
53,170,STORY Racing,Lithuania,LAISVYDAS KANCIUS,49,38,52,13,22,21,0,17,0,8
54,104,TLDRACING,France,JEREMIE GERBER,49,55,54,13,39,23,0,15,10,8
55,75,ZERO MILEAGE RALLY TEAM,China,ZHANG MIN,50,41,4,14,24,33,0,0,0,8
56,102,ORION - MOTO RACING GROUP,Poland,BARTLOMIEJ TABIN,50,55,43,14,39,12,0,30,10,8
57,87,PODMOL DAKAR TEAM,Czech Republic,LIBOR PODMOL,50,56,44,14,40,13,0,6,30,8
58,94,VENDETTA RACING UAE,Ireland,ORAN O'KELLY,51,1,28,14,44,57,0,4,10,8
59,120,HT RALLY RAID HUSQVARNA RACING,Belgium,JORIS VAN DYCK,52,33,55,16,17,24,0,16,0,8
60,119,ALL1 TEAM ,Spain,JAVIER AMAT DE CARALT,53,11,45,16,55,14,0,8,0,8
61,65,GUILLAUME CHOLLET,France,GUILLAUME CHOLLET,53,37,49,17,21,18,0,22,0,8
62,66,BAS WORLD KTM RACING TEAM,Japan,YOSHIO IKEMACHI,53,37,55,17,21,24,0,31,0,8
63,100,STUART GREGORY,South Africa,STUART GREGORY,53,58,9,17,41,38,0,9,0,8
64,80,CLUB AVENTURA TOUAREG,Portugal,ALEXANDRE AZINHAIS,54,13,39,17,57,8,0,0,0,8
65,138,HT RALLY RAID HUSQVARNA RACING,Belgium,PIERRE SAEYS,54,44,48,18,28,17,0,54,20,8
66,32,AMERICAN RALLY ORIGINALS,United States,KYLE MC COY,54,51,12,18,34,41,0,0,0,8
67,64,TEAM GP MOTORS,France,ROMAIN DUCHENE,54,51,33,18,35,2,0,53,0,8
68,114,ALL1 TEAM,Spain,CARLOS LLIBRE BELTRI,55,15,8,18,58,37,0,39,40,8
69,127,Nomade Expert Mining Solution ,South Africa,RONALD VENTER,55,17,34,19,1,3,0,2,0,8
70,83,NOMADE RACING,France,FABIEN DOMAS,55,28,51,19,12,20,0,41,10,8
71,132,TEAM RAF,France,ANDY BEAUCOUD,55,36,41,19,20,10,0,48,0,8
72,84,Rally POV,Italy,TIZIANO INTERNO,55,39,50,19,23,19,0,0,0,8
73,131,TEAM RAF,France,ANTHONY FABRE,56,3,59,19,47,28,0,19,10,8
74,90,NOMADE RACING,France,LOIS D'ABBADIE,56,4,45,19,48,14,0,30,0,8
75,136,HT RALLY RAID HUSQVARNA RACING,United States,WESTON CARR,57,2,2,20,45,31,0,40,10,8
76,113,XRAIDS EXPERIENCE,Argentina,SEBASTIAN ALBERTO URQUIA,57,32,45,21,16,14,0,1,0,8
77,141,VB X KRAY&CO,France,VINCENT BIAU,57,36,10,21,19,39,0,45,0,8
