Rank,Driver_Number,Team,Country,Driver,Hours,Minutes,Seconds,Variation_Hours,Variation_Minutes,Variation_Seconds,Penalty_Hours,Penalty_Minutes,Penalty_Seconds,Stage
1,68,MONSTER ENERGY HONDA TEAM,Spain,TOSHA SCHAREINA,0,17,35,0,0,0,0,0,0,0
2,5,RED BULL GASGAS FACTORY RACING,Australia,DANIEL SANDERS,0,17,47,0,0,12,0,0,0,0
3,46,HERO MOTOSPORTS TEAM RALLY,Botswana,ROSS BRANCH,0,17,54,0,0,19,0,0,0,0
4,42,MONSTER ENERGY HONDA TEAM,France,ADRIEN VAN BEVEREN,0,17,59,0,0,24,0,0,0,0
5,1,HUSQVARNA FACTORY RACING,Argentina,LUCIANO BENAVIDES,0,18,1,0,0,26,0,0,0,0
6,4,RED BULL GASGAS FACTORY RACING,United Kingom,SAM SUNDERLAND,0,18,3,0,0,28,0,0,0,0
7,7,MONSTER ENERGY HONDA TEAM,Chile,PABLO QUINTANILLA,0,18,22,0,0,47,0,0,0,0
8,2,RED BULL KTM FACTORY RACING,Australia,TOBY PRICE,0,18,26,0,0,51,0,0,0,0
9,47,RED BULL KTM FACTORY RACING,Argentina,KEVIN BENAVIDES,0,18,31,0,0,56,0,0,0,0
10,98,KORR OFFROAD RACING,United States,MASON KLEIN,0,18,33,0,0,58,0,0,0,0
11,23,ORION - MOTO RACING GROUP,Czech Republic,MARTIN MICHEK,0,18,46,0,1,11,0,0,0,0
12,15,SHERCO RALLY FACTORY,Spain,LORENZO SANTOLINO,0,18,51,0,1,16,0,0,0,0
13,9,MONSTER ENERGY HONDA TEAM,United States,RICKY BRABEC,0,18,54,0,1,19,0,0,0,0
14,11,MONSTER ENERGY HONDA TEAM,Chile,JOSE IGNACIO CORNEJO FLORIMO,0,18,59,0,1,24,0,0,0,0
15,88,HERO MOTOSPORTS TEAM RALLY,Spain,JOAN BARREDA BORT,0,19,0,0,1,25,0,0,0,0
16,14,HERO MOTOSPORTS TEAM RALLY,Germany,SEBASTIAN BÜHLER,0,19,3,0,1,28,0,0,0,0
17,16,TEAM DUMONTIER RACING,France,ROMAIN DUMONTIER,0,19,43,0,2,8,0,0,0,0
18,19,SHERCO RALLY FACTORY,Portugal,RUI GONÇALVES,0,19,43,0,2,8,0,0,0,0
19,28,BAS WORLD KTM RACING TEAM,France,MATHIEU DOVEZE,0,19,43,0,2,8,0,0,0,0
20,18,BAS WORLD KTM RACING TEAM,South Africa,BRADLEY COX,0,19,53,0,2,18,0,0,0,0
21,27,HERO MOTOSPORTS TEAM RALLY,Portugal,JOAQUIM RODRIGUES,0,20,0,0,2,25,0,0,0,0
22,76,DUUST RALLY TEAM,France,JEANLOUP LEPAN,0,20,13,0,2,38,0,0,0,0
23,142,SLOVNAFT RALLY TEAM,Slovakia,STEFAN SVITKO,0,20,14,0,2,39,0,0,0,0
24,60,KOVE,France,XAVIER FLICK,0,20,26,0,2,51,0,0,0,0
25,31,ORLEN TEAM,Poland,MACIEJ GIEMZA,0,20,51,0,3,16,0,0,0,0
26,26,DUUST RALLY TEAM,Poland,KONRAD DABROWSKI,0,20,55,0,3,20,0,0,0,0
27,21,DUUST RALLY TEAM,United States,JACOB ARGUBRIGHT,0,20,57,0,3,22,0,0,0,0
28,70,ORION - MOTO RACING GROUP,Czech Republic,DUSAN DRDAJ,0,21,14,0,3,39,0,0,0,0
29,20,SHERCO TVS RALLY FACTORY,India,HARITH NOAH,0,21,14,0,3,39,0,0,0,0
30,41,XRAIDS EXPERIENCE,Argentina,DIEGO GAMALIEL LLANOS,0,21,15,0,3,40,0,0,0,0
31,29,KOVE,France,NEELS THERIC,0,21,29,0,3,54,0,0,0,0
32,173,DRAGON,Argentina,FRANCISCO MORENO FLORES,0,21,31,0,3,56,0,0,0,0
33,73,HT RALLY RAID HUSQVARNA RACING,South Africa,CHARAN MOORE,0,21,38,0,4,3,0,0,0,0
34,115,ALL1 TEAM,Spain,JOSEP PEDRO SUBIRATS,0,21,55,0,4,20,0,0,0,0
35,17,BAS WORLD KTM RACING TEAM,Italy,PAOLO LUCCI,0,21,55,0,4,20,0,0,0,0
36,57,FANTIC RACING RALLY TEAM,Italy,TOMMASO MONTANARI,0,21,57,0,4,22,0,0,0,0
37,174,7240 TEAM / DRAGON RALLY SERVICE,Argentina,MANUEL ANDUJAR,0,21,59,0,4,24,0,0,0,0
38,30,DRAG'ON RALLY TEAM,Portugal,ANTONIO MAIO,0,22,4,0,4,29,0,0,0,0
39,22,BAS WORLD KTM RACING TEAM,South Africa,MICHAEL DOCHERTY,0,22,9,0,4,34,0,0,0,0
40,43,ORION - MOTO RACING GROUP,Czech Republic,MILAN ENGEL,0,22,21,0,4,46,0,0,0,0
41,96,KINI RALLY RACING TEAM,Austria,TOBIAS EBSTER,0,22,36,0,5,1,0,0,0,0
42,10,MONSTER ENERGY HONDA TEAM,United States,SKYLER HOWES,0,22,45,0,5,10,0,0,0,0
43,172,YAMAHA RACING - SMX - DRAG'ON,France,ALEXANDRE GIROUD,0,22,46,0,5,11,0,0,0,0
44,148,BAS WORLD KTM RACING TEAM,Chile,TOMAS DE GAVARDO,0,22,51,0,5,16,0,0,0,0
45,86,TEAM ALL TRACKS,France,CHARLIE HERBST,0,23,2,0,5,27,0,0,0,0
46,93,VENDETTA RACING UAE,United Kingom,DAVID MCBRIDE,0,23,4,0,5,29,0,0,0,0
47,34,AUTONET MOTORCYCLE TEAM,Romania,EMANUEL GYENES,0,23,20,0,5,45,0,0,0,0
48,61,SP MOTO BOHEMIA,Czech Republic,DAVID PABISKA,0,23,26,0,5,51,0,0,0,0
49,45,KOVE,China,SUNIER SUNIER,0,23,29,0,5,54,0,0,0,0
50,63,ORION - MOTO RACING GROUP,Czech Republic,JAROMIR ROMANCIK,0,23,33,0,5,58,0,0,0,0
51,140,XRAIDS EXPERIENCE,Portugal,BRUNO SANTOS,0,23,33,0,5,58,0,0,0,0
52,170,STORY Racing,Lithuania,LAISVYDAS KANCIUS,0,23,38,0,6,3,0,0,0,0
53,33,STROJRENT RACING,Czech Republic,JAN BRABEC,0,23,41,0,6,6,0,0,0,0
54,101,ORION - MOTO RACING GROUP,Czech Republic,MARTIN PROKES,0,23,45,0,6,10,0,0,0,0
55,94,VENDETTA RACING UAE,Ireland,ORAN O'KELLY,0,24,16,0,6,41,0,0,0,0
56,110,FANTIC RACING,United Kingom,JANE DANIELS,0,24,23,0,6,48,0,0,0,0
57,53,JOYRIDE RACE SERVICE,Denamrk,THOMAS KONGSHOJ,0,24,24,0,6,49,0,0,0,0
58,36,CRÉDITO AGRÍCOLA - MARIOPATRAO.COM,Portugal,MARIO PATRAO,0,24,29,0,6,54,0,0,0,0
59,176,VISIT SANT ANTONI - IBIZA,Spain,TONI VINGUT,0,24,34,0,6,59,0,0,0,0
60,82,PEDREGA TEAM,Spain,ALBERT MARTIN GARCIA,0,24,40,0,7,5,0,0,0,0
61,102,ORION - MOTO RACING GROUP,Poland,BARTLOMIEJ TABIN,0,24,52,0,7,17,0,0,0,0
62,171,VARGA MOTORSPORT TEAM,Slovakia,JURAJ VARGA,0,25,5,0,7,30,0,0,0,0
63,177,TAGUATUR RACING TEAM,Brazil,MARCELO MEDEIROS,0,25,9,0,7,34,0,0,0,0
64,144,HT RALLY RAID HUSQVARNA RACING,Uruguay,FABIAN VON THUENGEN,0,25,11,0,7,36,0,0,0,0
65,81,KOVE,China,FANG XIANGLIANG,0,25,29,0,7,54,0,0,0,0
66,37,ANQUETY MOTORSPORT,Belgium,JEROME MARTINY,0,25,33,0,7,58,0,0,0,0
67,62,FANTIC RACING,France,JEREMY MIROIR,0,26,2,0,8,27,0,0,0,0
68,112,DAKAR 4 DAKAR,Italy,GIOELE MEONI,0,26,27,0,8,52,0,0,0,0
69,56,TEAM MARCIC,Slovenia,SIMON MARCIC,0,26,30,0,8,55,0,0,0,0
70,39,TEAM ESPRIT KTM,France,BENJAMIN MELOT,0,26,34,0,8,59,0,0,0,0
71,79,HORIZON MOTO 95,France,AMAURY BARATIN,0,26,37,0,9,2,0,0,0,0
72,117,ALL1 TEAM,Spain,JOSEP MARTI SUÑER,0,26,38,0,9,3,0,0,0,0
73,120,HT RALLY RAID HUSQVARNA RACING,Belgium,JORIS VAN DYCK,0,26,43,0,9,8,0,0,0,0
74,97,JP1 KEWS DAKAR RALLY TEAM,Ecuador,JUAN PUGA,0,26,51,0,9,16,0,0,0,0
75,118,ALL1 TEAM,Spain,FERNANDO CONDE TARGA,0,27,3,0,9,28,0,0,0,0
76,104,TLDRACING,France,JEREMIE GERBER,0,27,11,0,9,36,0,0,0,0
77,119,ALL1 TEAM ,Spain,JAVIER AMAT DE CARALT,0,27,15,0,9,40,0,0,0,0
78,64,TEAM GP MOTORS,France,ROMAIN DUCHENE,0,27,17,0,9,42,0,0,0,0
79,75,ZERO MILEAGE RALLY TEAM,China,ZHANG MIN,0,27,17,0,9,42,0,0,0,0
80,49,KOVE ITALIA,Italy,CESARE ZACCHETTI,0,27,20,0,9,45,0,0,0,0
81,72,NOMADE RACING,France,PHILIPPE GENDRON,0,27,21,0,9,46,0,0,0,0
82,178,DRAG'ON RALLY TEAM,France,SAMUEL DESBUISSON,0,27,26,0,9,51,0,0,0,0
83,147,NOMADE RACING,France,MATHIEU GIRARD,0,27,33,0,9,58,0,0,0,0
84,105,NOMADE RACING,France,JULIEN DALBEC,0,27,43,0,10,8,0,0,0,0
85,24,BAS WORLD KTM RACING TEAM,Slovenia,TONI MULEC,0,27,46,0,10,11,0,0,0,0
86,146,CLUB AVENTURA TOUAREG,Portugal,GAD NACHMANI,0,27,47,0,10,12,0,0,0,0
87,40,Pont Grup - Yamaha,Spain,JAVI VEGA,0,27,49,0,10,14,0,0,0,0
88,99,XRAIDS EXPERIENCE,Argentina,JUAN SANTIAGO ROSTAN,0,28,0,0,10,25,0,0,0,0
89,111,NOMADE RACING,Germany,YAEL KADSHAI,0,28,2,0,10,27,0,0,0,0
90,84,Rally POV,Italy,TIZIANO INTERNO,0,28,19,0,10,44,0,0,0,0
91,134,TWINTRAIL RACING TEAM,Spain,ISAAC FELIU,0,28,22,0,10,47,0,0,0,0
92,133,#UNDAKARPOURDELESPOIR,France,BRUNO LEBLANC,0,28,48,0,11,13,0,0,0,0
93,59,BAS WORLD KTM RACING TEAM,Guatemala,FRANCISCO ARREDONDO,0,28,56,0,11,21,0,0,0,0
94,69,BAS WORLD KTM RACING TEAM,Spain,CESAR ROJO,0,28,59,0,11,24,0,0,0,0
95,67,XRAIDS EXPERIENCE,Chile,JOHN WILLIAM MEDINA SALAZAR,0,29,16,0,11,41,0,0,0,0
96,92,VENDETTA RACING UAE,United Kingom,DAVID MABBS,0,29,23,0,11,48,0,0,0,0
97,175,CFMOTO THUNDER RACING TEAM,Lithuania,ANTANAS KANOPKINAS,0,29,23,0,11,48,0,0,0,0
98,100,STUART GREGORY,South Africa,STUART GREGORY,0,29,31,0,11,56,0,0,0,0
99,145,HT RALLY RAID HUSQVARNA RACING,Mongolia,GANZORIG CHULUUN,0,29,47,0,12,12,0,0,0,0
100,113,XRAIDS EXPERIENCE,Argentina,SEBASTIAN ALBERTO URQUIA,0,30,9,0,12,34,0,0,0,0
101,80,CLUB AVENTURA TOUAREG,Portugal,ALEXANDRE AZINHAIS,0,30,35,0,13,0,0,0,0,0
102,123,TOUAREG IBIZA - EIVISSA ESPORTS,Italy,FABIO LOTTERO,0,30,38,0,13,3,0,0,0,0
103,135,TWINTRAIL RACING TEAM,Spain,CARLES FALCON,0,31,6,0,13,31,0,0,0,0
104,108,XRAIDS EXPERIENCE,India,ASHISH RAORANE,0,31,25,0,13,50,0,0,0,0
105,103,HT RALLY RAID HUSQVARNA RACING,Zimbabwe,ASHLEY THIXTON,0,31,28,0,13,53,0,0,0,0
106,78,ZERO MILEAGE RALLY TEAM,China,ZHAO HONGYI,0,31,32,0,13,57,0,0,0,0
107,66,BAS WORLD KTM RACING TEAM,Japan,YOSHIO IKEMACHI,0,31,33,0,13,58,0,0,0,0
108,136,HT RALLY RAID HUSQVARNA RACING,United States,WESTON CARR,0,31,38,0,14,3,0,0,0,0
109,32,AMERICAN RALLY ORIGINALS,United States,KYLE MC COY,0,32,2,0,14,27,0,0,0,0
110,90,NOMADE RACING,France,LOIS D'ABBADIE,0,32,5,0,14,30,0,0,0,0
111,87,PODMOL DAKAR TEAM,Czech Republic,LIBOR PODMOL,0,32,19,0,14,44,0,0,0,0
112,71,TUTTOGRU,Italy,FRANCESCO CATANESE,0,32,22,0,14,47,0,0,0,0
113,114,ALL1 TEAM,Spain,CARLOS LLIBRE BELTRI,0,32,47,0,15,12,0,0,0,0
114,179,HANI ALNOUMESI,Saudi Arabia,ALNOUMESI HANI,0,33,5,0,15,30,0,0,0,0
115,89,HT RALLY RAID HUSQVARNA RACING,Austria,ARDIT KURTAJ,0,33,16,0,15,41,0,0,0,0
116,83,NOMADE RACING,France,FABIEN DOMAS,0,33,35,0,16,0,0,0,0,0
117,116,ALL1 TEAM,Spain,XAVIER PES BOSCK,0,33,47,0,16,12,0,0,0,0
118,51,MELILLA CIUDAD DEL DEPORTE,Spain,RACHID AL-LAL LAHADIL,0,34,3,0,16,28,0,0,0,0
119,126,PEDREGA TEAM,Spain,MARIO GARRIDO,0,35,5,0,17,30,0,0,0,0
120,125,ZERANTA,Italy,IADER GIRALDI,0,35,17,0,17,42,0,0,0,0
121,107,DNA AIR FILTERS- ENDURO GREECE,Greece,VASILEIOS BOUDROS,0,36,0,0,18,25,0,0,0,0
122,128,Max BIANUCCI Nomade Racing,France,MAX BIANUCCI,0,36,10,0,18,35,0,0,0,0
123,74,MÔLEAGRIFOREST / COMAS MOTOS,France,MICHAEL JACOBI,0,42,2,0,24,27,0,15,0,0
124,65,GUILLAUME CHOLLET,France,GUILLAUME CHOLLET,0,43,44,0,26,9,0,15,0,0
125,106,UNIVERSAL RIDE,France,JEROME BAS,0,43,50,0,26,15,0,15,0,0
126,121,NOMADE RACING,France,JAMES SIMONIN,0,44,13,0,26,38,0,15,0,0
127,38,TEAM BENERGY MONFORTE RALLY - GALICIA CA,Spain,EDUARDO IGLESIAS SANCHEZ,0,46,56,0,29,21,0,15,0,0
128,124,BAS WORLD KTM RACING TEAM,South Africa,KERIM FITZ-GERALD,0,48,51,0,31,16,0,30,0,0
129,127,Nomade Expert Mining Solution ,South Africa,RONALD VENTER,0,52,32,0,34,57,0,30,0,0
130,122,HALEEM,Saudi Arabia,ABDULHALIM ALMOGHEERA,0,52,54,0,35,19,0,30,0,0
131,138,HT RALLY RAID HUSQVARNA RACING,Belgium,PIERRE SAEYS,0,53,29,0,35,54,0,30,0,0
132,129,TEAM DUMONTIER RACING,France,SÉBASTIEN HERBET,0,54,35,0,37,0,0,30,0,0
133,139,FlexitGO Dakar Team,Lithuania,MODESTAS SILIUNAS,0,54,52,0,37,17,0,30,0,0
134,109,CLUB AVENTURA TOUAREG,Morocco,MOHAMED SAID AOULAD ALI,0,55,29,0,37,54,0,0,0,0
135,130,JOYRACE / ACAMPOS,Spain,JAVIER CAMPOS DONO,0,56,16,0,38,41,0,30,0,0
136,137,HT RALLY RAID HUSQVARNA RACING,Belgium,GWEN BACKX,0,56,39,0,39,4,0,30,0,0
137,131,TEAM RAF,France,ANTHONY FABRE,0,57,8,0,39,33,0,30,0,0
138,132,TEAM RAF,France,ANDY BEAUCOUD,0,57,38,0,40,3,0,30,0,0
139,143,PEDREGA TEAM,Mexico,HECTOR GUERRERO,0,58,3,0,40,28,0,30,0,0
140,141,VB X KRAY&CO,France,VINCENT BIAU,0,58,28,0,40,53,0,30,0,0
141,85,TBRACING,France,THIERRY BETHYS,1,1,37,0,44,2,0,30,0,0
142,95,XRAIDS EXPERIENCE,Spain,DOMINIQUE CIZEAU GIRAULT,1,4,0,0,46,25,0,30,0,0
1,46,HERO MOTOSPORTS TEAM RALLY,Botswana,ROSS BRANCH,5,13,55,0,0,0,0,0,0,1
2,9,MONSTER ENERGY HONDA TEAM,United States,RICKY BRABEC,5,25,49,0,11,54,0,0,0,1
3,98,KORR OFFROAD RACING,United States,MASON KLEIN,5,25,53,0,11,58,0,0,0,1
4,11,MONSTER ENERGY HONDA TEAM,Chile,JOSE IGNACIO CORNEJO FLORIMO,5,28,43,0,14,48,0,0,0,1
5,18,BAS WORLD KTM RACING TEAM,South Africa,BRADLEY COX,5,28,48,0,14,53,0,0,0,1
6,15,SHERCO RALLY FACTORY,Spain,LORENZO SANTOLINO,5,29,3,0,15,8,0,0,0,1
7,16,TEAM DUMONTIER RACING,France,ROMAIN DUMONTIER,5,29,50,0,15,55,0,0,0,1
8,47,RED BULL KTM FACTORY RACING,Argentina,KEVIN BENAVIDES,5,30,9,0,16,14,0,0,0,1
9,5,RED BULL GASGAS FACTORY RACING,Australia,DANIEL SANDERS,5,30,42,0,16,47,0,0,0,1
10,23,ORION - MOTO RACING GROUP,Czech Republic,MARTIN MICHEK,5,31,59,0,18,4,0,0,0,1
11,7,MONSTER ENERGY HONDA TEAM,Chile,PABLO QUINTANILLA,5,34,56,0,21,1,0,0,0,1
12,42,MONSTER ENERGY HONDA TEAM,France,ADRIEN VAN BEVEREN,5,34,59,0,21,4,0,0,0,1
13,4,RED BULL GASGAS FACTORY RACING,United Kingom,SAM SUNDERLAND,5,36,50,0,22,55,0,0,0,1
14,1,HUSQVARNA FACTORY RACING,Argentina,LUCIANO BENAVIDES,5,37,11,0,23,16,0,0,0,1
15,88,HERO MOTOSPORTS TEAM RALLY,Spain,JOAN BARREDA BORT,5,37,44,0,23,49,0,0,0,1
16,2,RED BULL KTM FACTORY RACING,Australia,TOBY PRICE,5,37,47,0,23,52,0,0,0,1
17,28,BAS WORLD KTM RACING TEAM,France,MATHIEU DOVEZE,5,41,25,0,27,30,0,0,0,1
18,21,DUUST RALLY TEAM,United States,JACOB ARGUBRIGHT,5,49,20,0,35,25,0,0,0,1
19,14,HERO MOTOSPORTS TEAM RALLY,Germany,SEBASTIAN BÜHLER,5,49,45,0,35,50,0,0,0,1
20,19,SHERCO RALLY FACTORY,Portugal,RUI GONÇALVES,5,51,35,0,37,40,0,0,0,1
21,76,DUUST RALLY TEAM,France,JEANLOUP LEPAN,5,52,13,0,38,18,0,0,0,1
22,20,SHERCO TVS RALLY FACTORY,India,HARITH NOAH,5,54,56,0,41,1,0,0,0,1
23,142,SLOVNAFT RALLY TEAM,Slovakia,STEFAN SVITKO,5,55,53,0,41,58,0,0,0,1
24,10,MONSTER ENERGY HONDA TEAM,United States,SKYLER HOWES,5,58,15,0,44,20,0,0,0,1
25,43,ORION - MOTO RACING GROUP,Czech Republic,MILAN ENGEL,5,59,4,0,45,9,0,0,0,1
26,17,BAS WORLD KTM RACING TEAM,Italy,PAOLO LUCCI,5,59,27,0,45,32,0,0,0,1
27,41,XRAIDS EXPERIENCE,Argentina,DIEGO GAMALIEL LLANOS,5,59,45,0,45,50,0,0,0,1
28,57,FANTIC RACING RALLY TEAM,Italy,TOMMASO MONTANARI,6,0,49,0,46,54,0,0,0,1
29,26,DUUST RALLY TEAM,Poland,KONRAD DABROWSKI,6,1,51,0,47,56,0,0,0,1
30,96,KINI RALLY RACING TEAM,Austria,TOBIAS EBSTER,6,5,19,0,51,24,0,0,0,1
31,24,BAS WORLD KTM RACING TEAM,Slovenia,TONI MULEC,6,8,32,0,54,37,0,0,0,1
32,30,DRAG'ON RALLY TEAM,Portugal,ANTONIO MAIO,6,9,41,0,55,46,0,0,0,1
33,73,HT RALLY RAID HUSQVARNA RACING,South Africa,CHARAN MOORE,6,13,4,0,59,9,0,0,0,1
34,29,KOVE,France,NEELS THERIC,6,14,43,1,0,48,0,0,0,1
35,62,FANTIC RACING,France,JEREMY MIROIR,6,15,16,1,1,21,0,0,0,1
36,70,ORION - MOTO RACING GROUP,Czech Republic,DUSAN DRDAJ,6,15,16,1,1,21,0,0,0,1
37,33,STROJRENT RACING,Czech Republic,JAN BRABEC,6,16,50,1,2,55,0,0,0,1
38,34,AUTONET MOTORCYCLE TEAM,Romania,EMANUEL GYENES,6,22,43,1,8,48,0,0,0,1
39,82,PEDREGA TEAM,Spain,ALBERT MARTIN GARCIA,6,24,15,1,10,20,0,0,0,1
40,63,ORION - MOTO RACING GROUP,Czech Republic,JAROMIR ROMANCIK,6,24,23,1,10,28,0,4,0,1
41,115,ALL1 TEAM,Spain,JOSEP PEDRO SUBIRATS,6,25,50,1,11,55,0,0,0,1
42,37,ANQUETY MOTORSPORT,Belgium,JEROME MARTINY,6,27,54,1,13,59,0,0,0,1
43,36,CRÉDITO AGRÍCOLA - MARIOPATRAO.COM,Portugal,MARIO PATRAO,6,31,6,1,17,11,0,0,0,1
44,31,ORLEN TEAM,Poland,MACIEJ GIEMZA,6,31,17,1,17,22,0,0,0,1
45,140,XRAIDS EXPERIENCE,Portugal,BRUNO SANTOS,6,38,12,1,24,17,0,2,0,1
46,177,TAGUATUR RACING TEAM,Brazil,MARCELO MEDEIROS,6,41,34,1,27,39,0,0,0,1
47,39,TEAM ESPRIT KTM,France,BENJAMIN MELOT,6,42,16,1,28,21,0,0,0,1
48,81,KOVE,China,FANG XIANGLIANG,6,42,48,1,28,53,0,0,0,1
49,171,VARGA MOTORSPORT TEAM,Slovakia,JURAJ VARGA,6,44,10,1,30,15,0,0,0,1
50,147,NOMADE RACING,France,MATHIEU GIRARD,6,44,46,1,30,51,0,0,0,1
51,40,Pont Grup - Yamaha,Spain,JAVI VEGA,6,45,30,1,31,35,0,0,0,1
52,103,HT RALLY RAID HUSQVARNA RACING,Zimbabwe,ASHLEY THIXTON,6,45,34,1,31,39,0,7,0,1
53,174,7240 TEAM / DRAGON RALLY SERVICE,Argentina,MANUEL ANDUJAR,6,49,51,1,35,56,0,0,0,1
54,61,SP MOTO BOHEMIA,Czech Republic,DAVID PABISKA,6,50,3,1,36,8,0,0,0,1
55,170,STORY Racing,Lithuania,LAISVYDAS KANCIUS,6,52,6,1,38,11,0,2,0,1
56,172,YAMAHA RACING - SMX - DRAG'ON,France,ALEXANDRE GIROUD,6,55,54,1,41,59,0,0,0,1
57,124,BAS WORLD KTM RACING TEAM,South Africa,KERIM FITZ-GERALD,6,57,13,1,43,18,0,30,0,1
58,60,KOVE,France,XAVIER FLICK,6,57,58,1,44,3,0,0,0,1
59,53,JOYRIDE RACE SERVICE,Denamrk,THOMAS KONGSHOJ,6,58,30,1,44,35,0,0,0,1
60,86,TEAM ALL TRACKS,France,CHARLIE HERBST,6,58,57,1,45,2,0,0,0,1
61,110,FANTIC RACING,United Kingom,JANE DANIELS,6,59,35,1,45,40,0,0,0,1
62,101,ORION - MOTO RACING GROUP,Czech Republic,MARTIN PROKES,6,59,37,1,45,42,0,0,0,1
63,148,BAS WORLD KTM RACING TEAM,Chile,TOMAS DE GAVARDO,7,2,43,1,48,48,0,0,0,1
64,87,PODMOL DAKAR TEAM,Czech Republic,LIBOR PODMOL,7,8,1,1,54,6,0,0,0,1
65,176,VISIT SANT ANTONI - IBIZA,Spain,TONI VINGUT,7,9,59,1,56,4,0,0,0,1
66,173,DRAGON,Argentina,FRANCISCO MORENO FLORES,7,16,51,2,2,56,0,0,0,1
67,107,DNA AIR FILTERS- ENDURO GREECE,Greece,VASILEIOS BOUDROS,7,19,43,2,5,48,0,0,0,1
68,99,XRAIDS EXPERIENCE,Argentina,JUAN SANTIAGO ROSTAN,7,20,9,2,6,14,0,0,0,1
69,106,UNIVERSAL RIDE,France,JEROME BAS,7,24,8,2,10,13,0,27,0,1
70,111,NOMADE RACING,Germany,YAEL KADSHAI,7,24,13,2,10,18,0,0,0,1
71,97,JP1 KEWS DAKAR RALLY TEAM,Ecuador,JUAN PUGA,7,24,15,2,10,20,0,0,0,1
72,105,NOMADE RACING,France,JULIEN DALBEC,7,24,46,2,10,51,0,0,0,1
73,69,BAS WORLD KTM RACING TEAM,Spain,CESAR ROJO,7,25,15,2,11,20,0,2,0,1
74,104,TLDRACING,France,JEREMIE GERBER,7,30,25,2,16,30,0,0,0,1
75,112,DAKAR 4 DAKAR,Italy,GIOELE MEONI,7,32,29,2,18,34,0,0,0,1
76,84,Rally POV,Italy,TIZIANO INTERNO,7,33,1,2,19,6,0,0,0,1
77,135,TWINTRAIL RACING TEAM,Spain,CARLES FALCON,7,33,15,2,19,20,0,0,0,1
78,123,TOUAREG IBIZA - EIVISSA ESPORTS,Italy,FABIO LOTTERO,7,35,11,2,21,16,0,0,0,1
79,102,ORION - MOTO RACING GROUP,Poland,BARTLOMIEJ TABIN,7,38,22,2,24,27,0,0,0,1
80,64,TEAM GP MOTORS,France,ROMAIN DUCHENE,7,43,29,2,29,34,0,0,0,1
81,127,Nomade Expert Mining Solution ,South Africa,RONALD VENTER,7,44,46,2,30,51,0,30,0,1
82,117,ALL1 TEAM,Spain,JOSEP MARTI SUÑER,7,44,50,2,30,55,0,0,0,1
83,100,STUART GREGORY,South Africa,STUART GREGORY,7,45,1,2,31,6,0,0,0,1
84,175,CFMOTO THUNDER RACING TEAM,Lithuania,ANTANAS KANOPKINAS,7,46,28,2,32,33,0,0,0,1
85,72,NOMADE RACING,France,PHILIPPE GENDRON,7,51,41,2,37,46,0,0,0,1
86,83,NOMADE RACING,France,FABIEN DOMAS,7,51,59,2,38,4,0,0,0,1
87,120,HT RALLY RAID HUSQVARNA RACING,Belgium,JORIS VAN DYCK,7,52,15,2,38,20,0,0,0,1
88,139,FlexitGO Dakar Team,Lithuania,MODESTAS SILIUNAS,7,53,12,2,39,17,0,30,0,1
89,80,CLUB AVENTURA TOUAREG,Portugal,ALEXANDRE AZINHAIS,7,54,8,2,40,13,0,0,0,1
90,133,#UNDAKARPOURDELESPOIR,France,BRUNO LEBLANC,7,55,18,2,41,23,0,2,0,1
91,49,KOVE ITALIA,Italy,CESARE ZACCHETTI,7,59,26,2,45,31,0,0,0,1
92,146,CLUB AVENTURA TOUAREG,Portugal,GAD NACHMANI,8,1,39,2,47,44,0,0,0,1
93,75,ZERO MILEAGE RALLY TEAM,China,ZHANG MIN,8,4,26,2,50,31,0,0,0,1
94,118,ALL1 TEAM,Spain,FERNANDO CONDE TARGA,8,4,44,2,50,49,0,0,0,1
95,94,VENDETTA RACING UAE,Ireland,ORAN O'KELLY,8,8,11,2,54,16,0,1,0,1
96,119,ALL1 TEAM ,Spain,JAVIER AMAT DE CARALT,8,8,36,2,54,41,0,4,0,1
97,59,BAS WORLD KTM RACING TEAM,Guatemala,FRANCISCO ARREDONDO,8,10,41,2,56,46,0,0,0,1
98,93,VENDETTA RACING UAE,United Kingom,DAVID MCBRIDE,8,15,56,3,2,1,0,5,0,1
99,67,XRAIDS EXPERIENCE,Chile,JOHN WILLIAM MEDINA SALAZAR,8,18,22,3,4,27,0,0,0,1
100,78,ZERO MILEAGE RALLY TEAM,China,ZHAO HONGYI,8,23,30,3,9,35,0,0,0,1
101,71,TUTTOGRU,Italy,FRANCESCO CATANESE,8,28,21,3,14,26,0,3,0,1
102,65,GUILLAUME CHOLLET,France,GUILLAUME CHOLLET,8,30,43,3,16,48,0,15,0,1
103,113,XRAIDS EXPERIENCE,Argentina,SEBASTIAN ALBERTO URQUIA,8,35,44,3,21,49,0,0,0,1
104,145,HT RALLY RAID HUSQVARNA RACING,Mongolia,GANZORIG CHULUUN,8,38,42,3,24,47,0,0,0,1
105,45,KOVE,China,SUNIER SUNIER,8,42,38,3,28,43,0,0,0,1
106,74,MÔLEAGRIFOREST / COMAS MOTOS,France,MICHAEL JACOBI,8,43,23,3,29,28,0,15,0,1
107,90,NOMADE RACING,France,LOIS D'ABBADIE,8,44,8,3,30,13,0,0,0,1
108,136,HT RALLY RAID HUSQVARNA RACING,United States,WESTON CARR,8,44,38,3,30,43,0,0,0,1
