"play_descripton","set","Date","Time","Site","Attendance","url","timeout","prev_home_score","prev_visiting_score","next_home_score","next_visiting_score","losing_team","set_winner","losing_team_wins"
"Timeout Ithaca.",4,"2018-11-02","20:05:00","Ithaca, N.Y. (Ben Light Gymnasium)

",312,"https://athletics.ithaca.edu/boxscore.aspx?id=9216&path=wvball",TRUE,15,10,15,11,"visiting","home",FALSE
"Timeout Clarkson.",4,"2018-11-02","20:05:00","Ithaca, N.Y. (Ben Light Gymnasium)

",312,"https://athletics.ithaca.edu/boxscore.aspx?id=9216&path=wvball",TRUE,15,13,16,13,"visiting","home",FALSE
"Timeout Clarkson.",4,"2018-11-02","20:05:00","Ithaca, N.Y. (Ben Light Gymnasium)

",312,"https://athletics.ithaca.edu/boxscore.aspx?id=9216&path=wvball",TRUE,21,16,21,17,"visiting","home",FALSE
"Timeout Southern Vermont.",1,"2018-11-09","20:35:00","Ithaca, N.Y. (Ben Light Gymnasium)

",301,"https://athletics.ithaca.edu/boxscore.aspx?id=9218&path=wvball",TRUE,1,6,2,6,"home","visiting",FALSE
"Timeout Southern Vermont.",1,"2018-11-09","20:35:00","Ithaca, N.Y. (Ben Light Gymnasium)

",301,"https://athletics.ithaca.edu/boxscore.aspx?id=9218&path=wvball",TRUE,3,15,4,15,"home","visiting",FALSE
"Timeout Southern Vermont.",2,"2018-11-09","20:35:00","Ithaca, N.Y. (Ben Light Gymnasium)

",301,"https://athletics.ithaca.edu/boxscore.aspx?id=9218&path=wvball",TRUE,6,13,7,13,"home","visiting",FALSE
"Timeout Southern Vermont.",2,"2018-11-09","20:35:00","Ithaca, N.Y. (Ben Light Gymnasium)

",301,"https://athletics.ithaca.edu/boxscore.aspx?id=9218&path=wvball",TRUE,12,23,12,24,"home","visiting",FALSE
"Timeout Southern Vermont.",3,"2018-11-09","20:35:00","Ithaca, N.Y. (Ben Light Gymnasium)

",301,"https://athletics.ithaca.edu/boxscore.aspx?id=9218&path=wvball",TRUE,0,4,0,5,"home","visiting",FALSE
"Timeout Southern Vermont.",3,"2018-11-09","20:35:00","Ithaca, N.Y. (Ben Light Gymnasium)

",301,"https://athletics.ithaca.edu/boxscore.aspx?id=9218&path=wvball",TRUE,3,15,4,15,"home","visiting",FALSE
"Timeout Stevenson.",1,"2018-11-10","17:30:00","Ithaca, NY (Ben Light Gymnasium)

",313,"https://athletics.ithaca.edu/boxscore.aspx?id=9219&path=wvball",TRUE,7,12,8,12,"home","visiting",FALSE
"Timeout Stevenson.",1,"2018-11-10","17:30:00","Ithaca, NY (Ben Light Gymnasium)

",313,"https://athletics.ithaca.edu/boxscore.aspx?id=9219&path=wvball",TRUE,23,24,23,25,"home","visiting",FALSE
"Timeout Ithaca.",2,"2018-11-10","17:30:00","Ithaca, NY (Ben Light Gymnasium)

",313,"https://athletics.ithaca.edu/boxscore.aspx?id=9219&path=wvball",TRUE,11,6,12,6,"visiting","visiting",TRUE
"Timeout Stevenson.",2,"2018-11-10","17:30:00","Ithaca, NY (Ben Light Gymnasium)

",313,"https://athletics.ithaca.edu/boxscore.aspx?id=9219&path=wvball",TRUE,13,11,14,11,"visiting","visiting",TRUE
"Timeout Stevenson.",2,"2018-11-10","17:30:00","Ithaca, NY (Ben Light Gymnasium)

",313,"https://athletics.ithaca.edu/boxscore.aspx?id=9219&path=wvball",TRUE,21,23,21,24,"home","visiting",FALSE
"Timeout Stevenson.",3,"2018-11-10","17:30:00","Ithaca, NY (Ben Light Gymnasium)

",313,"https://athletics.ithaca.edu/boxscore.aspx?id=9219&path=wvball",TRUE,7,8,7,9,"home","visiting",FALSE
"Timeout Stevenson.",3,"2018-11-10","17:30:00","Ithaca, NY (Ben Light Gymnasium)

",313,"https://athletics.ithaca.edu/boxscore.aspx?id=9219&path=wvball",TRUE,12,17,12,18,"home","visiting",FALSE
"Timeout Carnegie Mellon.",1,"2018-11-11","14:00:00","Ithaca, N.Y. (Ben Light Gymnasium)

",417,"https://athletics.ithaca.edu/boxscore.aspx?id=9220&path=wvball",TRUE,6,12,7,12,"home","visiting",FALSE
"Timeout Carnegie Mellon.",1,"2018-11-11","14:00:00","Ithaca, N.Y. (Ben Light Gymnasium)

",417,"https://athletics.ithaca.edu/boxscore.aspx?id=9220&path=wvball",TRUE,14,20,15,20,"home","visiting",FALSE
"Timeout Ithaca.",1,"2018-11-11","14:00:00","Ithaca, N.Y. (Ben Light Gymnasium)

",417,"https://athletics.ithaca.edu/boxscore.aspx?id=9220&path=wvball",TRUE,20,23,21,23,"home","visiting",FALSE
"Timeout Carnegie Mellon.",2,"2018-11-11","14:00:00","Ithaca, N.Y. (Ben Light Gymnasium)

",417,"https://athletics.ithaca.edu/boxscore.aspx?id=9220&path=wvball",TRUE,0,5,1,5,"home","visiting",FALSE
"Timeout Ithaca.",2,"2018-11-11","14:00:00","Ithaca, N.Y. (Ben Light Gymnasium)

",417,"https://athletics.ithaca.edu/boxscore.aspx?id=9220&path=wvball",TRUE,4,6,4,7,"home","visiting",FALSE
"Timeout Carnegie Mellon.",2,"2018-11-11","14:00:00","Ithaca, N.Y. (Ben Light Gymnasium)

",417,"https://athletics.ithaca.edu/boxscore.aspx?id=9220&path=wvball",TRUE,18,21,18,22,"home","visiting",FALSE
"Timeout Carnegie Mellon.",3,"2018-11-11","14:00:00","Ithaca, N.Y. (Ben Light Gymnasium)

",417,"https://athletics.ithaca.edu/boxscore.aspx?id=9220&path=wvball",TRUE,3,8,3,9,"home","visiting",FALSE
"Timeout Ithaca.",3,"2018-11-11","14:00:00","Ithaca, N.Y. (Ben Light Gymnasium)

",417,"https://athletics.ithaca.edu/boxscore.aspx?id=9220&path=wvball",TRUE,10,13,10,14,"home","visiting",FALSE
"Timeout Ithaca.",3,"2018-11-11","14:00:00","Ithaca, N.Y. (Ben Light Gymnasium)

",417,"https://athletics.ithaca.edu/boxscore.aspx?id=9220&path=wvball",TRUE,18,19,18,20,"home","visiting",FALSE
"Timeout Carnegie Mellon.",3,"2018-11-11","14:00:00","Ithaca, N.Y. (Ben Light Gymnasium)

",417,"https://athletics.ithaca.edu/boxscore.aspx?id=9220&path=wvball",TRUE,19,22,19,23,"home","visiting",FALSE
"Media Timeout",1,"2018-11-15","17:30:00","Pittsburgh, Pa. (A.J. Palumbo Center)

",221,"https://athletics.ithaca.edu/boxscore.aspx?id=9221&path=wvball",TRUE,13,15,13,16,"home","visiting",FALSE
"Timeout Ithaca.",1,"2018-11-15","17:30:00","Pittsburgh, Pa. (A.J. Palumbo Center)

",221,"https://athletics.ithaca.edu/boxscore.aspx?id=9221&path=wvball",TRUE,15,19,16,19,"home","visiting",FALSE
"Timeout Ithaca.",1,"2018-11-15","17:30:00","Pittsburgh, Pa. (A.J. Palumbo Center)

",221,"https://athletics.ithaca.edu/boxscore.aspx?id=9221&path=wvball",TRUE,18,22,19,22,"home","visiting",FALSE
"Timeout Emory.",1,"2018-11-15","17:30:00","Pittsburgh, Pa. (A.J. Palumbo Center)

",221,"https://athletics.ithaca.edu/boxscore.aspx?id=9221&path=wvball",TRUE,22,24,23,24,"home","visiting",FALSE
"Timeout Emory.",2,"2018-11-15","17:30:00","Pittsburgh, Pa. (A.J. Palumbo Center)

",221,"https://athletics.ithaca.edu/boxscore.aspx?id=9221&path=wvball",TRUE,7,2,NA,NA,"visiting","home",FALSE
"Timeout Emory.",2,"2018-11-15","17:30:00","Pittsburgh, Pa. (A.J. Palumbo Center)

",221,"https://athletics.ithaca.edu/boxscore.aspx?id=9221&path=wvball",TRUE,17,12,17,13,"visiting","home",FALSE
"Timeout Ithaca.",2,"2018-11-15","17:30:00","Pittsburgh, Pa. (A.J. Palumbo Center)

",221,"https://athletics.ithaca.edu/boxscore.aspx?id=9221&path=wvball",TRUE,22,19,22,20,"visiting","home",FALSE
"Timeout Ithaca.",2,"2018-11-15","17:30:00","Pittsburgh, Pa. (A.J. Palumbo Center)

",221,"https://athletics.ithaca.edu/boxscore.aspx?id=9221&path=wvball",TRUE,22,21,23,21,"visiting","home",FALSE
"Timeout Emory.",3,"2018-11-15","17:30:00","Pittsburgh, Pa. (A.J. Palumbo Center)

",221,"https://athletics.ithaca.edu/boxscore.aspx?id=9221&path=wvball",TRUE,10,5,10,6,"visiting","visiting",TRUE
"Timeout Emory.",3,"2018-11-15","17:30:00","Pittsburgh, Pa. (A.J. Palumbo Center)

",221,"https://athletics.ithaca.edu/boxscore.aspx?id=9221&path=wvball",TRUE,20,15,20,16,"visiting","visiting",TRUE
"Timeout Ithaca.",3,"2018-11-15","17:30:00","Pittsburgh, Pa. (A.J. Palumbo Center)

",221,"https://athletics.ithaca.edu/boxscore.aspx?id=9221&path=wvball",TRUE,21,19,21,20,"visiting","visiting",TRUE
"Timeout Ithaca.",4,"2018-11-15","17:30:00","Pittsburgh, Pa. (A.J. Palumbo Center)

",221,"https://athletics.ithaca.edu/boxscore.aspx?id=9221&path=wvball",TRUE,0,4,0,5,"home","visiting",FALSE
"Timeout Ithaca.",4,"2018-11-15","17:30:00","Pittsburgh, Pa. (A.J. Palumbo Center)

",221,"https://athletics.ithaca.edu/boxscore.aspx?id=9221&path=wvball",TRUE,3,9,4,9,"home","visiting",FALSE
"Timeout Occidental.",1,"2018-08-31","15:30:00","Pomona, Calif. ()

",0,"https://unionathletics.com/boxscore.aspx?id=9639&path=vball",TRUE,11,11,12,11,"visiting","home",FALSE
"Timeout Union.",1,"2018-08-31","15:30:00","Pomona, Calif. ()

",0,"https://unionathletics.com/boxscore.aspx?id=9639&path=vball",TRUE,17,14,18,14,"visiting","home",FALSE
"Timeout Occidental.",2,"2018-08-31","15:30:00","Pomona, Calif. ()

",0,"https://unionathletics.com/boxscore.aspx?id=9639&path=vball",TRUE,14,16,14,17,"home","visiting",FALSE
"Timeout Occidental.",2,"2018-08-31","15:30:00","Pomona, Calif. ()

",0,"https://unionathletics.com/boxscore.aspx?id=9639&path=vball",TRUE,NA,NA,17,20,NA,"visiting",NA
"Timeout Occidental.",3,"2018-08-31","15:30:00","Pomona, Calif. ()

",0,"https://unionathletics.com/boxscore.aspx?id=9639&path=vball",TRUE,2,6,3,6,"home","visiting",FALSE
"Timeout Occidental.",3,"2018-08-31","15:30:00","Pomona, Calif. ()

",0,"https://unionathletics.com/boxscore.aspx?id=9639&path=vball",TRUE,11,15,12,15,"home","visiting",FALSE
"Timeout Union.",4,"2018-08-31","15:30:00","Pomona, Calif. ()

",0,"https://unionathletics.com/boxscore.aspx?id=9639&path=vball",TRUE,16,14,16,15,"visiting","home",FALSE
"Timeout Occidental.",4,"2018-08-31","15:30:00","Pomona, Calif. ()

",0,"https://unionathletics.com/boxscore.aspx?id=9639&path=vball",TRUE,20,18,21,18,"visiting","home",FALSE
"Timeout Union.",4,"2018-08-31","15:30:00","Pomona, Calif. ()

",0,"https://unionathletics.com/boxscore.aspx?id=9639&path=vball",TRUE,23,19,24,19,"visiting","home",FALSE
"Timeout Occidental.",5,"2018-08-31","15:30:00","Pomona, Calif. ()

",0,"https://unionathletics.com/boxscore.aspx?id=9639&path=vball",TRUE,2,6,2,7,"home","visiting",FALSE
"Timeout Occidental.",5,"2018-08-31","15:30:00","Pomona, Calif. ()

",0,"https://unionathletics.com/boxscore.aspx?id=9639&path=vball",TRUE,4,11,5,11,"home","visiting",FALSE
"Timeout UNION.",1,"2018-09-01","09:30:00","Pomona, CA (Pomona-Pitzer Gym)

",73,"https://unionathletics.com/boxscore.aspx?id=9640&path=vball",TRUE,15,9,16,9,"visiting","home",FALSE
"Timeout UNION.",2,"2018-09-01","09:30:00","Pomona, CA (Pomona-Pitzer Gym)

",73,"https://unionathletics.com/boxscore.aspx?id=9640&path=vball",TRUE,9,4,10,4,"visiting","home",FALSE
"Timeout UNION.",2,"2018-09-01","09:30:00","Pomona, CA (Pomona-Pitzer Gym)

",73,"https://unionathletics.com/boxscore.aspx?id=9640&path=vball",TRUE,23,20,23,21,"visiting","home",FALSE
"Timeout UNION.",3,"2018-09-01","09:30:00","Pomona, CA (Pomona-Pitzer Gym)

",73,"https://unionathletics.com/boxscore.aspx?id=9640&path=vball",TRUE,15,9,15,10,"visiting","home",FALSE
"Timeout Union.",1,"2018-09-01","11:45:00","Claremont, CA (Roberts Pavilion Aux)

",29,"https://unionathletics.com/boxscore.aspx?id=9641&path=vball",TRUE,12,8,12,9,"visiting","home",FALSE
"Timeout St. Scholastica.",1,"2018-09-01","11:45:00","Claremont, CA (Roberts Pavilion Aux)

",29,"https://unionathletics.com/boxscore.aspx?id=9641&path=vball",TRUE,15,13,15,14,"visiting","home",FALSE
"Timeout St. Scholastica.",2,"2018-09-01","11:45:00","Claremont, CA (Roberts Pavilion Aux)

",29,"https://unionathletics.com/boxscore.aspx?id=9641&path=vball",TRUE,2,8,2,9,"home","visiting",FALSE
"Timeout Union.",2,"2018-09-01","11:45:00","Claremont, CA (Roberts Pavilion Aux)

",29,"https://unionathletics.com/boxscore.aspx?id=9641&path=vball",TRUE,13,17,14,17,"home","visiting",FALSE
"Timeout St. Scholastica.",2,"2018-09-01","11:45:00","Claremont, CA (Roberts Pavilion Aux)

",29,"https://unionathletics.com/boxscore.aspx?id=9641&path=vball",TRUE,17,21,18,21,"home","visiting",FALSE
"Timeout Union.",3,"2018-09-01","11:45:00","Claremont, CA (Roberts Pavilion Aux)

",29,"https://unionathletics.com/boxscore.aspx?id=9641&path=vball",TRUE,20,17,21,17,"visiting","home",FALSE
"Timeout St. Scholastica.",3,"2018-09-01","11:45:00","Claremont, CA (Roberts Pavilion Aux)

",29,"https://unionathletics.com/boxscore.aspx?id=9641&path=vball",TRUE,24,23,25,23,"visiting","home",FALSE
"Timeout St. Scholastica.",4,"2018-09-01","11:45:00","Claremont, CA (Roberts Pavilion Aux)

",29,"https://unionathletics.com/boxscore.aspx?id=9641&path=vball",TRUE,12,16,12,17,"home","visiting",FALSE
"Timeout Union.",5,"2018-09-01","11:45:00","Claremont, CA (Roberts Pavilion Aux)

",29,"https://unionathletics.com/boxscore.aspx?id=9641&path=vball",TRUE,6,2,7,2,"visiting","home",FALSE
"Timeout Union.",5,"2018-09-01","11:45:00","Claremont, CA (Roberts Pavilion Aux)

",29,"https://unionathletics.com/boxscore.aspx?id=9641&path=vball",TRUE,10,3,10,4,"visiting","home",FALSE
"Timeout Buffalo State.",1,"2018-09-07","16:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",121,"https://unionathletics.com/boxscore.aspx?id=9642&path=vball",TRUE,4,11,5,11,"home","visiting",FALSE
"Timeout Buffalo State.",1,"2018-09-07","16:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",121,"https://unionathletics.com/boxscore.aspx?id=9642&path=vball",TRUE,9,16,9,17,"home","visiting",FALSE
"Timeout Union.",2,"2018-09-07","16:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",121,"https://unionathletics.com/boxscore.aspx?id=9642&path=vball",TRUE,9,14,10,14,"home","visiting",FALSE
"Timeout Union.",3,"2018-09-07","16:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",121,"https://unionathletics.com/boxscore.aspx?id=9642&path=vball",TRUE,10,12,10,13,"home","visiting",FALSE
"Timeout Union.",1,"2018-09-07","20:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",131,"https://unionathletics.com/boxscore.aspx?id=9643&path=vball",TRUE,19,17,20,17,"visiting","home",FALSE
"Timeout Union.",2,"2018-09-07","20:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",131,"https://unionathletics.com/boxscore.aspx?id=9643&path=vball",TRUE,13,3,14,3,"visiting","home",FALSE
"Timeout Williams.",2,"2018-09-07","20:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",131,"https://unionathletics.com/boxscore.aspx?id=9643&path=vball",TRUE,NA,NA,22,14,NA,"home",NA
"Timeout Union.",3,"2018-09-07","20:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",131,"https://unionathletics.com/boxscore.aspx?id=9643&path=vball",TRUE,14,6,15,6,"visiting","home",FALSE
"Timeout St. Michael's.",1,"2018-09-08","11:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",111,"https://unionathletics.com/boxscore.aspx?id=9644&path=vball",TRUE,3,8,4,8,"home","visiting",FALSE
"Timeout St. Michael's.",2,"2018-09-08","11:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",111,"https://unionathletics.com/boxscore.aspx?id=9644&path=vball",TRUE,1,2,2,2,"home","visiting",FALSE
"Timeout St. Michael's.",2,"2018-09-08","11:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",111,"https://unionathletics.com/boxscore.aspx?id=9644&path=vball",TRUE,7,15,7,16,"home","visiting",FALSE
"Timeout Union.",3,"2018-09-08","11:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",111,"https://unionathletics.com/boxscore.aspx?id=9644&path=vball",TRUE,14,14,15,14,"visiting","home",FALSE
"Timeout Union.",3,"2018-09-08","11:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",111,"https://unionathletics.com/boxscore.aspx?id=9644&path=vball",TRUE,21,19,21,20,"visiting","home",FALSE
"Timeout St. Michael's.",3,"2018-09-08","11:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",111,"https://unionathletics.com/boxscore.aspx?id=9644&path=vball",TRUE,24,23,24,24,"visiting","home",FALSE
"Timeout Ramapo.",1,"2018-09-08","15:38:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",134,"https://unionathletics.com/boxscore.aspx?id=9645&path=vball",TRUE,NA,NA,NA,NA,NA,"visiting",NA
"Timeout Union.",2,"2018-09-08","15:38:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",134,"https://unionathletics.com/boxscore.aspx?id=9645&path=vball",TRUE,9,9,10,9,"visiting","home",FALSE
"Timeout Union.",2,"2018-09-08","15:38:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",134,"https://unionathletics.com/boxscore.aspx?id=9645&path=vball",TRUE,20,14,21,14,"visiting","home",FALSE
"Timeout Ramapo.",2,"2018-09-08","15:38:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",134,"https://unionathletics.com/boxscore.aspx?id=9645&path=vball",TRUE,22,17,22,18,"visiting","home",FALSE
"Timeout Ramapo.",2,"2018-09-08","15:38:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",134,"https://unionathletics.com/boxscore.aspx?id=9645&path=vball",TRUE,23,21,23,22,"visiting","home",FALSE
"Timeout Union.",3,"2018-09-08","15:38:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",134,"https://unionathletics.com/boxscore.aspx?id=9645&path=vball",TRUE,10,11,10,12,"home","visiting",FALSE
"Timeout Ramapo.",4,"2018-09-08","15:38:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",134,"https://unionathletics.com/boxscore.aspx?id=9645&path=vball",TRUE,3,9,3,10,"home","visiting",FALSE
"Timeout Union.",1,"2018-09-14","16:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",123,"https://unionathletics.com/boxscore.aspx?id=9646&path=vball",TRUE,3,11,3,12,"home","visiting",FALSE
"Timeout Union.",2,"2018-09-14","16:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",123,"https://unionathletics.com/boxscore.aspx?id=9646&path=vball",TRUE,9,13,10,13,"home","visiting",FALSE
"Timeout Plattsburgh State.",3,"2018-09-14","16:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",123,"https://unionathletics.com/boxscore.aspx?id=9646&path=vball",TRUE,8,14,9,14,"home","visiting",FALSE
"Timeout Union.",1,"2018-09-14","20:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",169,"https://unionathletics.com/boxscore.aspx?id=9647&path=vball",TRUE,18,16,18,17,"visiting","visiting",TRUE
"Timeout Wentworth.",1,"2018-09-14","20:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",169,"https://unionathletics.com/boxscore.aspx?id=9647&path=vball",TRUE,18,20,18,21,"home","visiting",FALSE
"Timeout Union.",2,"2018-09-14","20:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",169,"https://unionathletics.com/boxscore.aspx?id=9647&path=vball",TRUE,11,7,11,8,"visiting","home",FALSE
"Timeout Union.",2,"2018-09-14","20:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",169,"https://unionathletics.com/boxscore.aspx?id=9647&path=vball",TRUE,20,15,20,16,"visiting","home",FALSE
"Timeout Wentworth.",2,"2018-09-14","20:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",169,"https://unionathletics.com/boxscore.aspx?id=9647&path=vball",TRUE,20,18,21,18,"visiting","home",FALSE
"Timeout Wentworth.",2,"2018-09-14","20:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",169,"https://unionathletics.com/boxscore.aspx?id=9647&path=vball",TRUE,24,22,25,22,"visiting","home",FALSE
"Timeout Union.",4,"2018-09-14","20:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",169,"https://unionathletics.com/boxscore.aspx?id=9647&path=vball",TRUE,9,4,9,5,"visiting","home",FALSE
"Timeout Union.",4,"2018-09-14","20:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",169,"https://unionathletics.com/boxscore.aspx?id=9647&path=vball",TRUE,15,8,15,9,"visiting","home",FALSE
"Timeout Wentworth.",5,"2018-09-14","20:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",169,"https://unionathletics.com/boxscore.aspx?id=9647&path=vball",TRUE,10,12,10,13,"home","visiting",FALSE
"Timeout Union.",1,"2018-09-15","11:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",52,"https://unionathletics.com/boxscore.aspx?id=9648&path=vball",TRUE,10,3,10,4,"visiting","home",FALSE
"Timeout Wells.",2,"2018-09-15","11:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",52,"https://unionathletics.com/boxscore.aspx?id=9648&path=vball",TRUE,6,10,6,11,"home","visiting",FALSE
"Timeout Wells.",2,"2018-09-15","11:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",52,"https://unionathletics.com/boxscore.aspx?id=9648&path=vball",TRUE,7,14,8,14,"home","visiting",FALSE
"Timeout Wells.",3,"2018-09-15","11:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",52,"https://unionathletics.com/boxscore.aspx?id=9648&path=vball",TRUE,0,6,1,6,"home","visiting",FALSE
"Timeout Union.",3,"2018-09-15","11:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",52,"https://unionathletics.com/boxscore.aspx?id=9648&path=vball",TRUE,19,20,20,20,"home","visiting",FALSE
"Timeout Wells.",3,"2018-09-15","11:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",52,"https://unionathletics.com/boxscore.aspx?id=9648&path=vball",TRUE,22,24,22,25,"home","visiting",FALSE
"Timeout Wells.",4,"2018-09-15","11:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",52,"https://unionathletics.com/boxscore.aspx?id=9648&path=vball",TRUE,10,15,10,16,"home","visiting",FALSE
"Timeout Wells.",4,"2018-09-15","11:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",52,"https://unionathletics.com/boxscore.aspx?id=9648&path=vball",TRUE,12,21,NA,NA,"home","visiting",FALSE
"Timeout Union.",1,"2018-09-15","15:50:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",56,"https://unionathletics.com/boxscore.aspx?id=9649&path=vball",TRUE,12,13,NA,NA,"home","visiting",FALSE
"Timeout Mount St. Vincent.",2,"2018-09-15","15:50:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",56,"https://unionathletics.com/boxscore.aspx?id=9649&path=vball",TRUE,5,10,5,11,"home","visiting",FALSE
"Timeout Bard.",1,"2018-09-21","18:03:00","Bard College (Stevenson Ath. Ctr.)

",45,"https://unionathletics.com/boxscore.aspx?id=9650&path=vball",TRUE,11,7,11,8,"visiting","home",FALSE
"Timeout Bard.",1,"2018-09-21","18:03:00","Bard College (Stevenson Ath. Ctr.)

",45,"https://unionathletics.com/boxscore.aspx?id=9650&path=vball",TRUE,17,11,18,10,"visiting","home",FALSE
"Timeout Union.",2,"2018-09-21","18:03:00","Bard College (Stevenson Ath. Ctr.)

",45,"https://unionathletics.com/boxscore.aspx?id=9650&path=vball",TRUE,7,7,8,7,"visiting","home",FALSE
"Timeout Bard.",2,"2018-09-21","18:03:00","Bard College (Stevenson Ath. Ctr.)

",45,"https://unionathletics.com/boxscore.aspx?id=9650&path=vball",TRUE,11,7,12,7,"visiting","home",FALSE
"Timeout Bard.",2,"2018-09-21","18:03:00","Bard College (Stevenson Ath. Ctr.)

",45,"https://unionathletics.com/boxscore.aspx?id=9650&path=vball",TRUE,16,8,16,9,"visiting","home",FALSE
"Timeout Bard.",3,"2018-09-21","18:03:00","Bard College (Stevenson Ath. Ctr.)

",45,"https://unionathletics.com/boxscore.aspx?id=9650&path=vball",TRUE,14,7,15,7,"visiting","home",FALSE
"Timeout Union.",3,"2018-09-21","18:03:00","Bard College (Stevenson Ath. Ctr.)

",45,"https://unionathletics.com/boxscore.aspx?id=9650&path=vball",TRUE,19,14,19,15,"visiting","home",FALSE
"Timeout Bard.",3,"2018-09-21","18:03:00","Bard College (Stevenson Ath. Ctr.)

",45,"https://unionathletics.com/boxscore.aspx?id=9650&path=vball",TRUE,23,18,23,19,"visiting","home",FALSE
"Timeout Union.",1,"2018-09-22","16:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",129,"https://unionathletics.com/boxscore.aspx?id=9651&path=vball",TRUE,17,12,18,12,"visiting","visiting",TRUE
"Timeout Vassar.",1,"2018-09-22","16:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",129,"https://unionathletics.com/boxscore.aspx?id=9651&path=vball",TRUE,24,21,24,22,"visiting","visiting",TRUE
"Timeout Union.",1,"2018-09-22","16:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",129,"https://unionathletics.com/boxscore.aspx?id=9651&path=vball",TRUE,NA,NA,25,26,NA,"visiting",NA
"Timeout Union.",2,"2018-09-22","16:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",129,"https://unionathletics.com/boxscore.aspx?id=9651&path=vball",TRUE,14,10,14,11,"visiting","home",FALSE
"Timeout Union.",2,"2018-09-22","16:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",129,"https://unionathletics.com/boxscore.aspx?id=9651&path=vball",TRUE,22,17,23,17,"visiting","home",FALSE
"Timeout Union.",3,"2018-09-22","16:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",129,"https://unionathletics.com/boxscore.aspx?id=9651&path=vball",TRUE,11,5,11,6,"visiting","home",FALSE
"Timeout Union.",3,"2018-09-22","16:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",129,"https://unionathletics.com/boxscore.aspx?id=9651&path=vball",TRUE,19,11,19,12,"visiting","home",FALSE
"Timeout Vassar.",4,"2018-09-22","16:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",129,"https://unionathletics.com/boxscore.aspx?id=9651&path=vball",TRUE,9,13,9,14,"home","home",TRUE
"Timeout Union.",4,"2018-09-22","16:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",129,"https://unionathletics.com/boxscore.aspx?id=9651&path=vball",TRUE,18,21,19,21,"home","home",TRUE
"Timeout Union.",4,"2018-09-22","16:00:00","Schenectady, N.Y. (Viniar Athletic Ctr.)

",129,"https://unionathletics.com/boxscore.aspx?id=9651&path=vball",TRUE,22,23,23,23,"home","home",TRUE
