Sex,Form,Group,Team,Athlete,Score
M,Nanquan type routines Other routines,C,TUR,Furkan Osman SAYINER,8.69
M,Nanquan type routines Other routines,C,ROU,Mihai Daniel DINCU,8.68
M,Nanquan type routines Other routines,C,MAC,IP Man Chit,8.65
M,Nanquan type routines Other routines,C,LAT,Nikita KOKINS,8.64
M,Nanquan type routines Other routines,C,SGP,CHUA Kai Yang Aydan,8.62
M,Nanquan type routines Other routines,C,GRE,Dimitrios KOTTAS,8.56
M,Nanquan type routines Other routines,C,GRE,Panagiotis TOUROUTSIKAS,8.53
M,Nanquan type routines Other routines,C,USA,Sebastian RAMOS CONTRERAS,8.51
M,Nanquan type routines Other routines,C,BRA,Kaue Kenji GONCALVES MIYASAKA,8.5
M,Nanquan type routines Other routines,C,GRE,Theodoros Marios PAPATHANASIOU,8.48
M,Nanquan type routines Other routines,C,HKG,LU Elliot,8.45
M,Nanquan type routines Other routines,C,USA,Adam POPP,8.44
M,Nanquan type routines Other routines,C,USA,Brandon HORN,8.39
M,Nanquan type routines Other routines,C,USA,Atom ELY,8.38
M,Nanquan type routines Other routines,C,USA,Ethan CHE,8.28
W,Fourth type bare hand routine Chaquan,B,AIN,Anna PETUKHOVA,8.63
W,Fourth type bare hand routine Chaquan,B,HKG,CHAN Lois Jo,8.61
W,Fourth type bare hand routine Chaquan,B,HKG,NAGY Seleney Simone,8.51
W,Fourth type bare hand routine Chaquan,B,AUS,Larissa Tiffany Yongyan CHOI,8.44
W,Fourth type bare hand routine Chaquan,B,GEO,Barbare GATCHAVA,8.4
W,Fourth type bare hand routine Chaquan,B,USA,Sofia ELCHIEVA,8.37
W,Fourth type bare hand routine Chaquan,B,USA,Ishita KOTRA,8.36
W,Fourth type bare hand routine Chaquan,B,USA,Charlee POT,8.26
W,Fourth type bare hand routine Chaquan,B,USA,Solange COLASSE,8.21
W,Fifth type bare hand routines Shaolinquan,B,ROU,Andrada Maria RADU MIC,8.47
W,Fifth type bare hand routines Shaolinquan,B,AIN,Katsiaryna SHANAIKOVA,8.46
W,Fifth type bare hand routines Shaolinquan,B,GRE,Vasiliki LABOUSI,8.43
W,Fifth type bare hand routines Shaolinquan,B,USA,Emma NG,8.42
W,Fifth type bare hand routines Shaolinquan,B,KAZ,Stanislava BELONOGOVA,8.41
W,Fifth type bare hand routines Shaolinquan,B,POR,Maria NOGUEIRA,8.4
W,Fifth type bare hand routines Shaolinquan,B,MAS,HUE Zi Wei,8.39
W,Fifth type bare hand routines Shaolinquan,B,EGY,Mariam SAKR,8.35
W,Fifth type bare hand routines Shaolinquan,B,USA,Claire TJHIN,8.12
W,Third type bare hand routines,B,FRA,Annie SCHUR CHEN,8.62
W,Third type bare hand routines,B,CAN,Yanjie LIU,8.58
W,Third type bare hand routines,B,LAT,Uljana Anastasija LUKJANENKO,8.46
W,Third type bare hand routines,B,USA,Madeline FARR,8.41
W,Third type bare hand routines,B,USA,Jordan NGO,8.38
W,Third type bare hand routines,B,CAN,Ruolan Alysa ZHANG,8.33
W,Nanquan type routines,B,AIN,Aleksandra ROSLIAKOVA,8.62
W,Nanquan type routines,B,USA,Amy GUO,8.58
W,Nanquan type routines,B,AIN,Sofia PODGORKINA,8.57
W,Nanquan type routines,B,BRU,Sarah Xue Mae TAN,8.54
W,Nanquan type routines,B,HKG,TANG Ching Wan,8.53
W,Nanquan type routines,B,USA,Winifred Zhen Ping LI,8.45
W,Nanquan type routines,B,MAC,LEONG I Tong,8.44
W,Nanquan type routines,B,ARG,Julieta Agustina ALABARCE MIRANDA,8.39
W,Nanquan type routines,B,BRU,Mae Qi LIM,8.38
W,Nanquan type routines,B,GRE,Despoina MICHOU,8.37
W,Nanquan type routines,B,ITA,Laila PIOVESAN,8.32
W,bare hand routines Other routines,B,USA,Alicia LI,8.51
W,bare hand routines Other routines,B,NZL,Alyson Ziming ZHU,8.5
W,bare hand routines Other routines,B,NZL,Yihang LI,8.47
W,bare hand routines Other routines,B,USA,Adriana ZHU,8.45
W,bare hand routines Other routines,B,MAS,CHOK Xin Hui,8.37
W,bare hand routines Other routines,B,AUS,Xingyu LI,8.33
W,bare hand routines Other routines,B,MAC,LEONG Wai Lam,8.28
W,bare hand routines Other routines,B,HUN,árven CSORDáS,8.27
W,bare hand routines Other routines,B,USA,Natalie SUDIBYO,8.05
W,bare hand routines Other routines,B,CAN,YI Litianzhen,7.93
W,First type bare hand routines,C,TUR,Ayse Sude AKYUZ,8.66
W,First type bare hand routines,C,EGY,Habiba SANAD,8.54
W,First type bare hand routines,C,CAN,Yanxin LIU,8.5
W,First type bare hand routines,C,USA,Alaina CHAO,8.49
W,First type bare hand routines,C,MEX,Zoe Ximena RAMIREZ CORDOVA,8.46
W,First type bare hand routines,C,MEX,Ximena CARRASCO REZA,8.43
W,First type bare hand routines,C,USA,Celene JONDROW-QIAN,8.06
W,Third type bare hand routines Yingzhaoquan (Eagle Style),C,HKG,WONG Sofia,8.54
W,Third type bare hand routines Yingzhaoquan (Eagle Style),C,AIN,Mariia KALUGINA,8.52
W,Third type bare hand routines Yingzhaoquan (Eagle Style),C,CAN,Amber Summer Jingjing NG,8.49
W,Third type bare hand routines Yingzhaoquan (Eagle Style),C,AIN,Sofia KOSHKINA,8.47
W,Third type bare hand routines Yingzhaoquan (Eagle Style),C,USA,Natalie LEW,8.31
W,Third type bare hand routines Other routines,C,USA,Elaine SUDIBYO,8.45
W,Third type bare hand routines Other routines,C,USA,Jessica JACZYNSKI,8.36
W,Third type bare hand routines Other routines,C,USA,Alayna CHIU,8.31
W,Third type bare hand routines Other routines,C,USA,Ava HARPER,8.3
W,Third type bare hand routines Other routines,C,USA,Arianni SILVA,8.2
W,Third type bare hand routines Other routines,C,GRE,Dimitra TAMPAKI,8.16
M,Taijiquan type routines Chen Style,D,GEO,Mate KORTKHONJIA,8.88
M,Taijiquan type routines Chen Style,D,HKG,LEE Tin Lok,8.87
M,Taijiquan type routines Chen Style,D,MAC,LI Shaoyue,8.82
M,Taijiquan type routines Chen Style,D,AIN,Ivan KRASNOBAEV,8.78
M,Taijiquan type routines Chen Style,D,IND,Kamal Kumar BORO,8.71
M,Taijiquan type routines Chen Style,D,HKG,SAT Pak Long,8.71
M,Taijiquan type routines Chen Style,D,AIN,Vasilii KISLITSYN,8.64
M,Taijiquan type routines Chen Style,D,AIN,Andrei SOROKIN,8.6
M,Taijiquan type routines Chen Style,D,ITA,Gianluigi BISONI,8.6
M,Taijiquan type routines Chen Style,D,USA,Kyle WONG,8.59
M,Taijiquan type routines Chen Style,D,SGP,LOW Julian,8.52
M,Taijiquan type routines Chen Style,D,MEX,Alan Agustin MARTINEZ GARCIA,8.45
M,Taijiquan type routines Chen Style,D,SVK,Martin MALy,8.44
M,Taijiquan type routines Chen Style,D,NZL,Jichuan LI,8.38
M,Taijiquan type routines 42 posture Taijiquan,D,MAC,ZHANG Pok Yui,8.84
M,Taijiquan type routines 42 posture Taijiquan,D,HKG,LEUNG Yat Sing,8.76
M,Taijiquan type routines 42 posture Taijiquan,D,JPN,MA Ning,8.71
M,Taijiquan type routines 42 posture Taijiquan,D,HKG,WU Guanxi,8.7
M,Taijiquan type routines 42 posture Taijiquan,D,IND,Kunal SHARMA,7.93
M,Taijiquan type routines Other routines,D,MAC,HAN Soi Wa,8.81
M,Taijiquan type routines Other routines,D,HKG,KWONG Long Yui,8.8
M,Taijiquan type routines Other routines,D,INA,Erick Citra LOEIS,8.78
M,Taijiquan type routines Other routines,D,SGP,SNG Wei Liang Davion,8.7
M,Taijiquan type routines Other routines,D,EGY,Basel ABDALLA,8.62
M,Taijiquan type routines Other routines,D,ESP,Mario SIMóN GARCíA,8.48
W,Taijiquan type routines Chen Style,D,AIN,Anastasiia KADENOVA,9.03
W,Taijiquan type routines Chen Style,D,MAC,KUOK Wai Meng,8.83
W,Taijiquan type routines Chen Style,D,UKR,Mariia KOLISNYK,8.82
W,Taijiquan type routines Chen Style,D,AIN,Alena KONEVA,8.74
W,Taijiquan type routines Chen Style,D,SGP,TAY Kai Xin Ranice,8.74
W,Taijiquan type routines Chen Style,D,GEO,Nino CHIKHLADZE,8.72
W,Taijiquan type routines Chen Style,D,NED,Lisa Charmaine Maria MURESU,8.71
W,Taijiquan type routines Chen Style,D,AIN,Elizaveta SMIRNOVA,8.65
W,Taijiquan type routines Chen Style,D,GBR,Myrsini Chionia CHRISTODOULELLI,8.61
W,Taijiquan type routines Chen Style,D,CAN,Susanna NG,8.59
W,Taijiquan type routines Chen Style,D,GEO,Niia CHKHAIDZE,8.5
W,Taijiquan type routines Chen Style,D,FRA,Nina NGUYEN,8.42
W,Taijiquan type routines Chen Style,D,CAN,Elaine Yen Heng KUO,8.41
W,Taijiquan type routines Chen Style,D,AUS,Bethany Kay ENDACOTT,8.4
W,Taijiquan type routines Yang Style,D,HKG,YEUNG Debbie,8.85
W,Taijiquan type routines Yang Style,D,AIN,Anastasiia DEEVA,8.77
W,Taijiquan type routines Yang Style,D,MAC,HUNG Si Fan,8.75
W,Taijiquan type routines Yang Style,D,POL,Anna Maria KUBIAK,8.66
W,Taijiquan type routines Yang Style,D,ROU,Denisa Ruxandra ANASTASIU,8.65
W,Taijiquan type routines Yang Style,D,ITA,Denise PASQUAVAGLIO,8.57
W,Taijiquan type routines Yang Style,D,FRA,Soimanga ANDRIAMANANTSOA,8.54
W,Taijiquan type routines Yang Style,D,ESP,Alba NInO GONZALEZ,8.52
W,Taijiquan type routines Yang Style,D,IND,Kriti,8.39
W,Taijiquan type routines Other routines,D,HKG,AU-YEUNG Pui Yue,8.85
W,Taijiquan type routines Other routines,D,HKG,NGAN Ka Wing,8.8
W,Taijiquan type routines Other routines,D,TUR,Ecrin COKHAMUR,8.76
W,Taijiquan type routines Other routines,D,BRU,Guat Lian ANG,8.69
W,Taijiquan type routines Other routines,D,SGP,TAN Wei Qing Regina,8.63
W,Taijiquan type routines Other routines,D,NZL,Sixia GENG,8.61
W,Taijiquan type routines Other routines,D,BRA,Katemann Akemi VALENTIM UEMOTO,8.59
W,Taijiquan type routines Other routines,D,FRA,Flora POINT,8.55
W,Fourth type bare hand routine Huaquan,D,CHN,CHEN Yu,9.15
W,Fourth type bare hand routine Huaquan,D,CHN,LV Jiawen,9.05
W,Fourth type bare hand routine Huaquan,D,HKG,WONG Man Ting,8.78
W,Fourth type bare hand routine Huaquan,D,SGP,TEO Jing Yin Venus,8.66
W,Fourth type bare hand routine Huaquan,D,IND,Bala Harshini DINESH KUMAR,8.52
W,bare hand routines Other routines,D,CHN,LIU Jinxia,9.13
W,bare hand routines Other routines,D,AIN,Anna LEONOVA,9.08
W,bare hand routines Other routines,D,CHN,WANG Ben,9.07
W,bare hand routines Other routines,D,GER,Anna Paulina JANSEN,8.77
W,bare hand routines Other routines,D,MAS,CHOONG Hui Ying,8.76
W,bare hand routines Other routines,D,GRE,Elena XIROGIANNI,8.75
W,bare hand routines Other routines,D,BRA,Pamela RAMAZZOTTI GOMES,8.66
W,bare hand routines Other routines,D,RSA,Nerine DU PLESSIS,8.63
W,bare hand routines Other routines,D,BEL,DOEHAERD Yuna,8.62
W,bare hand routines Other routines,D,GRE,Polyxeni GEORGOPAPADAKOU,8.61
W,bare hand routines Other routines,D,KGZ,Aisalkyn TASHMATOVA,8.59
W,bare hand routines Other routines,D,NED,Nicole Amely Mikhailovna USACHEV,8.53
W,bare hand routines Other routines,D,ROU,Cezara GORAN,8.52
W,bare hand routines Other routines,D,NED,Kira Alana Phaedra ORMSKERK,8.51
W,bare hand routines Other routines,D,USA,Alexa CUEVAS,8.45
W,bare hand routines Other routines,D,CAN,Stephanie BRAITHWAITE,8.42
W,Nanquan type routines Hongjiaquan (Hung Gar),D,AIN,Evgenia PAVLOVA,8.9
W,Nanquan type routines Hongjiaquan (Hung Gar),D,AIN,Ekaterina DONETS,8.83
W,Nanquan type routines Hongjiaquan (Hung Gar),D,SGP,LOW Elicia Qiu Min,8.76
W,Nanquan type routines Hongjiaquan (Hung Gar),D,IND,Purnima LINDA,8.64
W,Nanquan type routines Hongjiaquan (Hung Gar),D,ITA,Marta BORROMEO,8.63
W,Nanquan type routines Hongjiaquan (Hung Gar),D,POL,Emilia Marta RYCHLEWSKA,8.59
W,Nanquan type routines Hongjiaquan (Hung Gar),D,ITA,Nadia LO SAPIO,8.5
W,Nanquan type routines Hongjiaquan (Hung Gar),D,AUS,Mai Lee THAO,8.4
W,Nanquan type routines Other routines,D,CHN,HUANG Songyuan,9.17
W,Nanquan type routines Other routines,D,HKG,HE Jianxin,9.03
W,Nanquan type routines Other routines,D,HKG,LAU Po Yan,8.93
W,Nanquan type routines Other routines,D,IND,Rezina TAMANG,8.83
W,Nanquan type routines Other routines,D,MAC,PO Hio Lam,8.82
W,Nanquan type routines Other routines,D,UKR,Lidiia SOBOL,8.76
W,Nanquan type routines Other routines,D,ROU,Mara Georgia Alina OBEANU,8.73
W,Nanquan type routines Other routines,D,ITA,Elisabetta SIRTO,8.7
W,Nanquan type routines Other routines,D,UKR,Svitlana ZAVIALOVA,8.65
W,Nanquan type routines Other routines,D,USA,Luna FRANCO,8.64
W,Nanquan type routines Other routines,D,BRA,Ana Paula MANENTE COTTET,8.63
W,Nanquan type routines Other routines,D,GRE,Chloi VARELIDI,8.62
W,Nanquan type routines Other routines,D,POL,Wiktoria Klaudia DeBOSZ,8.6
W,Nanquan type routines Other routines,D,POL,Magda Krystyna SKIBA,8.57
W,Nanquan type routines Other routines,D,HKG,CHEUNG Ophil,8.56
W,Nanquan type routines Other routines,D,IND,Rushi KUMARI,8.5
W,Nanquan type routines Other routines,D,TJK,Mutabarkhon KARIMOVA,8.43
W,Nanquan type routines Other routines,D,ARG,Erika Judith RANDAZZO,8.39
W,Nanquan type routines Other routines,D,AUS,Nola PHUONG,8.31
W,Nanquan type routines Other routines,D,MAS,LING Hellen Mee Ee,8.05
W,24 type Taijiquan,F,NZL,Teck Lan TAN,8.68
W,24 type Taijiquan,F,JPN,KANEKO Katsuko,8.58
W,24 type Taijiquan,F,NZL,Qinghui ZHANG,8.55
W,24 type Taijiquan,F,JPN,AZUMA Masako,8.51
W,24 type Taijiquan,F,JPN,HIRATA Shizuko,8.38
W,24 type Taijiquan,F,JPN,YAMAGUCHI Takako,8.37
W,24 type Taijiquan,F,JPN,JUNNISHI Junko,8.33
W,24 type Taijiquan,F,JPN,SHIGEMITSU Yukiko,8.26
W,Taijiquan type routines 42 posture Taijiquan,F,MAC,CHEONG Lao Leng,8.64
W,Taijiquan type routines 42 posture Taijiquan,F,GBR,WATANABE Yoko,8.61
W,Taijiquan type routines 42 posture Taijiquan,F,KGZ,Tatiana PAK,8.56
W,Taijiquan type routines 42 posture Taijiquan,F,JPN,FAN Hong,8.52
W,Taijiquan type routines 42 posture Taijiquan,F,CAN,Maggie Mei Kwai CHEUNG,8.5
W,Taijiquan type routines 42 posture Taijiquan,F,AUS,Mimi Therese Phun,8.37
W,Taijiquan type routines Yang Style,F,HKG,CHONG Poh Lin,8.73
W,Taijiquan type routines Yang Style,F,CAN,Eva Qiuzi FANG,8.65
W,Taijiquan type routines Yang Style,F,MAC,HO Lai Sim,8.55
W,Taijiquan type routines Yang Style,F,HKG,LEUNG Yuen Nga Barbara,8.53
W,Taijiquan type routines Yang Style,F,HKG,MA Man Wai Lucia,8.52
W,Taijiquan type routines Yang Style,F,AUS,Yunian WU,8.49
W,Taijiquan type routines Yang Style,F,HKG,LIU Oi Lin Irene,8.48
W,Taijiquan type routines Yang Style,F,AUS,Thuc Khanh LU,8.43
W,Taijiquan type routines Yang Style,F,MEX,Silvia ARELLANO RODRIGUEZ,8.42
W,Taijiquan type routines Yang Style,F,HKG,LEUNG Fung Ha,8.41
W,Taijiquan type routines Yang Style,F,HKG,LAU Yun Lam Alice,8.4
W,Taijiquan type routines Yang Style,F,MEX,Rosa Manuela ARRIAGA ORIHUELA,8.39
W,Taijiquan type routines Yang Style,F,HKG,CHAN Sau Lan Cecilia,8.38
W,Taijiquan type routines Yang Style,F,NZL,Yuet Ying LAU,8.36
W,Taijiquan type routines Yang Style,F,HKG,WONG Yim Chong Esther,8.35
W,Taijiquan type routines Yang Style,F,USA,Sally MAHONEY,8.34
W,Taijiquan type routines Yang Style,F,AUS,Shuet Yee SIN,8.28
W,Taijiquan type routines Yang Style,F,HKG,HUEN Siu Kuen,8.25
W,Taijiquan type routines Yang Style,F,AUS,Leonny Johanna PRIEST,8.24
W,Taijiquan type routines Yang Style,F,ARG,Cristina ROSALES,7.89
W,Taijiquan type routines Other Taijiquan,F,NED,Sabine Ariel Siao San SMEETS-GO,8.62
W,Taijiquan type routines Other Taijiquan,F,ITA,Jianzhen GE,8.58
W,Taijiquan type routines Other Taijiquan,F,JPN,UKAI Yoko,8.5
W,Taijiquan type routines Other Taijiquan,F,CAN,Wendy Suen Chung FUNG,8.46
W,Taijiquan type routines Other Taijiquan,F,JPN,YANASE Kimiko,8.44
W,Taijiquan type routines Other Taijiquan,F,JPN,WATANABE Takako,8.35
W,Taijiquan type routines Other Taijiquan,F,JPN,SHIMIZU Michiko,8.33
W,Taijiquan type routines Other Taijiquan,F,USA,Kristen FANG,8.31
W,Taijiquan type routines Other Taijiquan,F,CAN,Brenda Bing Wan LEE,8.25
M,Single weapon routines Dao (Broadsword),E,POL,Sebastian Krzysztof OLESZCZUK,8.66
M,Single weapon routines Dao (Broadsword),E,HUN,Géza Zoltán SIMON,8.61
M,Single weapon routines Dao (Broadsword),E,POR,Daniel DAVID,8.59
M,Single weapon routines Dao (Broadsword),E,USA,Jason BUCKWALTER,8.54
M,Single weapon routines Dao (Broadsword),E,POR,António INáCIO,8.52
M,Single weapon routines Dao (Broadsword),E,AUS,Michael Zhen YU,8.5
M,Single weapon routines Dao (Broadsword),E,ARG,Carlos Alberto PUEBLA,8.41
M,Single weapon routines Dao (Broadsword),E,ARG,Jacobo Enrique AVILES PALACIOS,8.4
M,Single weapon routines Dao (Broadsword),E,BUL,Dimitar MIHAYLOV,8.32
M,Single weapon routines Dao (Broadsword),E,USA,Christopher HOFFMAN,7.95
M,Single weapon routines Jian (Straight Sword),E,FRA,Yun - Yaw CHU,8.91
M,Single weapon routines Jian (Straight Sword),E,SVK,Michal SLAMKA,8.85
M,Single weapon routines Jian (Straight Sword),E,JPN,IWAMOTO Junya,8.75
M,Single weapon routines Jian (Straight Sword),E,GBR,Jonathan Wai Kit LAM,8.73
M,Single weapon routines Jian (Straight Sword),E,USA,Mario SALAZAR,8.72
M,Single weapon routines Jian (Straight Sword),E,USA,Gerard SILVA,8.68
M,Single weapon routines Jian (Straight Sword),E,HUN,Ferenc DARAB,8.52
M,Single weapon routines Jian (Straight Sword),E,AUS,Brian HONG,8.37
M,Single weapon routines Jian (Straight Sword),E,FRA,Marc - Aurèle DARCHE,8.36
M,Single weapon routines Gun (Cudgel/Staff),E,FRA,Kévin HENG,8.78
M,Single weapon routines Gun (Cudgel/Staff),E,BRA,Italo Jorge OLIVEIRA SANTOS,8.58
M,Single weapon routines Gun (Cudgel/Staff),E,USA,Mario ALVAREZ BERNAL,8.53
M,Single weapon routines Gun (Cudgel/Staff),E,AUS,John Arthur CALLAGHAN,8.51
M,Single weapon routines Gun (Cudgel/Staff),E,POL,Grzegorz RYCHLEWSKI,8.45
M,Single weapon routines Gun (Cudgel/Staff),E,USA,Wayne BREWER,8.1
M,Single weapon routines Qiang (Spear),E,MAS,TAN Ching Fung,8.8
M,Single weapon routines Qiang (Spear),E,SGP,ANG Royce Boon Seng,8.78
M,Single weapon routines Qiang (Spear),E,BRA,Marco APARECIDO MARTIM JUNIOR,8.7
M,Single weapon routines Qiang (Spear),E,FRA,Benoist DELEXTRAT,8.63
M,Single weapon routines Qiang (Spear),E,POL,Konrad MAsNICKI,8.56
M,Single weapon routines Qiang (Spear),E,POL,Marek Antoni USZKUR,8.5
M,Single weapon routines Qiang (Spear),E,BEL,Moubarak DAOUDI,8.46
M,Single weapon routines Guandao /Pudao,E,POR,Sérgio ALMEIDA,8.69
M,Single weapon routines Guandao /Pudao,E,USA,Sebastian RAMOS CONTRERAS,8.66
M,Single weapon routines Guandao /Pudao,E,MEX,Daniel Benjamin CORONA AGUILAR,8.5
M,Single weapon routines Guandao /Pudao,E,ARG,Sergio Fabian ESPECHE,8.44
M,Single weapon routines Guandao /Pudao,E,MAS,SIM Sze Kiat,8.4
M,Single weapon routines Guandao /Pudao,E,USA,Matthew WHITAKER HOPWOOD,8.3
M,Flexible/Soft weapon routines Other routines,E,ESP,Jose Luis MORALES GARCIA,8.82
M,Flexible/Soft weapon routines Other routines,E,POR,Alexander PONZO,8.6
M,Flexible/Soft weapon routines Other routines,E,FRA,Alexandre PATUREL,8.5
M,Flexible/Soft weapon routines Other routines,E,BEL,Johan CONTI,8.49
W,Single weapon routines Jian (Straight Sword),E,FRA,Thanh INGLE LAI THI,8.59
W,Single weapon routines Jian (Straight Sword),E,AUS,Angela Jia Li MAK,8.56
W,Single weapon routines Jian (Straight Sword),E,KGZ,Natalia NESHCHERET,8.5
W,Single weapon routines Jian (Straight Sword),E,USA,Lin GAO,8.41
W,Single weapon routines Jian (Straight Sword),E,HUN,Linda GYURCSó-DEáK,8.4
W,Single weapon routines Jian (Straight Sword),E,BRA,Renata Cristina LIU,8.34
W,Single weapon routines Jian (Straight Sword),E,GRE,Maria KONSTANTINOU,8.3
W,Single weapon routines Jian (Straight Sword),E,AUS,Yu Zhang DONG FANG,8.2
W,Single weapon routines Other routines,E,CHN,HUANG Yi,9.09
W,Single weapon routines Other routines,E,HUN,Szilvia GARAMI,8.59
W,Single weapon routines Other routines,E,NED,Marielle Brigitte SANCHEZ VAN GINKEL,8.55
W,Single weapon routines Other routines,E,GRE,Anna KOKKINAKI,8.52
W,Single weapon routines Other routines,E,GBR,Michele Maki NAKASONE,8.49
W,Single weapon routines Other routines,E,GRE,Eleftheria PANAGOPOULOU,8.48
W,Single weapon routines Other routines,E,USA,Jessica AMISIAL,8.39
W,Single weapon routines Other routines,E,AUS,Rosemary HERMANS,8.38
W,Single weapon routines Other routines,E,JPN,UEDA Mikiko,8.34
W,Single weapon routines Other routines,E,ARG,Ana Maria BARROS,8.3
W,Double weapon routines,E,POL,Beata ENGEL,8.56
W,Double weapon routines,E,KAZ,Gaini KYPSHAKBAY,8.51
W,Double weapon routines,E,POR,Irene CANDEIAS,8.49
W,Double weapon routines,E,CAN,Teo Jingting Ruth Tiffiny YANG,8.37
W,Double weapon routines,E,MEX,Margot MARTINEZ SOLIS,8.32
W,Single weapon routines Dao (Broadsword),D,AIN,Anna LEONOVA,9
W,Single weapon routines Dao (Broadsword),D,ITA,Maria FAJRI,8.82
W,Single weapon routines Dao (Broadsword),D,GER,Anna Paulina JANSEN,8.81
W,Single weapon routines Dao (Broadsword),D,ITA,Lara MARRA,8.73
W,Single weapon routines Dao (Broadsword),D,ITA,Giulia BASSI,8.72
W,Single weapon routines Dao (Broadsword),D,GRE,Chloi VARELIDI,8.68
W,Single weapon routines Dao (Broadsword),D,GRE,Polyxeni GEORGOPAPADAKOU,8.67
W,Single weapon routines Dao (Broadsword),D,KGZ,Eles KOKUMBEK KYZY,8.65
W,Single weapon routines Dao (Broadsword),D,SGP,TEO Jing Yin Venus,8.63
W,Single weapon routines Dao (Broadsword),D,GRE,Elena XIROGIANNI,8.61
W,Single weapon routines Dao (Broadsword),D,GBR,Amanda Geraldine D'ARCY,8.5
W,Single weapon routines Dao (Broadsword),D,MEX,Liliana TREJO ROMAN,8.46
W,Single weapon routines Dao (Broadsword),D,TJK,Mutabarkhon KARIMOVA,8.43
W,Single weapon routines Dao (Broadsword),D,TJK,Eleonora FAIZOVA,8.39
W,Single weapon routines Pudao/Guandao (Kwan Dao),D,SGP,TAN Wei Qing Regina,8.81
W,Single weapon routines Pudao/Guandao (Kwan Dao),D,RSA,Nerine DU PLESSIS,8.67
W,Single weapon routines Pudao/Guandao (Kwan Dao),D,POL,Wiktoria Klaudia DeBOSZ,8.62
W,Single weapon routines Pudao/Guandao (Kwan Dao),D,GRE,Elena KOKOLESI,8.6
W,Single weapon routines Pudao/Guandao (Kwan Dao),D,ITA,Elisa BRAMBILLA,8.59
W,Single weapon routines Pudao/Guandao (Kwan Dao),D,BRA,Regina Helena ALENCAR RIBEIRO,8.56
W,Single weapon routines Pudao/Guandao (Kwan Dao),D,AUT,Fu Yao Zi WANG,8.5
W,Single weapon routines Pudao/Guandao (Kwan Dao),D,POR,Beatriz OLIVEIRA,8.47
W,Fourth type bare hand routine Chaquan,C,HKG,HUANG Susie,8.66
W,Fourth type bare hand routine Chaquan,C,GEO,Mariam ARZIANI,8.64
W,Fourth type bare hand routine Chaquan,C,TUR,Ayse Sina COSKUN,8.6
W,Fourth type bare hand routine Chaquan,C,GEO,Sopiko APKHAZAVA,8.54
W,Fourth type bare hand routine Chaquan,C,HKG,LEE Hiu Ching,8.52
W,Fourth type bare hand routine Chaquan,C,GEO,Gvantsa KARCHAVA,8.51
W,Fourth type bare hand routine Chaquan,C,LAT,Anastasija VLASENKO,8.5
W,Fourth type bare hand routine Chaquan,C,ROU,Gabriela VLADAREANU,8.37
W,Fourth type bare hand routine Chaquan,C,NZL,Leyu CAO,8.31
W,Fourth type bare hand routine Chaquan,C,USA,Sofia CHERKASOVA,8.22
W,Fourth type bare hand routine Chaquan,C,USA,Amanda LEE,8.2
W,Fourth type bare hand routine Chaquan,C,USA,Emily CHAN,8.18
W,Fourth type bare hand routine Chaquan,C,ROU,Maria Alexandra TRUTA,8.17
W,Fifth type bare hand routines Shaolinquan,C,TUR,Sude Merve ALTUN,8.61
W,Fifth type bare hand routines Shaolinquan,C,GRE,Melina SPYRIDOU,8.56
W,Fifth type bare hand routines Shaolinquan,C,AIN,Zlata SHMAKOVA,8.54
W,Fifth type bare hand routines Shaolinquan,C,ITA,Sarah RAGNO,8.53
W,Fifth type bare hand routines Shaolinquan,C,TUN,Sghaier ELA,8.45
W,Fifth type bare hand routines Shaolinquan,C,CZE,Helena RIHACKOVA,8.44
W,Fifth type bare hand routines Shaolinquan,C,GBR,Chiara EZAD PANAH,8.39
W,Fifth type bare hand routines Shaolinquan,C,ITA,Elena SHIIHASHI,8.36
W,Fifth type bare hand routines Shaolinquan,C,GRE,Eleni Anna GEORGA,8.34
W,Fifth type bare hand routines Shaolinquan,C,GRE,Danai Paraskevi SAMARTZI,8.31
W,Fifth type bare hand routines Shaolinquan,C,CZE,Anezka JAGOSOVA,8.24
W,Fifth type bare hand routines Shaolinquan,C,ITA,Myriam ZOLLO,8.05
W,Nanquan type routines,C,HKG,CHAN Hoi Ching,8.6
W,Nanquan type routines,C,AIN,Darina MAZURAK,8.56
W,Nanquan type routines,C,AIN,Aleksandra IVAKINA,8.52
W,Nanquan type routines,C,MAS,WONG Chloe Ryan,8.51
W,Nanquan type routines,C,HKG,FUNG Faye,8.37
W,Nanquan type routines,C,POL,Natalia Maria ZARóD,8.33
W,Nanquan type routines,C,IND,Luhenbi MAIBAM,8.33
W,bare hand routines Other routines,C,TUR,Afra KILINC,8.65
W,bare hand routines Other routines,C,HKG,LO Tsz Ki Debby,8.55
W,bare hand routines Other routines,C,LAT,Zlata TVOROGOVA,8.52
W,bare hand routines Other routines,C,INA,Latifa Farannisa AGIL,8.46
W,bare hand routines Other routines,C,SVK,Diana CELEdOVá,8.4
W,bare hand routines Other routines,C,GRE,Maria DOUDONI,8.34
W,bare hand routines Other routines,C,GRE,Myrto TSIALTA,8.31
W,bare hand routines Other routines,C,MAS,LEE Xuen Ern,8.3
W,bare hand routines Other routines,C,GRE,Spyridoula DOUDOUNI,8.29
W,bare hand routines Other routines,C,KGZ,Saadat KASYMALIEVA,8.26
W,bare hand routines Other routines,C,HUN,Zoé Panna NéMETH,8.25
