bib,year,classID,place,time,overall,pro,n_paddlers
A1,2014,oc2stockalum,9,44831,1571,0,2
A10,2014,oc2stockalum,7,39007,1341,0,2
A11,2014,oc2stockalum,8,42358,1508,0,2
A2,2014,oc2stockalum,2,34939,998,0,2
A3,2014,oc2stockalum,11,49374,1631,0,2
A4,2014,oc2stockalum,5,38017,1266,0,2
A5,2014,oc2stockalum,10,47110,1606,0,2
A6,2014,oc2stockalum,3,37169,1201,0,2
A7,2014,oc2stockalum,1,32574,688,0,2
A8,2014,oc2stockalum,6,38383,1298,0,2
A9,2014,oc2stockalum,4,37450,1227,0,2
B1,2014,oc4stock,1,26543,20,0,4
B2,2014,oc4stock,7,31648,545,0,4
B3,2014,oc4stock,5,28401,118,0,4
B4,2014,oc4stock,4,28013,90,0,4
B6,2014,oc4stock,2,27409,51,0,4
B7,2014,oc4stock,6,31382,498,0,4
B8,2014,oc4stock,3,27957,87,0,4
B9,2014,oc4stock,8,31797,562,0,4
C1,2014,oc2rec,6,41172,1457,0,2
C2,2014,oc2rec,3,34822,985,0,2
C3,2014,oc2rec,7,43576,1549,0,2
C4,2014,oc2rec,1,32398,649,0,2
C5,2014,oc2rec,4,38522,1313,0,2
C6,2014,oc2rec,2,34104,895,0,2
C7,2014,oc2rec,5,39331,1366,0,2
D1,2014,oc2recmix,3,38189,1280,0,2
D2,2014,oc2recmix,4,46967,1604,0,2
D3,2014,oc2recmix,2,37693,1244,0,2
D4,2014,oc2recmix,1,34406,937,0,2
E1,2014,oc2stock,6,31420,507,0,2
E10,2014,oc2stock,5,31224,482,0,2
E11,2014,oc2stock,2,30322,327,0,2
E12,2014,oc2stock,8,31824,565,0,2
E13,2014,oc2stock,7,31808,564,0,2
E14,2014,oc2stock,1,29825,259,0,2
E2,2014,oc2stock,10,33939,875,0,2
E3,2014,oc2stock,13,40529,1431,0,2
E4,2014,oc2stock,3,30587,374,0,2
E5,2014,oc2stock,9,32485,673,0,2
E6,2014,oc2stock,11,34363,929,0,2
E7,2014,oc2stock,4,30639,383,0,2
E9,2014,oc2stock,12,34391,935,0,2
F1,2014,oc2stockmix,2,34427,939,0,2
F2,2014,oc2stockmix,1,33004,753,0,2
F3,2014,oc2stockmix,3,36275,1137,0,2
J1,2014,oc1,7,38098,1271,0,1
J2,2014,oc1,1,30366,336,0,1
J3,2014,oc1,6,36957,1193,0,1
J4,2014,oc1,4,33925,873,0,1
J5,2014,oc1,5,34360,927,0,1
J6,2014,oc1,3,32275,629,0,1
J7,2014,oc1,8,39327,1365,0,1
J9,2014,oc1,2,31064,452,0,1
L10,2014,oc1master,9,32960,747,0,1
L11,2014,oc1master,2,30809,408,0,1
L12,2014,oc1master,13,36145,1123,0,1
L13,2014,oc1master,14,37451,1228,0,1
L14,2014,oc1master,6,32216,617,0,1
L15,2014,oc1master,5,32147,608,0,1
L16,2014,oc1master,7,32331,637,0,1
L17,2014,oc1master,11,33074,765,0,1
L18,2014,oc1master,4,31790,559,0,1
L2,2014,oc1master,8,32621,692,0,1
L3,2014,oc1master,3,31491,520,0,1
L4,2014,oc1master,12,33568,820,0,1
L6,2014,oc1master,10,33066,762,0,1
L7,2014,oc1master,1,30510,362,0,1
L8,2014,oc1master,15,43246,1539,0,1
P1,2014,oc2pro,30,29118,182,1,2
P10,2014,oc2pro,11,26825,27,1,2
P11,2014,oc2pro,22,27787,71,1,2
P12,2014,oc2pro,26,28176,100,1,2
P13,2014,oc2pro,18,27473,55,1,2
P14,2014,oc2pro,2,25900,2,1,2
P15,2014,oc2pro,7,26480,17,1,2
P16,2014,oc2pro,19,27502,56,1,2
P17,2014,oc2pro,14,27235,39,1,2
P18,2014,oc2pro,25,27887,82,1,2
P19,2014,oc2pro,21,27577,60,1,2
P2,2014,oc2pro,29,28481,123,1,2
P20,2014,oc2pro,16,27385,48,1,2
P21,2014,oc2pro,1,25899,1,1,2
P22,2014,oc2pro,6,26426,14,1,2
P23,2014,oc2pro,12,26842,28,1,2
P25,2014,oc2pro,4,26337,10,1,2
P26,2014,oc2pro,15,27336,45,1,2
P27,2014,oc2pro,3,26052,3,1,2
P28,2014,oc2pro,13,26937,31,1,2
P29,2014,oc2pro,9,26589,22,1,2
P30,2014,oc2pro,28,28210,104,1,2
P32,2014,oc2pro,17,27387,49,1,2
P33,2014,oc2pro,23,27799,73,1,2
P34,2014,oc2pro,32,29541,228,1,2
P35,2014,oc2pro,8,26536,19,1,2
P4,2014,oc2pro,24,27803,74,1,2
P5,2014,oc2pro,10,26785,26,1,2
P6,2014,oc2pro,31,29226,197,1,2
P7,2014,oc2pro,5,26404,12,1,2
P8,2014,oc2pro,27,28202,102,1,2
P9,2014,oc2pro,20,27512,57,1,2
R1,2014,oc1stock,6,38521,1312,0,1
R2,2014,oc1stock,4,34976,1003,0,1
R3,2014,oc1stock,7,41827,1487,0,1
R4,2014,oc1stock,3,34144,899,0,1
R5,2014,oc1stock,5,38013,1264,0,1
R6,2014,oc1stock,8,42422,1511,0,1
R7,2014,oc1stock,2,33375,792,0,1
R8,2014,oc1stock,1,31904,572,0,1
S1,2014,oc1pro,4,28919,165,1,1
S2,2014,oc1pro,5,29370,212,1,1
S3,2014,oc1pro,2,27806,75,1,1
S6,2014,oc1pro,6,30223,309,1,1
S7,2014,oc1pro,3,28532,127,1,1
S8,2014,oc1pro,1,27533,58,1,1
T1,2014,oc2cruiser,10,38105,1272,0,2
T10,2014,oc2cruiser,4,29256,199,0,2
T2,2014,oc2cruiser,3,28576,130,0,2
T3,2014,oc2cruiser,6,30176,298,0,2
T4,2014,oc2cruiser,7,30206,303,0,2
T5,2014,oc2cruiser,5,29880,262,0,2
T6,2014,oc2cruiser,9,34640,962,0,2
T7,2014,oc2cruiser,1,27899,85,0,2
T8,2014,oc2cruiser,8,30617,381,0,2
T9,2014,oc2cruiser,2,28156,98,0,2
U1,2014,oc2cruiserjrsr,1,37630,1242,0,2
V1,2014,oc2cruisermaster,7,32384,647,0,2
V10,2014,oc2cruisermaster,9,38015,1265,0,2
V2,2014,oc2cruisermaster,2,28241,106,0,2
V3,2014,oc2cruisermaster,1,28190,101,0,2
V4,2014,oc2cruisermaster,10,38481,1308,0,2
V5,2014,oc2cruisermaster,3,28522,124,0,2
V6,2014,oc2cruisermaster,6,31149,464,0,2
V7,2014,oc2cruisermaster,5,30093,286,0,2
V8,2014,oc2cruisermaster,8,34028,884,0,2
V9,2014,oc2cruisermaster,4,29508,221,0,2
X1,2014,oc2cruisermix,18,39133,1350,0,2
X10,2014,oc2cruisermix,15,31748,555,0,2
X11,2014,oc2cruisermix,11,30592,376,0,2
X12,2014,oc2cruisermix,2,29093,178,0,2
X13,2014,oc2cruisermix,8,29979,277,0,2
X14,2014,oc2cruisermix,17,36586,1163,0,2
X15,2014,oc2cruisermix,7,29832,260,0,2
X16,2014,oc2cruisermix,3,29361,210,0,2
X17,2014,oc2cruisermix,16,33151,772,0,2
X18,2014,oc2cruisermix,10,30219,306,0,2
X2,2014,oc2cruisermix,6,29739,251,0,2
X3,2014,oc2cruisermix,5,29648,237,0,2
X4,2014,oc2cruisermix,13,31012,442,0,2
X5,2014,oc2cruisermix,12,30596,377,0,2
X6,2014,oc2cruisermix,14,31534,526,0,2
X7,2014,oc2cruisermix,4,29418,215,0,2
X8,2014,oc2cruisermix,1,28873,161,0,2
X9,2014,oc2cruisermix,9,30132,292,0,2
Y1,2014,oc2cruiserwomen,1,29658,239,0,2
Y2,2014,oc2cruiserwomen,3,30660,385,0,2
Y3,2014,oc2cruiserwomen,2,30388,343,0,2
Y5,2014,oc2cruiserwomen,4,35235,1035,0,2
A2,2015,oc2stockalum,4,40464,1428,0,2
A3,2015,oc2stockalum,2,37677,1243,0,2
A4,2015,oc2stockalum,8,45782,1595,0,2
A5,2015,oc2stockalum,1,35951,1099,0,2
A6,2015,oc2stockalum,5,41897,1489,0,2
A7,2015,oc2stockalum,7,42567,1517,0,2
A8,2015,oc2stockalum,6,42165,1498,0,2
A9,2015,oc2stockalum,3,39198,1355,0,2
B1,2015,oc4stock,4,31552,531,0,4
B10,2015,oc4stock,9,39203,1356,0,4
B2,2015,oc4stock,10,39265,1360,0,4
B3,2015,oc4stock,3,30353,332,0,4
B4,2015,oc4stock,5,32470,669,0,4
B5,2015,oc4stock,1,29929,268,0,4
B6,2015,oc4stock,6,33834,860,0,4
B7,2015,oc4stock,2,30163,297,0,4
B8,2015,oc4stock,8,38631,1323,0,4
B9,2015,oc4stock,7,37199,1204,0,4
C1,2015,oc2rec,4,47030,1605,0,2
C2,2015,oc2rec,3,41407,1468,0,2
C3,2015,oc2rec,5,48246,1617,0,2
C4,2015,oc2rec,2,36960,1194,0,2
C5,2015,oc2rec,1,36318,1142,0,2
E1,2015,oc2stock,16,42639,1523,0,2
E11,2015,oc2stock,14,40494,1430,0,2
E12,2015,oc2stock,15,42089,1495,0,2
E13,2015,oc2stock,12,39047,1347,0,2
E15,2015,oc2stock,3,35113,1020,0,2
E16,2015,oc2stock,8,37982,1261,0,2
E17,2015,oc2stock,18,44507,1568,0,2
E18,2015,oc2stock,17,43144,1535,0,2
E19,2015,oc2stock,1,34091,893,0,2
E2,2015,oc2stock,7,37288,1214,0,2
E20,2015,oc2stock,5,36263,1134,0,2
E3,2015,oc2stock,4,35516,1056,0,2
E4,2015,oc2stock,6,36383,1152,0,2
E5,2015,oc2stock,2,34369,930,0,2
E6,2015,oc2stock,10,38605,1320,0,2
E7,2015,oc2stock,11,39027,1345,0,2
E8,2015,oc2stock,9,38255,1285,0,2
E9,2015,oc2stock,13,39645,1383,0,2
F1,2015,oc2stockmix,1,37059,1197,0,2
F2,2015,oc2stockmix,2,40643,1434,0,2
F3,2015,oc2stockmix,3,44491,1567,0,2
J1,2015,oc1,1,33347,786,0,1
J2,2015,oc1,2,35242,1036,0,1
J3,2015,oc1,4,38272,1290,0,1
J4,2015,oc1,3,37253,1211,0,1
L1,2015,oc1master,10,40824,1442,0,1
L10,2015,oc1master,7,35943,1098,0,1
L2,2015,oc1master,2,34741,976,0,1
L3,2015,oc1master,4,35463,1050,0,1
L4,2015,oc1master,9,38165,1277,0,1
L5,2015,oc1master,6,35890,1093,0,1
L6,2015,oc1master,1,34057,889,0,1
L7,2015,oc1master,5,35643,1068,0,1
L8,2015,oc1master,3,35225,1031,0,1
L9,2015,oc1master,8,36186,1130,0,1
P1,2015,oc2pro,15,30266,319,1,2
P10,2015,oc2pro,23,31029,444,1,2
P11,2015,oc2pro,9,29731,250,1,2
P12,2015,oc2pro,29,32276,630,1,2
P13,2015,oc2pro,14,30235,314,1,2
P14,2015,oc2pro,21,30796,405,1,2
P15,2015,oc2pro,8,29635,233,1,2
P16,2015,oc2pro,11,29801,256,1,2
P17,2015,oc2pro,33,33307,781,1,2
P18,2015,oc2pro,12,29961,271,1,2
P19,2015,oc2pro,10,29772,252,1,2
P2,2015,oc2pro,7,29587,231,1,2
P20,2015,oc2pro,25,31440,510,1,2
P21,2015,oc2pro,27,31646,544,1,2
P22,2015,oc2pro,28,32228,619,1,2
P23,2015,oc2pro,5,29512,223,1,2
P24,2015,oc2pro,13,29997,279,1,2
P25,2015,oc2pro,16,30344,331,1,2
P26,2015,oc2pro,2,28396,116,1,2
P27,2015,oc2pro,1,27773,70,1,2
P28,2015,oc2pro,3,28713,142,1,2
P29,2015,oc2pro,6,29526,226,1,2
P3,2015,oc2pro,20,30717,391,1,2
P31,2015,oc2pro,26,31588,534,1,2
P32,2015,oc2pro,30,32326,636,1,2
P33,2015,oc2pro,19,30691,387,1,2
P34,2015,oc2pro,34,35168,1028,1,2
P35,2015,oc2pro,32,32633,696,1,2
P4,2015,oc2pro,24,31182,472,1,2
P5,2015,oc2pro,31,32617,691,1,2
P6,2015,oc2pro,18,30644,384,1,2
P7,2015,oc2pro,4,29130,185,1,2
P8,2015,oc2pro,22,30843,417,1,2
P9,2015,oc2pro,17,30385,341,1,2
R2,2015,oc1stock,3,43203,1537,0,1
R3,2015,oc1stock,2,41069,1451,0,1
R4,2015,oc1stock,1,39254,1357,0,1
S10,2015,oc1pro,6,33134,769,1,1
S11,2015,oc1pro,1,31345,496,1,1
S2,2015,oc1pro,8,34436,941,1,1
S3,2015,oc1pro,5,32919,737,1,1
S5,2015,oc1pro,3,31992,581,1,1
S6,2015,oc1pro,4,32711,709,1,1
S7,2015,oc1pro,9,36298,1138,1,1
S8,2015,oc1pro,7,33664,835,1,1
S9,2015,oc1pro,2,31772,558,1,1
T10,2015,oc2cruiser,1,31454,514,0,2
T11,2015,oc2cruiser,10,35457,1049,0,2
T12,2015,oc2cruiser,12,39356,1368,0,2
T13,2015,oc2cruiser,7,33193,774,0,2
T14,2015,oc2cruiser,6,32986,752,0,2
T15,2015,oc2cruiser,11,36952,1192,0,2
T16,2015,oc2cruiser,3,32031,585,0,2
T17,2015,oc2cruiser,13,49071,1630,0,2
T2,2015,oc2cruiser,5,32943,745,0,2
T3,2015,oc2cruiser,2,31875,568,0,2
T7,2015,oc2cruiser,9,34355,926,0,2
T8,2015,oc2cruiser,4,32254,624,0,2
T9,2015,oc2cruiser,8,33512,812,0,2
U1,2015,oc2cruiserjrsr,1,35227,1032,0,2
V1,2015,oc2cruisermaster,6,34288,917,0,2
V10,2015,oc2cruisermaster,1,31876,569,0,2
V2,2015,oc2cruisermaster,2,33117,768,0,2
V3,2015,oc2cruisermaster,3,34191,904,0,2
V4,2015,oc2cruisermaster,7,36600,1165,0,2
V5,2015,oc2cruisermaster,5,34246,912,0,2
V6,2015,oc2cruisermaster,8,38195,1281,0,2
V7,2015,oc2cruisermaster,4,34226,908,0,2
X1,2015,oc2cruisermix,12,34899,992,0,2
X10,2015,oc2cruisermix,2,32370,644,0,2
X11,2015,oc2cruisermix,9,34495,949,0,2
X12,2015,oc2cruisermix,4,32525,680,0,2
X13,2015,oc2cruisermix,3,32484,672,0,2
X14,2015,oc2cruisermix,6,32742,713,0,2
X15,2015,oc2cruisermix,15,40241,1419,0,2
X2,2015,oc2cruisermix,13,35235,1034,0,2
X3,2015,oc2cruisermix,7,32934,742,0,2
X4,2015,oc2cruisermix,10,34529,953,0,2
X5,2015,oc2cruisermix,5,32622,694,0,2
X6,2015,oc2cruisermix,14,36803,1179,0,2
X7,2015,oc2cruisermix,8,34464,945,0,2
X8,2015,oc2cruisermix,11,34669,964,0,2
X9,2015,oc2cruisermix,1,32314,634,0,2
Y1,2015,oc2cruiserwomen,2,38471,1307,0,2
Y2,2015,oc2cruiserwomen,1,33466,806,0,2
A1,2016,oc2stockalum,3,38332,1294,0,2
A10,2016,oc2stockalum,9,45663,1592,0,2
A2,2016,oc2stockalum,8,42453,1513,0,2
A3,2016,oc2stockalum,7,42397,1510,0,2
A4,2016,oc2stockalum,2,37298,1217,0,2
A5,2016,oc2stockalum,1,34613,959,0,2
A6,2016,oc2stockalum,10,45983,1598,0,2
A7,2016,oc2stockalum,4,38935,1338,0,2
A8,2016,oc2stockalum,6,41452,1470,0,2
A9,2016,oc2stockalum,5,39259,1358,0,2
B1,2016,oc4stock,7,33426,800,0,4
B10,2016,oc4stock,8,34576,957,0,4
B11,2016,oc4stock,10,38303,1293,0,4
B2,2016,oc4stock,1,29142,186,0,4
B3,2016,oc4stock,4,31199,479,0,4
B4,2016,oc4stock,2,29885,263,0,4
B5,2016,oc4stock,3,30569,371,0,4
B6,2016,oc4stock,6,33422,797,0,4
B7,2016,oc4stock,5,31261,486,0,4
B8,2016,oc4stock,9,35747,1078,0,4
B9,2016,oc4stock,11,38388,1299,0,4
C1,2016,oc2rec,6,47770,1612,0,2
C2,2016,oc2rec,3,37232,1208,0,2
C3,2016,oc2rec,4,37511,1231,0,2
C4,2016,oc2rec,5,46534,1600,0,2
C6,2016,oc2rec,1,36154,1124,0,2
C8,2016,oc2rec,2,36826,1183,0,2
D1,2016,oc2recmix,2,45401,1585,0,2
D2,2016,oc2recmix,1,38091,1270,0,2
E1,2016,oc2stock,12,38262,1288,0,2
E11,2016,oc2stock,10,37563,1235,0,2
E12,2016,oc2stock,7,35769,1081,0,2
E13,2016,oc2stock,6,35412,1046,0,2
E14,2016,oc2stock,8,35778,1082,0,2
E15,2016,oc2stock,3,34124,897,0,2
E16,2016,oc2stock,5,34859,989,0,2
E17,2016,oc2stock,11,38185,1279,0,2
E3,2016,oc2stock,4,34794,981,0,2
E5,2016,oc2stock,1,33488,809,0,2
E6,2016,oc2stock,9,35823,1087,0,2
E7,2016,oc2stock,2,33673,838,0,2
E8,2016,oc2stock,13,39963,1402,0,2
E9,2016,oc2stock,14,40630,1433,0,2
F1,2016,oc2stockmix,4,38553,1315,0,2
F2,2016,oc2stockmix,5,39538,1377,0,2
F3,2016,oc2stockmix,3,36189,1131,0,2
