"","medal_type","medal_code","medal_date","last_name","first_name","athlete_sex","event","country","discipline"
"1","Gold","1",2022-02-04,"ECKHOFF","Tiril","O","Mixed Relay 4x6km (W+M)","Norway","Biathlon"
"2","Gold","1",2022-02-04,"ROEISELAND","Marte Olsbu","O","Mixed Relay 4x6km (W+M)","Norway","Biathlon"
"3","Gold","1",2022-02-04,"BOE","Tarjei","O","Mixed Relay 4x6km (W+M)","Norway","Biathlon"
"4","Gold","1",2022-02-04,"BOE","Johannes Thingnes","O","Mixed Relay 4x6km (W+M)","Norway","Biathlon"
"5","Silver","2",2022-02-04,"CHEVALIER-BOUCHET","Anais","O","Mixed Relay 4x6km (W+M)","France","Biathlon"
"6","Silver","2",2022-02-04,"FILLON","MAILLET Quentin","O","Mixed Relay 4x6km (W+M)","France","Biathlon"
"7","Silver","2",2022-02-04,"JACQUELIN","Emilien","O","Mixed Relay 4x6km (W+M)","France","Biathlon"
"8","Silver","2",2022-02-04,"SIMON","Julia","O","Mixed Relay 4x6km (W+M)","France","Biathlon"
"9","Bronze","3",2022-02-04,"NIGMATULLINA","Uliana","O","Mixed Relay 4x6km (W+M)","Russian Olympic Committee","Biathlon"
"10","Bronze","3",2022-02-04,"REZTSOVA","Kristina","O","Mixed Relay 4x6km (W+M)","Russian Olympic Committee","Biathlon"
"11","Bronze","3",2022-02-04,"LATYPOV","Eduard","O","Mixed Relay 4x6km (W+M)","Russian Olympic Committee","Biathlon"
"12","Bronze","3",2022-02-04,"LOGINOV","Alexander","O","Mixed Relay 4x6km (W+M)","Russian Olympic Committee","Biathlon"
"13","Gold","1",2022-02-04,"JOHAUG","Therese","W","Women's 7.5km + 7.5km Skiathlon","Norway","Cross-Country Skiing"
"14","Silver","2",2022-02-04,"NEPRYAEVA","Natalia","W","Women's 7.5km + 7.5km Skiathlon","Russian Olympic Committee","Cross-Country Skiing"
"15","Bronze","3",2022-02-04,"STADLOBER","Teresa","W","Women's 7.5km + 7.5km Skiathlon","Austria","Cross-Country Skiing"
"16","Gold","1",2022-02-04,"WALLBERG","Walter","M","Men's Moguls","Sweden","Freestyle Skiing"
"17","Silver","2",2022-02-04,"KINGSBURY","Mikael","M","Men's Moguls","Canada","Freestyle Skiing"
"18","Bronze","3",2022-02-04,"HORISHIMA","Ikuma","M","Men's Moguls","Japan","Freestyle Skiing"
"19","Gold","1",2022-02-04,"WU","Dajing","O","Mixed Team Relay","People's Republic of China","Short Track Speed Skating"
"20","Gold","1",2022-02-04,"REN","Ziwei","O","Mixed Team Relay","People's Republic of China","Short Track Speed Skating"
"21","Gold","1",2022-02-04,"ZHANG","Yuting","O","Mixed Team Relay","People's Republic of China","Short Track Speed Skating"
"22","Gold","1",2022-02-04,"QU","Chunyu","O","Mixed Team Relay","People's Republic of China","Short Track Speed Skating"
"23","Gold","1",2022-02-04,"FAN","Kexin","O","Mixed Team Relay","People's Republic of China","Short Track Speed Skating"
"24","Silver","2",2022-02-04,"VALCEPINA","Martina","O","Mixed Team Relay","Italy","Short Track Speed Skating"
"25","Silver","2",2022-02-04,"FONTANA","Arianna","O","Mixed Team Relay","Italy","Short Track Speed Skating"
"26","Silver","2",2022-02-04,"VALCEPINA","Arianna","O","Mixed Team Relay","Italy","Short Track Speed Skating"
"27","Silver","2",2022-02-04,"CASSINELLI","Andrea","O","Mixed Team Relay","Italy","Short Track Speed Skating"
"28","Silver","2",2022-02-04,"CONFORTOLA","Yuri","O","Mixed Team Relay","Italy","Short Track Speed Skating"
"29","Silver","2",2022-02-04,"SIGHEL","Pietro","O","Mixed Team Relay","Italy","Short Track Speed Skating"
"30","Bronze","3",2022-02-04,"JASZAPATI","Petra","O","Mixed Team Relay","Hungary","Short Track Speed Skating"
"31","Bronze","3",2022-02-04,"KONYA","Zsofia","O","Mixed Team Relay","Hungary","Short Track Speed Skating"
"32","Bronze","3",2022-02-04,"KRUEGER","John-Henry","O","Mixed Team Relay","Hungary","Short Track Speed Skating"
"33","Bronze","3",2022-02-04,"LIU","Shaoang","O","Mixed Team Relay","Hungary","Short Track Speed Skating"
"34","Bronze","3",2022-02-04,"LIU","Shaolin Sandor","O","Mixed Team Relay","Hungary","Short Track Speed Skating"
"35","Gold","1",2022-02-04,"BOGATAJ","Ursa","W","Women's Normal Hill Individual","Slovenia","Ski Jumping"
"36","Silver","2",2022-02-04,"ALTHAUS","Katharina","W","Women's Normal Hill Individual","Germany","Ski Jumping"
"37","Bronze","3",2022-02-04,"KRIZNAR","Nika","W","Women's Normal Hill Individual","Slovenia","Ski Jumping"
"38","Gold","1",2022-02-04,"SCHOUTEN","Irene","W","Women's 3000m","Netherlands","Speed Skating"
"39","Silver","2",2022-02-04,"LOLLOBRIGIDA","Francesca","W","Women's 3000m","Italy","Speed Skating"
"40","Bronze","3",2022-02-04,"WEIDEMANN","Isabelle","W","Women's 3000m","Canada","Speed Skating"
"41","Gold","1",2022-02-05,"BOLSHUNOV","Alexander","M","Men's 15km + 15km Skiathlon","Russian Olympic Committee","Cross-Country Skiing"
"42","Silver","2",2022-02-05,"SPITSOV","Denis","M","Men's 15km + 15km Skiathlon","Russian Olympic Committee","Cross-Country Skiing"
"43","Bronze","3",2022-02-05,"NISKANEN","Iivo","M","Men's 15km + 15km Skiathlon","Finland","Cross-Country Skiing"
"44","Gold","1",2022-02-05,"ANTHONY","Jakara","W","Women's Moguls","Australia","Freestyle Skiing"
"45","Silver","2",2022-02-05,"KAUF","Jaelin","W","Women's Moguls","United States of America","Freestyle Skiing"
"46","Bronze","3",2022-02-05,"SMIRNOVA","Anastasiia","W","Women's Moguls","Russian Olympic Committee","Freestyle Skiing"
"47","Gold","1",2022-02-05,"LUDWIG","Johannes","M","Men's Singles","Germany","Luge"
"48","Silver","2",2022-02-05,"KINDL","Wolfgang","M","Men's Singles","Austria","Luge"
"49","Bronze","3",2022-02-05,"FISCHNALLER","Dominik","M","Men's Singles","Italy","Luge"
"50","Gold","1",2022-02-05,"KOBAYASHI","Ryoyu","M","Men's Normal Hill Individual","Japan","Ski Jumping"
"51","Silver","2",2022-02-05,"FETTNER","Manuel","M","Men's Normal Hill Individual","Austria","Ski Jumping"
"52","Bronze","3",2022-02-05,"KUBACKI","Dawid","M","Men's Normal Hill Individual","Poland","Ski Jumping"
"53","Gold","1",2022-02-05,"SADOWSKI","SYNNOTT Zoi","W","Women's Snowboard Slopestyle","New Zealand","Snowboard"
"54","Silver","2",2022-02-05,"MARINO","Julia","W","Women's Snowboard Slopestyle","United States of America","Snowboard"
"55","Bronze","3",2022-02-05,"COADY","Tess","W","Women's Snowboard Slopestyle","Australia","Snowboard"
"56","Gold","1",2022-02-05,"van","der POEL Nils","M","Men's 5000m","Sweden","Speed Skating"
"57","Silver","2",2022-02-05,"ROEST","Patrick","M","Men's 5000m","Netherlands","Speed Skating"
"58","Bronze","3",2022-02-05,"ENGEBRAATEN","Hallgeir","M","Men's 5000m","Norway","Speed Skating"
"59","Gold","1",2022-02-06,"FEUZ","Beat","M","Men's Downhill","Switzerland","Alpine Skiing"
"60","Silver","2",2022-02-06,"CLAREY","Johan","M","Men's Downhill","France","Alpine Skiing"
"61","Bronze","3",2022-02-06,"MAYER","Matthias","M","Men's Downhill","Austria","Alpine Skiing"
"62","Gold","1",2022-02-06,"HECTOR","Sara","W","Women's Giant Slalom","Sweden","Alpine Skiing"
"63","Silver","2",2022-02-06,"BRIGNONE","Federica","W","Women's Giant Slalom","Italy","Alpine Skiing"
"64","Bronze","3",2022-02-06,"GUT-BEHRAMI","Lara","W","Women's Giant Slalom","Switzerland","Alpine Skiing"
"65","Gold","1",2022-02-06,"HERRMANN","Denise","W","Women's 15km Individual","Germany","Biathlon"
"66","Silver","2",2022-02-06,"CHEVALIER-BOUCHET","Anais","W","Women's 15km Individual","France","Biathlon"
"67","Bronze","3",2022-02-06,"ROEISELAND","Marte Olsbu","W","Women's 15km Individual","Norway","Biathlon"
"68","Gold","1",2022-02-06,"MISHINA","Anastasia","O","Team Event","Russian Olympic Committee","Figure Skating"
"69","Gold","1",2022-02-06,"GALLIAMOV","Aleksandr","O","Team Event","Russian Olympic Committee","Figure Skating"
"70","Gold","1",2022-02-06,"KONDRATIUK","Mark","O","Team Event","Russian Olympic Committee","Figure Skating"
"71","Gold","1",2022-02-06,"VALIEVA","Kamila","O","Team Event","Russian Olympic Committee","Figure Skating"
"72","Gold","1",2022-02-06,"SINITSINA","Victoria","O","Team Event","Russian Olympic Committee","Figure Skating"
"73","Gold","1",2022-02-06,"KATSALAPOV","Nikita","O","Team Event","Russian Olympic Committee","Figure Skating"
"74","Silver","2",2022-02-06,"KNIERIM","Alexa","O","Team Event","United States of America","Figure Skating"
"75","Silver","2",2022-02-06,"FRAZIER","Brandon","O","Team Event","United States of America","Figure Skating"
"76","Silver","2",2022-02-06,"BATES","Evan","O","Team Event","United States of America","Figure Skating"
"77","Silver","2",2022-02-06,"CHEN","Karen","O","Team Event","United States of America","Figure Skating"
"78","Silver","2",2022-02-06,"HUBBELL","Madison","O","Team Event","United States of America","Figure Skating"
"79","Silver","2",2022-02-06,"CHEN","Nathan","O","Team Event","United States of America","Figure Skating"
"80","Silver","2",2022-02-06,"ZHOU","Vincent","O","Team Event","United States of America","Figure Skating"
"81","Silver","2",2022-02-06,"DONOHUE","Zachary","O","Team Event","United States of America","Figure Skating"
"82","Silver","2",2022-02-06,"CHOCK","Madison","O","Team Event","United States of America","Figure Skating"
"83","Bronze","3",2022-02-06,"KAGIYAMA","Yuma","O","Team Event","Japan","Figure Skating"
"84","Bronze","3",2022-02-06,"HIGUCHI","Wakaba","O","Team Event","Japan","Figure Skating"
"85","Bronze","3",2022-02-06,"KOMATSUBARA","Misato","O","Team Event","Japan","Figure Skating"
"86","Bronze","3",2022-02-06,"KOLETO","Tim","O","Team Event","Japan","Figure Skating"
"87","Bronze","3",2022-02-06,"MIURA","Riku","O","Team Event","Japan","Figure Skating"
"88","Bronze","3",2022-02-06,"KIHARA","Ryuichi","O","Team Event","Japan","Figure Skating"
"89","Bronze","3",2022-02-06,"UNO","Shoma","O","Team Event","Japan","Figure Skating"
"90","Bronze","3",2022-02-06,"SAKAMOTO","Kaori","O","Team Event","Japan","Figure Skating"
"91","Gold","1",2022-02-06,"REN","Ziwei","M","Men's 1000m","People's Republic of China","Short Track Speed Skating"
"92","Silver","2",2022-02-06,"LI","Wenlong","M","Men's 1000m","People's Republic of China","Short Track Speed Skating"
"93","Bronze","3",2022-02-06,"LIU","Shaoang","M","Men's 1000m","Hungary","Short Track Speed Skating"
"94","Gold","1",2022-02-06,"FONTANA","Arianna","W","Women's 500m","Italy","Short Track Speed Skating"
"95","Silver","2",2022-02-06,"SCHULTING","Suzanne","W","Women's 500m","Netherlands","Short Track Speed Skating"
"96","Bronze","3",2022-02-06,"BOUTIN","Kim","W","Women's 500m","Canada","Short Track Speed Skating"
"97","Gold","1",2022-02-06,"BOGATAJ","Ursa","O","Mixed Team","Slovenia","Ski Jumping"
"98","Gold","1",2022-02-06,"PREVC","Peter","O","Mixed Team","Slovenia","Ski Jumping"
"99","Gold","1",2022-02-06,"ZAJC","Timi","O","Mixed Team","Slovenia","Ski Jumping"
"100","Gold","1",2022-02-06,"KRIZNAR","Nika","O","Mixed Team","Slovenia","Ski Jumping"
"101","Silver","2",2022-02-06,"KLIMOV","Evgeniy","O","Mixed Team","Russian Olympic Committee","Ski Jumping"
"102","Silver","2",2022-02-06,"SADREEV","Danil","O","Mixed Team","Russian Olympic Committee","Ski Jumping"
"103","Silver","2",2022-02-06,"AVVAKUMOVA","Irina","O","Mixed Team","Russian Olympic Committee","Ski Jumping"
"104","Silver","2",2022-02-06,"MAKHINIA","Irma","O","Mixed Team","Russian Olympic Committee","Ski Jumping"
"105","Bronze","3",2022-02-06,"BOYD-CLOWES","Mackenzie","O","Mixed Team","Canada","Ski Jumping"
"106","Bronze","3",2022-02-06,"SOUKUP","Matthew","O","Mixed Team","Canada","Ski Jumping"
"107","Bronze","3",2022-02-06,"STRATE","Abigail","O","Mixed Team","Canada","Ski Jumping"
"108","Bronze","3",2022-02-06,"LOUTITT","Alexandria","O","Mixed Team","Canada","Ski Jumping"
"109","Gold","1",2022-02-06,"PARROT","Max","M","Men's Snowboard Slopestyle","Canada","Snowboard"
"110","Silver","2",2022-02-06,"SU","Yiming","M","Men's Snowboard Slopestyle","People's Republic of China","Snowboard"
"111","Bronze","3",2022-02-06,"McMORRIS","Mark","M","Men's Snowboard Slopestyle","Canada","Snowboard"
"112","Gold","1",2022-02-06,"WUST","Ireen","W","Women's 1500m","Netherlands","Speed Skating"
"113","Silver","2",2022-02-06,"TAKAGI","Miho","W","Women's 1500m","Japan","Speed Skating"
"114","Bronze","3",2022-02-06,"de","JONG Antoinette","W","Women's 1500m","Netherlands","Speed Skating"
"115","Gold","1",2022-02-07,"MAYER","Matthias","M","Men's Super-G","Austria","Alpine Skiing"
"116","Silver","2",2022-02-07,"COCHRAN-SIEGLE","Ryan","M","Men's Super-G","United States of America","Alpine Skiing"
"117","Bronze","3",2022-02-07,"KILDE","Aleksander Aamodt","M","Men's Super-G","Norway","Alpine Skiing"
"118","Gold","1",2022-02-07,"FILLON","MAILLET Quentin","M","Men's 20km Individual","France","Biathlon"
"119","Silver","2",2022-02-07,"SMOLSKI","Anton","M","Men's 20km Individual","Belarus","Biathlon"
"120","Bronze","3",2022-02-07,"BOE","Johannes Thingnes","M","Men's 20km Individual","Norway","Biathlon"
"121","Gold","1",2022-02-07,"KLAEBO","Johannes Hoesflot","M","Men's Sprint Free","Norway","Cross-Country Skiing"
"122","Silver","2",2022-02-07,"PELLEGRINO","Federico","M","Men's Sprint Free","Italy","Cross-Country Skiing"
"123","Bronze","3",2022-02-07,"TERENTEV","Alexander","M","Men's Sprint Free","Russian Olympic Committee","Cross-Country Skiing"
"124","Gold","1",2022-02-07,"SUNDLING","Jonna","W","Women's Sprint Free","Sweden","Cross-Country Skiing"
"125","Silver","2",2022-02-07,"DAHLQVIST","Maja","W","Women's Sprint Free","Sweden","Cross-Country Skiing"
"126","Bronze","3",2022-02-07,"DIGGINS","Jessie","W","Women's Sprint Free","United States of America","Cross-Country Skiing"
"127","Gold","1",2022-02-07,"MOSANER","Amos","O","Mixed Doubles","Italy","Curling"
"128","Gold","1",2022-02-07,"CONSTANTINI","Stefania","O","Mixed Doubles","Italy","Curling"
"129","Silver","2",2022-02-07,"SKASLIEN","Kristin","O","Mixed Doubles","Norway","Curling"
"130","Silver","2",2022-02-07,"NEDREGOTTEN","Magnus","O","Mixed Doubles","Norway","Curling"
"131","Bronze","3",2022-02-07,"ERIKSSON","Oskar","O","Mixed Doubles","Sweden","Curling"
"132","Bronze","3",2022-02-07,"DE","VAL Almida","O","Mixed Doubles","Sweden","Curling"
"133","Gold","1",2022-02-07,"GU","Ailing Eileen","W","Women's Freeski Big Air","People's Republic of China","Freestyle Skiing"
"134","Silver","2",2022-02-07,"LEDEUX","Tess","W","Women's Freeski Big Air","France","Freestyle Skiing"
"135","Bronze","3",2022-02-07,"GREMAUD","Mathilde","W","Women's Freeski Big Air","Switzerland","Freestyle Skiing"
"136","Gold","1",2022-02-07,"GEISENBERGER","Natalie","W","Women's Singles","Germany","Luge"
"137","Silver","2",2022-02-07,"BERREITER","Anna","W","Women's Singles","Germany","Luge"
"138","Bronze","3",2022-02-07,"IVANOVA","Tatyana","W","Women's Singles","Russian Olympic Committee","Luge"
"139","Gold","1",2022-02-07,"KARL","Benjamin","M","Men's Parallel Giant Slalom","Austria","Snowboard"
"140","Silver","2",2022-02-07,"MASTNAK","Tim","M","Men's Parallel Giant Slalom","Slovenia","Snowboard"
"141","Bronze","3",2022-02-07,"WILD","Victor","M","Men's Parallel Giant Slalom","Russian Olympic Committee","Snowboard"
"142","Gold","1",2022-02-07,"LEDECKA","Ester","W","Women's Parallel Giant Slalom","Czech Republic","Snowboard"
"143","Silver","2",2022-02-07,"ULBING","Daniela","W","Women's Parallel Giant Slalom","Austria","Snowboard"
"144","Bronze","3",2022-02-07,"KOTNIK","Gloria","W","Women's Parallel Giant Slalom","Slovenia","Snowboard"
"145","Gold","1",2022-02-07,"NUIS","Kjeld","M","Men's 1500m","Netherlands","Speed Skating"
"146","Silver","2",2022-02-07,"KROL","Thomas","M","Men's 1500m","Netherlands","Speed Skating"
"147","Bronze","3",2022-02-07,"KIM","Minseok","M","Men's 1500m","Republic of Korea","Speed Skating"
"148","Gold","1",2022-02-08,"VLHOVA","Petra","W","Women's Slalom","Slovakia","Alpine Skiing"
"149","Silver","2",2022-02-08,"LIENSBERGER","Katharina","W","Women's Slalom","Austria","Alpine Skiing"
"150","Bronze","3",2022-02-08,"HOLDENER","Wendy","W","Women's Slalom","Switzerland","Alpine Skiing"
"151","Gold","1",2022-02-08,"RUUD","Birk","M","Men's Freeski Big Air","Norway","Freestyle Skiing"
"152","Silver","2",2022-02-08,"STEVENSON","Colby","M","Men's Freeski Big Air","United States of America","Freestyle Skiing"
"153","Bronze","3",2022-02-08,"HARLAUT","Henrik","M","Men's Freeski Big Air","Sweden","Freestyle Skiing"
"154","Gold","1",2022-02-08,"WENDL","Tobias","O","Doubles","Germany","Luge"
"155","Gold","1",2022-02-08,"ARLT","Tobias","O","Doubles","Germany","Luge"
"156","Silver","2",2022-02-08,"BENECKEN","Sascha","O","Doubles","Germany","Luge"
"157","Silver","2",2022-02-08,"EGGERT","Toni","O","Doubles","Germany","Luge"
"158","Bronze","3",2022-02-08,"STEU","Thomas","O","Doubles","Austria","Luge"
"159","Bronze","3",2022-02-08,"KOLLER","Lorenz","O","Doubles","Austria","Luge"
"160","Gold","1",2022-02-08,"GEIGER","Vinzenz","M","Individual Gundersen Normal Hill/10km","Germany","Nordic Combined"
"161","Silver","2",2022-02-08,"GRAABAK","Joergen","M","Individual Gundersen Normal Hill/10km","Norway","Nordic Combined"
"162","Bronze","3",2022-02-08,"GREIDERER","Lukas","M","Individual Gundersen Normal Hill/10km","Austria","Nordic Combined"
"163","Gold","1",2022-02-08,"HWANG","Daeheon","M","Men's 1500m","Republic of Korea","Short Track Speed Skating"
"164","Silver","2",2022-02-08,"DUBOIS","Steven","M","Men's 1500m","Canada","Short Track Speed Skating"
"165","Bronze","3",2022-02-08,"ELISTRATOV","Semen","M","Men's 1500m","Russian Olympic Committee","Short Track Speed Skating"
"166","Gold","1",2022-02-08,"JACOBELLIS","Lindsey","W","Women's Snowboard Cross","United States of America","Snowboard"
"167","Silver","2",2022-02-08,"TRESPEUCH","Chloe","W","Women's Snowboard Cross","France","Snowboard"
"168","Bronze","3",2022-02-08,"ODINE","Meryeta","W","Women's Snowboard Cross","Canada","Snowboard"
"169","Gold","1",2022-02-09,"STROLZ","Johannes","M","Men's Alpine Combined","Austria","Alpine Skiing"
"170","Silver","2",2022-02-09,"KILDE","Aleksander Aamodt","M","Men's Alpine Combined","Norway","Alpine Skiing"
"171","Bronze","3",2022-02-09,"CRAWFORD","James","M","Men's Alpine Combined","Canada","Alpine Skiing"
"172","Gold","1",2022-02-09,"JOHAUG","Therese","W","Women's 10km Classic","Norway","Cross-Country Skiing"
"173","Silver","2",2022-02-09,"NISKANEN","Kerttu","W","Women's 10km Classic","Finland","Cross-Country Skiing"
"174","Bronze","3",2022-02-09,"PARMAKOSKI","Krista","W","Women's 10km Classic","Finland","Cross-Country Skiing"
"175","Gold","1",2022-02-09,"CHEN","Nathan","M","Men Single Skating","United States of America","Figure Skating"
"176","Silver","2",2022-02-09,"KAGIYAMA","Yuma","M","Men Single Skating","Japan","Figure Skating"
"177","Bronze","3",2022-02-09,"UNO","Shoma","M","Men Single Skating","Japan","Figure Skating"
"178","Gold","1",2022-02-09,"CALDWELL","Ashley","O","Mixed Team Aerials","United States of America","Freestyle Skiing"
"179","Gold","1",2022-02-09,"LILLIS","Christopher","O","Mixed Team Aerials","United States of America","Freestyle Skiing"
"180","Gold","1",2022-02-09,"SCHOENEFELD","Justin","O","Mixed Team Aerials","United States of America","Freestyle Skiing"
"181","Silver","2",2022-02-09,"JIA","Zongyang","O","Mixed Team Aerials","People's Republic of China","Freestyle Skiing"
"182","Silver","2",2022-02-09,"QI","Guangpu","O","Mixed Team Aerials","People's Republic of China","Freestyle Skiing"
"183","Silver","2",2022-02-09,"XU","Mengtao","O","Mixed Team Aerials","People's Republic of China","Freestyle Skiing"
"184","Bronze","3",2022-02-09,"THENAULT","Marion","O","Mixed Team Aerials","Canada","Freestyle Skiing"
"185","Bronze","3",2022-02-09,"FONTAINE","Miha","O","Mixed Team Aerials","Canada","Freestyle Skiing"
"186","Bronze","3",2022-02-09,"IRVING","Lewis","O","Mixed Team Aerials","Canada","Freestyle Skiing"
"187","Gold","1",2022-02-09,"GEISENBERGER","Natalie","O","Team Relay","Germany","Luge"
"188","Gold","1",2022-02-09,"WENDL","Tobias","O","Team Relay","Germany","Luge"
"189","Gold","1",2022-02-09,"LUDWIG","Johannes","O","Team Relay","Germany","Luge"
"190","Gold","1",2022-02-09,"ARLT","Tobias","O","Team Relay","Germany","Luge"
"191","Silver","2",2022-02-09,"STEU","Thomas","O","Team Relay","Austria","Luge"
"192","Silver","2",2022-02-09,"KOLLER","Lorenz","O","Team Relay","Austria","Luge"
"193","Silver","2",2022-02-09,"KINDL","Wolfgang","O","Team Relay","Austria","Luge"
"194","Silver","2",2022-02-09,"EGLE","Madeleine","O","Team Relay","Austria","Luge"
"195","Bronze","3",2022-02-09,"TIRUMA","Eliza","O","Team Relay","Latvia","Luge"
"196","Bronze","3",2022-02-09,"APARJODS","Kristers","O","Team Relay","Latvia","Luge"
"197","Bronze","3",2022-02-09,"BOTS","Martins","O","Team Relay","Latvia","Luge"
"198","Bronze","3",2022-02-09,"PLUME","Roberts","O","Team Relay","Latvia","Luge"
"199","Gold","1",2022-02-09,"HAEMMERLE","Alessandro","M","Men's Snowboard Cross","Austria","Snowboard"
"200","Silver","2",2022-02-09,"GRONDIN","Eliot","M","Men's Snowboard Cross","Canada","Snowboard"
"201","Bronze","3",2022-02-09,"VISINTIN","Omar","M","Men's Snowboard Cross","Italy","Snowboard"
"202","Gold","1",2022-02-09,"KIM","Chloe","W","Women's Snowboard Halfpipe","United States of America","Snowboard"
"203","Silver","2",2022-02-09,"CASTELLET","Queralt","W","Women's Snowboard Halfpipe","Spain","Snowboard"
"204","Bronze","3",2022-02-09,"TOMITA","Sena","W","Women's Snowboard Halfpipe","Japan","Snowboard"
"205","Gold","1",2022-02-09,"SCHOUTEN","Irene","W","Women's 5000m","Netherlands","Speed Skating"
"206","Silver","2",2022-02-09,"WEIDEMANN","Isabelle","W","Women's 5000m","Canada","Speed Skating"
"207","Bronze","3",2022-02-09,"SABLIKOVA","Martina","W","Women's 5000m","Czech Republic","Speed Skating"
"208","Gold","1",2022-02-10,"GUT-BEHRAMI","Lara","W","Women's Super-G","Switzerland","Alpine Skiing"
"209","Silver","2",2022-02-10,"PUCHNER","Mirjam","W","Women's Super-G","Austria","Alpine Skiing"
"210","Bronze","3",2022-02-10,"GISIN","Michelle","W","Women's Super-G","Switzerland","Alpine Skiing"
"211","Gold","1",2022-02-10,"ROEISELAND","Marte Olsbu","W","Women's 7.5km Sprint","Norway","Biathlon"
"212","Silver","2",2022-02-10,"OEBERG","Elvira","W","Women's 7.5km Sprint","Sweden","Biathlon"
"213","Bronze","3",2022-02-10,"WIERER","Dorothea","W","Women's 7.5km Sprint","Italy","Biathlon"
"214","Gold","1",2022-02-10,"NISKANEN","Iivo","M","Men's 15km Classic","Finland","Cross-Country Skiing"
"215","Silver","2",2022-02-10,"BOLSHUNOV","Alexander","M","Men's 15km Classic","Russian Olympic Committee","Cross-Country Skiing"
"216","Bronze","3",2022-02-10,"KLAEBO","Johannes Hoesflot","M","Men's 15km Classic","Norway","Cross-Country Skiing"
"217","Gold","1",2022-02-10,"SCHULTING","Suzanne","W","Women's 1000m","Netherlands","Short Track Speed Skating"
"218","Silver","2",2022-02-10,"CHOI","Minjeong","W","Women's 1000m","Republic of Korea","Short Track Speed Skating"
"219","Bronze","3",2022-02-10,"DESMET","Hanne","W","Women's 1000m","Belgium","Short Track Speed Skating"
"220","Gold","1",2022-02-10,"GROTHEER","Christopher","M","Men","Germany","Skeleton"
"221","Silver","2",2022-02-10,"JUNGK","Axel","M","Men","Germany","Skeleton"
"222","Bronze","3",2022-02-10,"YAN","Wengang","M","Men","People's Republic of China","Skeleton"
"223","Gold","1",2022-02-10,"HIRANO","Ayumu","M","Men's Snowboard Halfpipe","Japan","Snowboard"
"224","Silver","2",2022-02-10,"JAMES","Scotty","M","Men's Snowboard Halfpipe","Australia","Snowboard"
"225","Bronze","3",2022-02-10,"SCHERRER","Jan","M","Men's Snowboard Halfpipe","Switzerland","Snowboard"
"226","Gold","1",2022-02-10,"van","der POEL Nils","M","Men's 10000m","Sweden","Speed Skating"
"227","Silver","2",2022-02-10,"ROEST","Patrick","M","Men's 10000m","Netherlands","Speed Skating"
"228","Bronze","3",2022-02-10,"GHIOTTO","Davide","M","Men's 10000m","Italy","Speed Skating"
"229","Gold","1",2022-02-11,"BOE","Johannes Thingnes","M","Men's 10km Sprint","Norway","Biathlon"
"230","Silver","2",2022-02-11,"FILLON","MAILLET Quentin","M","Men's 10km Sprint","France","Biathlon"
"231","Bronze","3",2022-02-11,"BOE","Tarjei","M","Men's 10km Sprint","Norway","Biathlon"
"232","Gold","1",2022-02-11,"NEPRYAEVA","Natalia","W","Women's 4 x 5km Relay","Russian Olympic Committee","Cross-Country Skiing"
"233","Gold","1",2022-02-11,"SORINA","Tatiana","W","Women's 4 x 5km Relay","Russian Olympic Committee","Cross-Country Skiing"
"234","Gold","1",2022-02-11,"STEPANOVA","Veronika","W","Women's 4 x 5km Relay","Russian Olympic Committee","Cross-Country Skiing"
"235","Gold","1",2022-02-11,"STUPAK","Yulia","W","Women's 4 x 5km Relay","Russian Olympic Committee","Cross-Country Skiing"
"236","Silver","2",2022-02-11,"HENNIG","Katharina","W","Women's 4 x 5km Relay","Germany","Cross-Country Skiing"
"237","Silver","2",2022-02-11,"KREHL","Sofie","W","Women's 4 x 5km Relay","Germany","Cross-Country Skiing"
"238","Silver","2",2022-02-11,"CARL","Victoria","W","Women's 4 x 5km Relay","Germany","Cross-Country Skiing"
"239","Silver","2",2022-02-11,"SAUERBREY","Katherine","W","Women's 4 x 5km Relay","Germany","Cross-Country Skiing"
"240","Bronze","3",2022-02-11,"ANDERSSON","Ebba","W","Women's 4 x 5km Relay","Sweden","Cross-Country Skiing"
"241","Bronze","3",2022-02-11,"DAHLQVIST","Maja","W","Women's 4 x 5km Relay","Sweden","Cross-Country Skiing"
"242","Bronze","3",2022-02-11,"KARLSSON","Frida","W","Women's 4 x 5km Relay","Sweden","Cross-Country Skiing"
"243","Bronze","3",2022-02-11,"SUNDLING","Jonna","W","Women's 4 x 5km Relay","Sweden","Cross-Country Skiing"
"244","Gold","1",2022-02-11,"NEISE","Hannah","W","Women","Germany","Skeleton"
"245","Silver","2",2022-02-11,"NARRACOTT","Jaclyn","W","Women","Australia","Skeleton"
"246","Bronze","3",2022-02-11,"BOS","Kimberley","W","Women","Netherlands","Skeleton"
"247","Gold","1",2022-02-11,"LINDVIK","Marius","M","Men's Large Hill Individual","Norway","Ski Jumping"
"248","Silver","2",2022-02-11,"KOBAYASHI","Ryoyu","M","Men's Large Hill Individual","Japan","Ski Jumping"
"249","Bronze","3",2022-02-11,"GEIGER","Karl","M","Men's Large Hill Individual","Germany","Ski Jumping"
"250","Gold","1",2022-02-11,"JACOBELLIS","Lindsey","O","Mixed Team Snowboard Cross","United States of America","Snowboard"
"251","Gold","1",2022-02-11,"BAUMGARTNER","Nick","O","Mixed Team Snowboard Cross","United States of America","Snowboard"
