fighter_name,Weight,Reach,Stance,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,birthyear,height_inches
Tiago dos Santos e Silva,145,70,Orthodox,3.69,35,4.23,59,0.63,11,33,0.3,1987,69
Junior Dos Santos,238,77,Orthodox,4.49,47,3.33,56,0.3,50,81,0.1,1984,76
Rafael Dos Anjos,155,70,Southpaw,3.49,46,3.22,61,1.93,37,58,0.6,1984,68
Kyle Driscoll,145,74,Orthodox,2.73,32,2.6,58,2,18,0,0,1994,71
Danny Downes,155,72,Orthodox,1.66,34,3.53,37,0,0,37,0.5,1986,72
Tomasz Drwal,205,76,Orthodox,3.29,38,2.26,57,3.55,60,82,0.4,1982,73
Dricus Du Plessis,185,76,Switch,7.72,44,4.16,67,0,0,0,0,1994,73
Norma Dumont,135,67,Orthodox,5.35,55,2.65,72,2.43,42,100,0,1990,67
Jessamyn Duke,135,73,Orthodox,4.83,53,4.43,57,1.27,36,50,1.9,1986,71
Joe Duffy,155,73,Orthodox,2.68,34,3.78,54,0.96,66,64,0.7,1988,70
Todd Duffee,260,78,Orthodox,5.93,37,2.87,56,0.72,25,90,0,1985,75
Cody Durden,125,67,Southpaw,3.11,48,3.93,41,3.28,26,50,0.8,1991,67
Reuben Duran,135,71,Orthodox,3.19,49,2.61,50,0.98,23,25,0.7,1983,67
Tom Duquesnoy,135,68,Orthodox,3.83,45,5.3,62,0.42,25,46,0,1993,67
Evan Dunham,155,70,Southpaw,5.33,39,3.54,61,1.82,33,79,1,1981,70
David Dvorak,125,68,Orthodox,4.5,48,3.17,63,0,0,75,0,1992,65
Matt Dwyer,170,76,Orthodox,2.57,34,3.24,54,0.44,10,60,0,1989,76
Merab Dvalishvili,135,68,Orthodox,3.91,39,2.08,61,7.71,43,80,0.3,1991,66
Rolando Dy,145,69,Orthodox,3.04,37,4.47,52,0.3,20,68,0,1990,68
Mike Easton,135,70,Southpaw,3.51,37,4.28,61,0.75,22,66,0,1984,66
Marvin Eastman,185,73,Orthodox,2.21,35,3.92,42,1.38,33,81,0,1971,69
Brian Ebersole,170,73,Southpaw,2.32,49,2.14,56,1.7,23,61,0.1,1980,72
Mark Eddiva,145,68,Orthodox,3.37,45,2.98,54,1.45,22,63,0,1986,68
Johnny Eduardo,135,71,Orthodox,2.89,38,3.34,63,0,0,62,0.5,1978,67
Frankie Edgar,135,68,Orthodox,3.7,39,2.71,66,2.28,31,65,0.3,1981,66
Stephanie Egger,135,68,Orthodox,0.67,31,1.33,52,1,16,40,0,1988,66
Joselyne Edwards,135,70,Orthodox,4.2,53,3.83,46,0.5,16,37,0.5,1995,68
Te Edwards,155,72,Orthodox,1.5,41,4.15,44,0.72,100,44,0,1990,68
Justin Edwards,155,70,Orthodox,2.68,42,3.32,51,2.14,26,27,1,1983,70
Leon Edwards,170,74,Southpaw,2.56,47,2.03,55,1.35,30,70,0.4,1991,74
Yves Edwards,155,73,Southpaw,2.91,42,2.34,66,0.76,53,69,0.7,1976,69
Per Eklund,155,72,Orthodox,2.07,61,2.38,67,2.07,11,50,3.6,NA,70
Jake Ellenberger,170,71,Orthodox,2.47,39,2.83,60,2.04,47,86,0.4,1985,69
Darren Elkins,145,71,Orthodox,3.5,38,3.08,52,2.7,33,58,1.2,1984,70
Joe Ellenberger,155,72,Orthodox,1.62,47,3.45,48,3.17,40,0,1.1,1985,69
Cameron Else,135,71,Switch,1.92,36,5.58,58,0,0,0,0,1987,69
Tim Elliott,125,66,Southpaw,3.35,45,2.49,59,4.01,49,58,1.1,1986,67
Rob Emerson,155,70,Orthodox,2.5,30,2.83,64,2.02,52,65,0.4,1981,69
Ramazan Emeev,170,76,Southpaw,2.5,45,1.98,66,2.33,29,66,0.5,1987,70
Josh Emmett,145,70,Orthodox,4.32,39,4.02,63,1.43,47,50,0.1,1985,66
Jamall Emmers,145,74,Orthodox,5.75,52,4.65,54,2.9,53,100,0,1989,70
Fedor Emelianenko,230,74,Orthodox,3.18,51,1,63,2,63,82,1.9,1976,72
Oliver Enkamp,170,77,Switch,2.38,36,3.55,37,0.87,16,0,0,1991,72
Andy Enz,185,78,Orthodox,3.51,23,5.32,57,0,0,58,0,1991,75
Julian Erosa,145,74,Southpaw,5.07,47,5.72,50,1.32,54,58,0.9,1989,73
Cole Escovedo,135,72,Orthodox,1.77,43,4.32,49,0.43,33,13,0,1981,67
Efrain Escudero,155,71,Orthodox,2.92,44,2.3,63,1.31,40,66,0.8,1986,69
Carla Esparza,115,63,Orthodox,2.29,42,2.85,53,3.44,35,48,0.3,1987,61
Juan Espino,250,80,,4.32,80,0.54,42,14.19,77,0,6.1,1980,75
Jodie Esquibel,115,64,Orthodox,4.1,31,7.37,52,0.75,21,83,0,1986,61
Jordan Espinosa,125,69,Orthodox,4.22,52,2.94,57,0.75,28,70,0.2,1989,66
Terry Etim,155,73,Orthodox,2.16,35,2.53,67,0.43,30,39,1.4,1986,73
Sijara Eubanks,135,67,Orthodox,4.52,43,3.69,57,1.88,46,65,0.4,1985,64
Billy Evangelista,155,68,Orthodox,4.51,40,3.96,61,1.6,19,61,0.2,1980,68
Rashad Evans,205,75,Orthodox,2.14,37,2.42,63,2.98,44,73,0,1979,72
Ashlee Evans-Smith,135,67,Orthodox,4.54,34,4.69,55,1.1,23,66,0,1987,68
Tonya Evinger,135,70,Orthodox,1.16,42,4.02,38,0.93,30,33,0.9,1981,67
Andre Ewell,135,75,Southpaw,4.42,41,4.25,52,0.29,66,70,0.1,1988,68
Movsar Evloev,145,72,Orthodox,4.7,44,2.83,64,2.75,37,70,0,1994,67
Edward Faaloloto,155,70,,2.28,32,6.25,44,1.01,25,33,0,1984,NA
Jessica Eye,125,66,Orthodox,3.76,37,4.01,55,0.45,40,57,0.5,1986,66
Wagnney Fabiano,145,69,Southpaw,1.19,38,0.66,70,3.44,64,100,0.4,1975,66
Melinda Fabian,125,66,,4.03,41,4,62,0,0,100,0,1987,66
Urijah Faber,135,67,Orthodox,2.65,40,2.59,64,1.54,30,58,0.8,1979,66
Bartosz Fabinski,170,75,Orthodox,2.2,69,1.35,53,7.08,69,80,0,1986,72
Zarah Fairn,145,72,Orthodox,1.98,45,6.61,39,0,0,50,0,1986,68
Rico Farrington,170,79,Southpaw,6.33,41,7.2,51,0,0,20,0,1989,76
Carlos Felipe,245,75,Orthodox,4.42,45,4.6,47,0,0,70,0,1995,72
Paul Felder,155,70,Orthodox,3.7,44,3.44,48,0.29,28,64,0.2,1984,71
Kevin Ferguson,235,77,Orthodox,2.3,50,3.41,38,3.1,72,36,1.2,1974,74
Tony Ferguson,155,76,Orthodox,5.46,45,3.94,59,0.45,42,70,1.1,1984,71
Cezar Ferreira,185,78,Southpaw,1.9,42,2.44,53,2.69,53,84,0.5,1985,73
Diego Ferreira,155,74,Orthodox,4.85,37,3.26,58,0.89,26,68,0.9,1985,69
Drew Fickett,155,70,Orthodox,2.33,41,2.29,57,1.3,35,30,2.2,1979,70
Deiveson Figueiredo,125,68,Orthodox,3.38,56,3.35,50,1.57,50,61,2.4,1987,65
Francisco Figueiredo,135,69,Southpaw,1.93,54,2.07,76,4,66,100,0,1989,66
Edwin Figueroa,135,69,Orthodox,2.57,39,3.06,51,0.2,100,37,0.6,1984,67
Andre Fili,145,74,Orthodox,3.73,36,3.9,52,2.5,49,64,0.2,1990,71
Mirko Filipovic,230,73,Southpaw,2.11,50,1.89,63,0.19,40,78,0.3,1974,74
Luigi Fioravanti,170,70,Orthodox,2.23,42,2.21,69,3.76,63,67,0.9,1981,68
Spencer Fisher,155,68,Southpaw,3.17,43,3.03,64,0.67,30,60,0.8,1976,67
Chris Fishgold,145,68,Orthodox,2.01,32,2.7,46,2.59,46,44,1.3,1992,68
Jimmy Flick,125,68,Orthodox,1.99,58,2.3,50,1.81,50,0,7.2,1990,67
Alejandro Flores,145,73,Orthodox,3.66,40,2.02,54,0,0,0,0,1991,70
Ty Flores,205,73,Switch,2,37,7.8,25,1,9,0,0,1993,75
Rafael Fiziev,155,71,Switch,4.67,57,4.17,55,0.84,50,100,0,1993,68
Luke Flores,155,73,Southpaw,1.56,44,1.88,60,0,0,40,1.2,1988,72
Jon Fitch,170,74,Orthodox,2.61,50,1.65,54,3.6,51,56,0.8,1978,72
Kenny Florian,145,74,Southpaw,2.41,40,1.85,63,2.22,33,60,1.3,1976,70
Caros Fodor,155,74,Orthodox,2.76,54,2.83,54,2.1,25,50,0,1984,69
Rob Font,135,71,Orthodox,5.21,42,3.83,62,1.2,36,48,0.8,1987,68
Jesse Forbes,185,75,Southpaw,2.11,24,4.06,53,1.79,75,66,1.2,1984,74
Marcel Fortuna,205,74,Orthodox,3.83,46,4.52,64,0.45,8,75,0.5,1985,73
Jussier Formiga,125,67,Orthodox,1.42,39,2.34,64,1.82,35,87,0.6,1985,65
Renee Forte,155,71,Orthodox,2.08,32,2.12,63,2.32,58,66,0,1987,67
Brian Foster,170,71,Orthodox,3.3,39,1.63,65,3.67,60,37,1.8,1984,69
John Franchi,145,67,Orthodox,1.83,48,2.59,48,2.68,80,40,0.3,1982,66
Hermes Franca,155,71,Orthodox,1.78,39,2.85,55,1.53,36,37,2.4,1974,66
Glaico Franca Moreira,155,77,Orthodox,2.35,42,3.46,47,2.68,42,76,0.3,1991,72
Rich Franklin,185,76,Southpaw,4.1,44,2.07,62,1.31,66,63,0.7,1974,73
Justin Frazier,265,75,Southpaw,1.11,66,6.11,4,0,0,0,0,1989,72
Stephanie Frausto,115,61,Orthodox,1.43,21,3.57,60,0,0,0,0,1990,62
Patricio Freire,145,65,,2.84,41,4.43,60,0.6,18,94,0.6,1987,65
Patricky Freire,155,71,,3.06,44,3.34,69,1.26,33,100,0,1986,67
Matt Frevola,155,71,Orthodox,2.73,37,3.44,58,2.59,37,40,1.1,1990,69
Jinh Yu Frey,115,65,Southpaw,1.79,40,3.35,44,1.06,42,83,0.7,1985,63
Sarah Frota,125,69,Southpaw,4.52,52,2.57,55,0,0,53,0,1987,66
Riki Fukuda,185,73,Southpaw,4.24,43,3.71,64,2.17,43,70,0,1981,72
Masio Fullen,145,70,Orthodox,2.46,32,3.5,54,0.47,33,69,0,1986,70
Ricardo Funch,170,74,Southpaw,2.61,65,3.57,40,1.24,18,60,0,1980,70
Justin Gaethje,155,70,Orthodox,7.46,59,7.99,55,0,0,69,0,1988,71
Claudia Gadelha,115,63,Orthodox,3.31,41,4.57,57,3.03,42,58,0.7,1988,64
Mitch Gagnon,135,65,Southpaw,2.76,46,2.21,61,1.16,25,65,1.9,1984,65
Mickey Gall,170,74,Switch,2.55,46,3.65,42,1.15,26,40,2.1,1992,74
Mateusz Gamrot,155,70,Southpaw,3.47,41,2.47,56,5,31,100,0,1990,70
Shamil Gamzatov,205,76,Orthodox,4.27,46,2.13,58,0,0,50,0,1990,74
Manvel Gamburyan,135,67,Orthodox,2.13,41,2.83,55,3.26,34,69,0.7,1981,65
Eduardo Garagorri,145,70,Orthodox,3.42,51,2.36,58,0.48,100,61,0,1989,69
Ciryl Gane,245,81,Orthodox,5.04,55,1.85,69,1.13,26,100,0.5,1990,76
Cody Garbrandt,135,65,Orthodox,3.35,37,3.33,65,0.84,33,100,0,1991,68
Leonard Garcia,145,68,Orthodox,2.77,24,4.79,52,0.3,26,42,0.5,1979,70
Edgar Garcia,170,71,Orthodox,3.16,29,4.23,60,2.21,57,50,0.6,1984,70
Alex Garcia,170,72,Orthodox,1.81,31,3.03,59,3.72,52,66,0.1,1987,69
Steve Garcia,155,75,Southpaw,4.31,55,2.52,36,0.61,25,100,0.6,1992,72
Elias Garcia,125,67,Southpaw,1.59,27,5.05,50,0.68,14,33,1.4,1992,65
Rafa Garcia,155,70,Orthodox,3.47,23,6.6,54,0,0,100,0,1994,67
Pablo Garza,145,73,Orthodox,3.37,44,2.7,50,0.94,25,15,1.3,1983,73
Willie Gates,125,72,Orthodox,1.8,38,4.28,38,0,0,67,0.4,1987,68
Kelvin Gastelum,185,71,Southpaw,3.64,43,2.92,59,1.22,39,64,0.1,1991,69
Louis Gaudinot,125,63,Orthodox,2.34,37,6.42,48,0.57,40,31,1.1,1984,63
Chad George,135,68,Southpaw,1.26,50,1.11,65,3.08,46,0,1.3,1982,66
Karine Gevorgyan,125,63,,1.2,20,1.8,76,0,0,0,0,1989,64
Christos Giagos,155,71,Orthodox,2.88,41,2.59,51,3.11,39,50,0.3,1990,70
Joe Giannetti,155,74,Southpaw,1.93,38,2.8,40,1,16,0,0,1995,72
Chase Gibson,155,72,Orthodox,3.13,54,6.4,52,0,0,0,0,1990,70
Cody Gibson,135,71,Orthodox,2.47,31,2.54,63,1.85,38,58,0.4,1987,70
Thomas Gifford,155,75,Orthodox,3.97,37,6.45,37,0.5,33,33,0,1992,73
Trevin Giles,185,74,Orthodox,3.26,56,1.88,62,1.37,80,79,0.3,1992,72
Gregor Gillespie,155,71,Orthodox,3.58,49,2.14,60,7.02,47,0,0.9,1986,67
Rick Glenn,145,70,Southpaw,4.31,42,4.29,53,0.67,13,66,0.3,1989,72
Mark Godbeer,240,77,Orthodox,3.97,53,3.3,54,0,0,28,0,1983,76
Hannah Goldy,125,61,Orthodox,6.53,46,3.9,55,0,0,66,0,1992,64
Marcelo Golm,249,75,Orthodox,4.27,58,4.3,45,0.45,50,87,0.5,1992,75
Frank Gomez,135,67,Orthodox,1.52,48,0.79,66,1.14,60,70,0.8,1986,70
Edson Gomez,170,69,Switch,2.66,32,8.78,45,0,0,0,0,1991,68
Joey Gomez,155,71,Orthodox,3.73,49,3.33,50,2,28,0,0,1989,70
Luis Gomez,145,68,Orthodox,1.57,33,4.03,55,4.48,50,33,0,1995,67
Akihiro Gono,170,68,Switch,2.18,48,2.67,63,1.01,84,46,0.5,1974,67
Takanori Gomi,155,70,Southpaw,3.81,41,3.52,60,1.23,65,63,0.8,1978,67
Gabriel Gonzaga,242,76,Orthodox,2.12,45,2.94,57,2.8,39,66,1.1,1979,74
Justin Gonzales,145,72,Orthodox,6.67,80,0.87,43,14,73,100,0,1991,69
Fernando Gonzalez,170,68,Southpaw,4.47,47,4.03,65,0.86,33,43,1.4,1983,69
Jason Gonzalez,155,74,Southpaw,3.06,39,3.13,58,0,0,30,1,1990,74
Mikey Gonzalez,155,74,Orthodox,0.91,16,14.55,11,0,0,0,0,1985,71
Jared Gooden,170,77,Orthodox,6.67,47,11.2,49,1,100,100,0,1993,72
Lyman Good,170,74,Orthodox,5.34,48,4.01,63,0.27,100,75,0,1985,72
Eddie Gordon,185,76,Orthodox,2.03,32,2.57,60,1.93,83,63,0,1983,72
Alex Gorgees,155,74,Switch,0.67,32,2.27,38,0,0,54,0,1995,74
Malcolm Gordon,125,71,Switch,0.55,13,3.87,54,0,0,0,0,1990,67
Jared Gordon,145,68,Orthodox,5.54,56,3.22,60,2.81,39,55,0,1988,69
Thibault Gouti,155,72,Orthodox,3.68,34,5.64,50,1.23,80,83,0.3,1987,70
Jonathan Goulet,170,73,Orthodox,1.61,41,2.01,46,4.17,70,45,0.6,1979,72
Wilson Gouveia,185,76,Orthodox,3.02,39,4.06,56,0.9,66,57,2.2,1978,73
Damian Grabowski,241,75,Orthodox,4,36,7.65,51,0,0,0,0,1980,73
Roger Gracie,185,79,Orthodox,1.78,35,1.79,61,1.87,53,60,1.9,1981,76
Kron Gracie,145,70,Southpaw,5.15,41,8.13,53,0.88,25,0,0.9,1988,69
Miranda Granger,125,68,Orthodox,2.91,48,2.64,59,0,0,40,0,1992,67
Davey Grant,135,69,Orthodox,3.93,47,2.47,63,2.3,45,66,0.2,1985,68
TJ Grant,155,72,Orthodox,3.95,54,3.21,56,1.63,43,36,0.6,1984,70
Tony Gravely,135,69,Orthodox,3.69,55,3.16,42,5.6,51,50,0.8,1991,65
Alexa Grasso,125,66,Orthodox,4.96,43,3.61,64,0.28,40,60,0.6,1993,65
Shelton Graves,255,76,Southpaw,2.19,69,0.81,33,4.86,57,0,0,1985,74
Michael Graves,170,71,Orthodox,1.25,54,1.47,58,4.8,52,66,0.4,1991,70
Kevin Gray,125,67,Orthodox,3.45,62,4.48,66,0,0,0,0,1985,64
Dwight Grant,170,76,Switch,3.39,37,2.16,69,0.34,100,78,0,1984,73
Max Griffin,170,76,Orthodox,4.14,48,3.94,56,1.7,51,66,0.5,1985,71
Tyson Griffin,145,68,Orthodox,3.71,41,2.3,65,1.87,46,59,0.9,1984,66
Gabe Green,170,73,Switch,6.57,46,7.23,49,1,100,57,0.5,1993,70
Bobby Green,155,71,Orthodox,5.17,51,3.32,63,1.56,41,72,0.3,1986,70
Matt Grice,145,70,Orthodox,4.09,53,2.69,56,2.19,37,82,0.5,1981,68
Maurice Greene,258,80,Orthodox,4.12,44,4.37,45,0,0,28,0.6,1986,79
Desmond Green,155,73,Southpaw,3.7,46,2.51,69,1.62,50,75,0,1989,70
Forrest Griffin,205,77,Orthodox,4.38,36,2.81,61,1.05,48,57,0.7,1979,75
Jordan Griffin,145,73,Southpaw,2.6,46,3.18,48,0.78,23,42,1.8,1990,70
Chad Griggs,205,73,Orthodox,2.67,50,2.22,46,1.51,66,41,0,1978,73
Maxim Grishin,220,78,Orthodox,2.95,44,2.33,56,0.38,33,66,0,1984,75
Josh Grispi,145,74,Orthodox,1.44,41,3.71,50,1.97,36,16,2.2,1988,71
Kendall Grove,185,79,Orthodox,2.31,41,2.4,54,0.49,45,56,1.7,1982,78
Wang Guan,145,71,Orthodox,4.73,43,3.27,60,0,0,0,0,1986,69
Chris Gruetzemacher,155,68,Orthodox,7.02,57,5.54,55,0,0,62,0,1986,68
Vik Grujic,170,73,Orthodox,2.24,48,3.39,41,1.18,33,26,0.4,1977,71
Mike Grundy,145,72,Orthodox,2.15,43,4.09,58,4.25,38,100,0.6,1987,67
Shannon Gugerty,155,71,Orthodox,1.25,39,1.88,58,2.13,27,50,3.4,1981,70
Clay Guida,155,70,Orthodox,2.44,34,2.57,63,3.36,38,68,0.7,1981,67
Melvin Guillard,155,71,Orthodox,2.96,40,1.85,66,1.3,63,61,0.2,1983,69
Marcelo Guimaraes,185,73,Orthodox,4.67,51,4.41,62,1.99,13,0,0,1983,72
John Gunther,155,72,Orthodox,1.65,37,3.72,46,7.08,42,0,0,1985,69
Jorge Gurgel,155,69,Orthodox,3.37,32,3.62,62,0.81,23,60,0.5,1977,67
John Gunderson,155,69,Orthodox,1.04,27,1.71,58,1.67,33,11,2,1979,69
Alexander Gustafsson,205,79,Orthodox,4.02,40,3.42,51,1.54,39,83,0.4,1987,77
Chris Gutierrez,145,67,Orthodox,4.3,57,2.45,59,0.57,60,73,0.2,1991,69
Tim Hague,260,76,Orthodox,2.79,47,4.14,46,1.72,33,85,0.9,1983,76
Chelsea Hackett,125,66,Switch,2.58,51,4.85,46,0,0,57,0,1998,64
Mike Guymon,170,74,Orthodox,2.75,65,0.79,66,1.87,37,54,1.2,1974,72
Damir Hadzovic,155,70,Orthodox,2.99,46,2.99,66,0.68,60,39,0.2,1986,69
Ryan Hall,145,70,Southpaw,2.32,43,0.96,75,0.31,16,0,0.9,1985,70
Dennis Hallman,155,72,Orthodox,1.12,44,1.96,43,1.79,30,25,2.1,1975,69
Uriah Hall,185,79,Orthodox,3.34,51,3.54,53,0.67,38,69,0.2,1984,72
Piotr Hallmann,155,71,Orthodox,3.98,45,3.17,58,2.55,44,70,0.4,1987,69
Seo Hee Ham,115,62,Southpaw,4.2,39,5.15,61,0,0,66,0.2,1987,62
Anthony Hamilton,260,76,Orthodox,3.91,65,3.02,45,2.62,42,78,0,1980,77
Matt Hamill,205,76,Orthodox,3.69,42,3.8,61,3,34,91,0,1976,73
CJ Hamilton,125,68,Switch,2.47,31,3.93,58,0,0,62,0,1986,67
Jared Hamman,185,75,Orthodox,5.15,42,3.93,55,1.57,46,30,0,1982,75
Nasrat Haqparast,155,72,Southpaw,5.81,47,3.23,74,0.18,16,84,0,1995,70
Kay Hansen,115,63,Orthodox,3.57,59,3.03,54,2.19,25,100,1.6,1999,62
Antoni Hardonk,245,78,Orthodox,3.4,61,3.07,46,0,0,40,0.9,1976,76
Dan Hardy,170,74,Orthodox,2.46,35,3.44,51,0.73,35,35,0.4,1982,72
Greg Hardy,265,80,Orthodox,4.83,50,3.12,56,0.21,33,80,0,1988,77
Phil Harris,125,65,Orthodox,2.34,26,3.16,68,1.76,21,60,0,1983,64
Dale Hartt,155,69,Orthodox,1.14,35,1.55,66,1.22,100,25,2.5,1979,70
Walt Harris,250,77,Southpaw,2.95,38,3.43,54,0.3,28,72,0.1,1983,77
Gerald Harris,185,77,Southpaw,1.41,29,1.58,62,2.96,54,72,0,1979,71
Clay Harvison,170,74,Orthodox,3.29,48,3.91,58,0.66,100,68,1.3,1980,73
John Hathaway,170,75,Orthodox,3.4,40,1.8,62,2.61,43,60,0.9,1987,73
Phil Hawes,185,77,Orthodox,2.84,52,4.18,47,3.13,35,0,0,1989,72
Dustin Hazelett,170,76,Orthodox,2.24,40,3.51,46,0.55,50,25,4.1,1986,73
James Head,170,73,Orthodox,2.75,48,3.11,49,0.41,100,66,0.8,1984,73
Pat Healy,155,72,Orthodox,2.57,36,2.57,50,3.08,37,55,1.1,1983,72
David Heath,205,72,Orthodox,1.48,30,5.16,49,0.33,50,57,1,1976,71
Marcin Held,155,71,Orthodox,1.41,34,2.02,47,2.46,46,37,1.3,1992,69
Nick Hein,155,66,Southpaw,2.65,35,3.61,59,0.86,33,83,0,1984,66
Ian Heinisch,185,72,Orthodox,3.28,50,2.79,58,1.13,18,60,0.8,1988,71
Jake Hecht,170,73,Orthodox,3.26,47,2.76,56,2.04,37,40,0,1984,72
Benson Henderson,170,70,Southpaw,2.93,45,1.79,63,2.4,45,63,0.8,1983,69
Johny Hendricks,185,69,Southpaw,3.49,45,3.99,53,3.83,46,63,0.3,1983,69
Dan Henderson,185,74,Orthodox,2.44,47,2.7,51,1.52,52,57,0.3,1970,71
Luis Henrique,243,74,Orthodox,1.81,43,2.22,47,3.09,36,50,1,1993,74
Danny Henry,145,73,Orthodox,5.2,51,4.16,45,0.74,33,50,2.2,1988,72
Jai Herbert,155,77,Orthodox,1.83,30,2.61,48,0,0,33,0,1988,73
Ed Herman,205,77,Orthodox,3.32,49,3.35,43,2.21,48,60,1.2,1980,73
Dave Herman,242,77,Orthodox,4.98,60,3.78,48,1.49,100,58,0,1984,76
Jack Hermansson,185,77,Orthodox,5.03,44,3.46,54,1.96,34,75,0.7,1988,73
Alexander Hernandez,155,72,Orthodox,3.57,35,3.81,59,1.6,38,62,0,1992,69
Anthony Hernandez,185,75,Orthodox,4.92,55,5.09,47,3.76,66,70,1.9,1993,72
Nohelin Hernandez,135,71,Orthodox,1.32,34,2.63,52,0.71,50,37,0,1994,70
Alvaro Herrera Mendoza,155,74,Orthodox,1.89,38,3.4,55,0,0,33,1.1,1990,72
Geane Herrera,125,66,Orthodox,1.51,31,5.07,52,0.83,37,38,0.6,1990,65
Felice Herrig,115,65,Orthodox,3.63,36,4.84,49,1.18,30,72,0.9,1984,64
Heath Herring,250,78,Orthodox,2.37,50,1.77,54,1.22,50,32,0.7,1978,76
Clint Hester,205,77,Orthodox,3.36,42,3.44,56,1.02,35,60,0,1986,74
Marcus Hicks,155,64,Southpaw,1.42,43,3.06,61,2.7,53,25,4,1975,66
Jimy Hettes,145,71,Southpaw,3.47,57,3.5,57,5.2,44,61,1.4,1987,69
Jay Hieron,170,75,Orthodox,1.66,32,1.89,61,4.05,60,66,1,1976,72
Jason High,155,73,Southpaw,1.28,42,1.56,48,2.36,63,37,2.8,1981,68
Jamahal Hill,205,79,Southpaw,7.9,52,3.15,49,0,0,53,0,1991,76
Kailan Hill,185,77,Southpaw,2.6,53,4.8,37,3,42,0,0,1994,73
Angela Hill,115,64,Orthodox,5.66,50,4.98,64,0.45,36,76,0.1,1985,63
Hatsu Hioki,145,73,Orthodox,2.42,42,2.12,65,2.55,56,54,0.6,1983,71
Kuniyoshi Hironaka,168,70,Orthodox,1.98,40,3.01,54,1.91,30,25,0.6,1976,70
Mizuto Hirota,155,67,Orthodox,3.36,40,3.5,54,1.36,50,58,0.1,1981,67
Corey Hill,155,80,Orthodox,3.57,46,1.61,70,3.02,80,100,0,1978,76
Matt Hobar,135,70,Southpaw,3.23,42,4.27,52,3.66,44,50,0,1987,70
Kevin Holland,185,81,Orthodox,4.14,56,2.58,56,1.08,45,51,0.7,1992,75
Andrew Holbrook,155,70,Southpaw,2.2,49,3,54,0.85,18,10,2.1,1986,71
Max Holloway,145,69,Orthodox,7.26,46,4.58,60,0.21,71,84,0.3,1991,71
Holly Holm,135,69,Southpaw,3.16,38,2.8,57,0.81,30,76,0.1,1981,68
Kurt Holobaugh,155,70,Orthodox,4.51,42,4.28,46,0.97,36,45,0.7,1986,71
Paddy Holohan,125,69,Orthodox,2.13,46,2.81,46,2.88,47,71,1.3,1988,70
Scott Holtzman,155,69,Orthodox,4.44,49,3.47,54,2.16,58,66,0.2,1983,69
Sabah Homasi,170,72,Orthodox,4.98,48,6.91,47,2.8,50,66,0,1988,72
Barb Honchak,125,65,Orthodox,4.04,30,4.67,66,0,0,0,1.3,1979,64
Mark Hominick,145,68,Orthodox,4.08,42,4.18,69,0.25,66,71,0.9,1982,68
Chris Honeycutt,170,73,,2.99,44,1.41,66,3.4,45,75,0,1988,70
Chase Hooper,145,74,Southpaw,4.43,45,3.95,38,0.32,7,66,2.2,1999,73
Dan Hooker,155,75,Switch,4.95,48,4.92,51,0.72,34,79,0.3,1990,72
Yoshinori Horie,145,70,Orthodox,2.76,49,5.65,48,0,0,0,0,1995,68
Kyoji Horiguchi,125,66,Orthodox,3.6,45,2.45,62,2,44,55,0,1990,65
Chris Horodecki,155,69,Orthodox,4.59,41,3.16,65,1.52,55,37,0.9,1987,69
Jeremy Horn,185,74,Orthodox,1.19,39,1.99,55,1.83,38,29,1.1,1975,73
Jeff Hougland,135,68,Orthodox,1.86,48,3.46,47,0.86,18,0,1.1,1978,67
Darrell Horcher,155,70,Southpaw,2.05,44,4.21,39,0.35,50,47,0.7,1987,70
John Howard,170,72,Orthodox,2.15,50,3.08,51,2.7,49,53,0.4,1983,67
Carlos Huachin,135,67,Southpaw,2.1,21,4.8,50,0,0,66,0,1996,64
Brady Huang,135,69,Orthodox,4.62,37,10.77,30,0,0,0,0,1992,69
Collin Huckbody,185,76,Orthodox,2.05,60,2.73,42,10.23,100,0,20.4,1994,75
Austin Hubbard,155,71,Orthodox,3.45,48,2.58,58,0.76,60,53,0,1991,70
Jeff Hughes,250,77,Orthodox,3.95,51,3.67,60,0.71,50,45,0,1988,74
Matt Hughes,170,73,Switch,2.14,53,1.36,53,2.95,50,35,1.2,1973,69
Roger Huerta,155,70,Orthodox,3.64,36,2.33,56,2.13,46,52,0.5,1983,69
Sam Hughes,115,64,Orthodox,4,37,10.4,49,0,0,0,0,1992,65
Harry Hunsucker,241,75,Orthodox,4.33,51,8.44,41,0,0,0,0,1989,74
Mark Hunt,265,72,Orthodox,2.81,43,2.9,51,0.51,55,64,0.2,1974,70
Khadis Ibragimov,205,78,Orthodox,3.55,49,4.26,47,0.97,30,80,0.3,1995,75
Al Iaquinta,155,70,Orthodox,4.06,40,4.44,61,0.64,18,74,0.2,1987,70
Dan Ige,145,71,Orthodox,3.95,46,3.36,58,1.68,27,59,0.5,1991,67
Zelim Imadaev,170,76,Orthodox,2.91,36,4.35,43,0.38,50,60,0,1995,72
Nassourdine Imavov,185,75,Orthodox,4.17,61,2.03,59,0.5,12,60,2,1995,75
Naoki Inoue,125,71,Orthodox,3.67,35,3.37,60,0,0,60,2.5,1997,69
Inoue Mizuki,125,65,Orthodox,5,50,6.87,48,0,0,66,0,1994,63
James Irvin,205,75,Orthodox,2.03,48,3.86,35,0,0,36,0.5,1978,74
