fighter_name,Weight,Reach,Stance,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,birthyear,height_inches
Gregory Rodrigues,185,75,Orthodox,6.04,56,7.77,52,0,0,0,0,1992,75
Yair Rodriguez,145,71,Orthodox,4.33,45,3.13,57,0.9,29,63,0.9,1992,71
Marina Rodriguez,115,65,Orthodox,4.86,50,3.16,53,0.36,33,59,0.2,1987,66
Daniel Rodriguez,170,74,Southpaw,7.68,46,6.12,57,1.34,62,90,0.3,1986,73
Mike Rodriguez,205,82,Southpaw,4.61,59,3.39,40,0,0,41,0,1988,76
Ray Rodriguez,135,70,Orthodox,0.9,27,3.89,40,1.42,50,44,0,1987,67
Luis Rodriguez,125,65,Orthodox,1.27,37,3.2,54,2,50,100,2,1999,66
Drako Rodriguez,135,69,Orthodox,2.57,35,2.57,26,2.75,100,0,2.8,1996,68
Victor Rodriguez,135,67,Switch,2.17,46,6.14,50,0,0,0,0,1992,65
Brett Rogers,265,81,Orthodox,3.17,44,3.2,46,0,0,58,0,1981,77
Max Rohskopf,155,71,Orthodox,1.7,31,5.8,42,3,33,0,1.5,1994,73
Marcos Rogerio de Lima,253,75,Orthodox,3.78,54,2.53,54,0.71,60,43,0.7,1985,73
Marcelo Rojo,145,71,Orthodox,5.1,36,7.3,51,1.03,50,100,0,1988,68
Shane Roller,155,72,Orthodox,2.04,34,2.65,60,2.46,33,42,1.9,1979,70
Alexandr Romanov,262,75,Southpaw,4.31,39,1.76,43,6.35,66,0,3.2,1990,74
Ricardo Romero,205,76,Orthodox,2.17,55,4.77,46,1.63,10,100,3.3,1978,72
Yoel Romero,185,73,Southpaw,3.44,49,3.05,60,1.57,30,78,0,1977,72
Anthony Romero,155,70,Orthodox,5.87,52,4,65,2,22,100,0,1997,71
Mara Romero Borella,125,69,Orthodox,2.54,37,2.48,71,1.83,44,66,0.2,1986,66
Jesse Ronson,170,70,Southpaw,3.54,49,2.99,59,0.63,40,61,0.6,1985,70
George Roop,135,72,Orthodox,3.43,34,2.47,60,1.05,57,59,0.1,1981,73
Aaron Rosa,205,77,Orthodox,4.03,47,4.41,45,0.36,33,85,0.4,1983,76
Charles Rosa,145,69,Switch,3.11,37,3.78,48,1.76,32,40,1,1986,69
Karol Rosa,135,67,Orthodox,7.73,52,5.51,48,2,60,90,0,1994,65
Hilarie Rose,115,63,Orthodox,2.33,33,6.13,44,0,0,100,0,1992,63
Jared Rosholt,265,75,Orthodox,2.08,46,1.52,59,1.83,41,66,0.1,1986,74
Ben Rothwell,265,78,Orthodox,3.55,41,4.57,46,0.63,33,69,0.3,1981,76
Khalil Rountree Jr.,205,76,Southpaw,3.06,38,3.63,49,0,0,50,0.2,1990,73
Ronda Rousey,135,66,Orthodox,4.17,52,4.14,44,6.26,68,50,4.8,1987,67
Philip Rowe,170,80,Orthodox,4.99,60,5.34,51,1.19,33,25,0,1990,75
Brandon Royval,125,68,Southpaw,3.77,46,2.88,47,0.79,100,53,2.4,1992,69
Jairzinho Rozenstruik,242,78,Orthodox,3.14,48,3.48,39,0,0,80,0,1988,76
Mauricio Rua,205,76,Orthodox,3.57,50,2.71,54,2.12,48,47,0.8,1981,73
Mike Russow,255,73,Orthodox,1.55,47,2.9,59,4.66,43,0,0.7,1976,73
Danny Sabatello,135,71,Orthodox,2.07,57,0.2,25,3,75,100,1,1993,70
Amir Sadollah,170,75,Orthodox,4.71,46,3.55,60,0.57,27,60,0.3,1980,70
Saparbeg Safarov,185,78,Orthodox,4.03,48,2.96,47,2.52,41,33,0,1986,73
Frankie Saenz,135,66,Orthodox,3.94,47,3.5,52,1.74,31,61,0.1,1980,66
Jason Saggo,155,71,Orthodox,2.5,39,2.94,52,2.33,40,23,0,1985,71
Tarec Saffiedine,170,70,Switch,4.05,47,3.06,62,0.52,36,84,0.1,1986,70
Lukasz Sajewski,155,71,Orthodox,2.06,35,3.88,57,1.01,25,66,0,1990,68
Ovince Saint Preux,205,80,Southpaw,2.68,46,3.03,45,1.19,40,66,0.6,1983,75
Augusto Sakai,265,77,Orthodox,5.32,48,4.02,50,0.15,50,66,0,1991,75
Gokhan Saki,205,73,Orthodox,7.09,58,4.57,53,0,0,100,0,1983,72
Alessio Sakara,185,72,Orthodox,3.96,47,2.8,59,2.18,78,62,0,1981,72
Justin Salas,155,70,Southpaw,3.42,43,2.96,68,2.43,20,0,0,1982,68
Luis Saldana,145,73,Orthodox,7.17,59,1.21,78,0,0,0,0,1991,71
Muslim Salikhov,170,70,Orthodox,2.85,46,2.29,67,0.87,30,80,0,1984,71
Boston Salmon,135,69,Southpaw,4.13,37,7.75,59,0,0,100,0,1990,69
John Salter,185,74,Southpaw,1.68,32,1.68,68,2.85,46,66,0.5,1985,73
Josh Samman,185,79,Orthodox,2.08,52,2.47,34,1.09,33,33,0.4,1988,75
Josh Sampo,125,64,Orthodox,1.99,36,2.96,55,1.06,33,40,2.1,1984,64
Eddie Sanchez,230,74,Orthodox,3.45,43,3.3,43,1.13,26,42,0,1982,74
Diego Sanchez,170,72,Southpaw,2.69,37,3.02,56,1.51,24,46,0.8,1981,70
Joby Sanchez,135,68,Orthodox,3.22,36,2.82,63,0.95,71,51,0.4,1991,66
Emmanuel Sanchez,145,71,,4.45,35,4.17,55,0.25,6,16,0.5,1990,69
Andrew Sanchez,185,74,Orthodox,4.48,42,5.05,51,1.92,31,100,0,1988,73
Robert Sanchez,125,66,Orthodox,0.96,40,1.78,46,3.61,62,50,0.7,1986,66
Jerrod Sanders,135,72,Orthodox,0.88,64,1.14,46,2.2,33,50,1.6,1979,68
Cory Sandhagen,135,70,Switch,6.85,48,3.89,59,1.07,50,30,0.5,1992,71
Luke Sanders,135,67,Southpaw,6.21,51,4.11,53,0.31,20,66,0.3,1985,66
Hector Sandoval,125,64,Orthodox,3.31,52,2.33,65,3.49,25,71,1.4,1986,62
Duda Santana,145,73,Orthodox,6.01,39,2.72,73,6.44,60,0,0,1996,67
Mike Santiago,145,69,Orthodox,3.44,49,3.58,36,2.66,50,53,1.1,1989,70
Shaheen Santana,155,75,Orthodox,0.82,42,1.65,40,0,0,0,2.8,1991,73
Jorge Santiago,170,75,Orthodox,1.69,35,2.62,56,0.58,30,52,0.8,1980,73
Richie Santiago,135,67,Southpaw,3.87,49,4.87,42,0,0,25,0,1992,67
Iliarde Santos,125,67,Orthodox,3,30,6.1,57,1.66,23,83,0,1980,65
Thiago Santos,205,76,Orthodox,4.27,48,2.33,55,0.7,38,66,0.1,1984,74
Evangelista Santos,170,76,Orthodox,3.94,36,6.01,49,0.78,100,50,0.4,1977,70
Leonardo Santos,155,75,Orthodox,2.65,44,2.77,58,1.07,29,89,0.3,1980,72
Taila Santos,125,68,Orthodox,3.52,48,2.22,59,2,80,85,1,1993,66
Daniel Sarafian,185,73,Orthodox,2.23,46,3.1,58,0.36,7,53,0.7,1982,69
Yuta Sasaki,125,71,Southpaw,2.16,41,2.5,50,3.03,43,41,1.2,1989,70
Paul Sass,155,73,Orthodox,0.53,26,1.9,51,0.53,16,33,7.4,1988,72
Takashi Sato,170,73,Southpaw,3.16,37,4.81,50,0.53,50,75,0,1990,70
Ben Saunders,170,77,Orthodox,3.23,50,3.58,51,0.2,40,66,1.3,1983,74
Matt Sayles,145,68,Orthodox,5.44,42,3.13,61,0,0,81,0.4,1994,67
Eric Schafer,185,76,Orthodox,1.89,34,3.38,56,1.81,36,50,1.8,1977,75
Brendan Schaub,245,78,Orthodox,2.92,37,2.22,57,2.32,46,72,0.4,1983,76
Matt Schnell,125,70,Orthodox,4.2,36,4.02,62,0.48,33,53,1.2,1990,68
Justin Scoggins,125,66,Southpaw,3.56,51,2.16,55,3.42,63,82,0.5,1992,67
Brad Scott,170,76,Orthodox,3.52,41,4.31,57,0.32,15,63,0.7,1989,73
Neil Seery,125,64,Orthodox,3.56,41,3.79,58,0.78,27,53,1.6,1979,64
Stefan Sekulic,170,75,Southpaw,1.47,37,2.4,57,1,20,33,0,1992,72
Pete Sell,170,75,Orthodox,2.6,42,3.65,51,0.91,21,47,0.9,1982,71
Matthew Semelsberger,170,75,Switch,7.93,50,5.31,56,1.97,100,100,1,1992,73
Mackens Semerzier,145,72,Orthodox,2.91,45,3.48,46,2.14,50,50,2.1,1980,69
Alex Serdyukov,170,74,Orthodox,4.94,48,3.1,46,1.84,55,67,1.8,1980,74
Fredy Serrano,125,65,Orthodox,1.58,26,1.89,61,2.84,25,84,0,1979,63
Matt Serra,170,68,Orthodox,1.98,39,2.64,46,2.05,20,38,0.9,1974,66
Leon Shahbazyan,170,74,Orthodox,6.33,52,8.18,32,1.46,50,0,0,1995,76
Edmen Shahbazyan,185,74,Orthodox,3.85,51,4.31,49,4.44,40,58,0.5,1997,74
Liliya Shakirova,125,65,Orthodox,2.7,30,2.58,74,0,0,0,0,1991,64
Kamal Shalorus,155,68,Orthodox,3.06,32,2.99,70,2.07,50,80,0,1972,68
Ken Shamrock,205,72,Orthodox,1.47,46,4.3,39,0.94,60,44,2.5,1964,73
Eric Shelton,125,68,Orthodox,2.57,42,1.88,63,2.83,51,46,0.2,1991,66
Chase Sherman,250,78,Orthodox,6.02,45,5.55,52,0,0,77,0,1989,76
Sean Sherk,155,67,Orthodox,2.17,35,2.71,55,4.09,46,56,0.4,1973,66
Antonina Shevchenko,125,67,Southpaw,4.09,56,2.51,54,0.65,60,56,0.7,1984,68
Henrique Shiguemoto,185,72,Orthodox,3.6,33,6,16,0,0,50,0,1989,71
Valentina Shevchenko,125,66,Southpaw,2.98,50,2.03,62,2.21,58,75,0.3,1988,65
Jake Shields,170,72,Orthodox,2.45,36,1.8,56,2.83,29,35,1.2,1979,72
Jack Shore,135,71,Orthodox,3.69,54,0.59,76,5.16,46,0,1.5,1995,68
Sam Sicilia,145,67,Orthodox,2.46,33,3.55,59,1.45,43,70,0.9,1986,68
Steven Siler,145,70,Orthodox,3.21,41,2.96,54,0.47,21,55,1.6,1987,71
Thiago Silva,205,74,Orthodox,3.92,50,2.55,67,1.03,47,70,0.7,1982,74
Anderson Silva,185,77,Southpaw,3.05,61,2.05,60,0.5,77,69,0.8,1975,74
Wanderlei Silva,205,74,Orthodox,2.79,40,2.19,60,0.97,53,62,0.6,1976,71
Leandro Silva,155,72,Orthodox,2.39,48,2.08,63,1.76,37,65,0.4,1985,69
Claudio Silva,170,71,Southpaw,3.14,42,3.12,43,3.01,28,66,1.6,1982,71
Antonio Silva,264,82,Orthodox,2.89,45,3.09,50,0.82,29,66,0.8,1979,76
Erick Silva,170,74,Orthodox,2.5,48,4.18,49,0.85,35,56,1.4,1984,72
Joaquim Silva,155,69,Southpaw,3.92,37,4.43,56,0.24,50,64,0.7,1989,68
Felipe Silva,155,77,Orthodox,5.4,50,1.8,59,1,100,71,0,1984,72
Jacob Silva,125,67,Orthodox,4.17,44,4.92,56,1.51,100,66,0,1988,65
Gabriel Silva,135,71,Orthodox,1.3,34,3.47,45,1.5,25,38,0.5,1994,66
Douglas Silva de Andrade,145,68,Orthodox,3.77,38,4.26,58,0.7,50,66,0,1985,67
Jamey Simmons,145,70,Orthodox,0.52,50,2.08,50,0,0,100,0,1992,66
Elias Silverio,155,73,Orthodox,3.67,49,2.97,51,1.62,38,85,0.2,1986,71
Aaron Simpson,170,73,Orthodox,3.6,52,2.53,56,3.78,34,83,0.5,1974,72
Ricky Simon,135,69,Orthodox,3.08,42,3.13,64,6.93,54,72,0.4,1992,66
Tony Sims,155,70,Southpaw,1.81,63,0.76,65,0.71,50,50,0.7,1985,71
Everett Sims,260,77,Southpaw,0.81,66,2.19,30,0,0,42,1.2,1988,77
Elvis Sinosic,205,77,Orthodox,1.13,37,4.6,53,0,0,0,1.2,1971,75
Rory Singer,185,77,Orthodox,2.55,39,2.42,63,0.39,25,64,0.8,1976,74
Dennis Siver,145,70,Orthodox,3.87,32,2.67,65,0.87,32,65,0.3,1979,66
Chas Skelly,145,72,Orthodox,2.02,40,3.35,48,1.71,34,33,2.4,1985,71
Scott Smith,185,70,Orthodox,1.9,27,5.87,50,0.12,6,58,0.5,1979,72
Trevor Smith,185,75,Orthodox,3.29,55,3.31,51,1.7,32,60,0.7,1981,75
Anthony Smith,205,76,Orthodox,2.94,46,4.38,42,0.49,28,51,0.7,1988,76
Colton Smith,155,71,Orthodox,1.64,41,2.3,51,4.09,36,25,1.4,1987,72
Devonte Smith,155,76,Orthodox,5.64,55,2.65,59,0.74,100,100,0.7,1993,69
Leslie Smith,135,66,Orthodox,7.56,40,8.41,51,0,0,62,0,1982,69
Cole Smith,135,67,Orthodox,1.78,35,1.96,49,1.67,33,45,1.7,1989,71
Nate Smith,125,69,Switch,1.28,38,2.04,35,0,0,33,2.3,1995,66
Dmitrii Smoliakov,253,74,Switch,1.44,42,3.81,55,0,0,75,0,1982,74
Louis Smolka,135,68,Orthodox,4.44,46,3.74,53,1.84,37,31,1.9,1991,69
Richie Smullen,155,68,Orthodox,1.98,77,2.26,65,8.49,66,0,0,1991,69
Devin Smyth,170,72,Switch,2.6,68,6.73,25,4,26,100,0,1995,70
Renato Sobral,205,75,Orthodox,2.23,45,1.53,57,2.48,42,65,2.6,1975,73
Peter Sobotta,170,75,Southpaw,2.14,40,2.9,58,1.53,32,77,0.5,1987,72
Rameau Thierry Sokoudjou,205,78,Orthodox,2.26,45,2.61,56,1.93,47,78,0.9,1984,70
Joe Solecki,155,70,Orthodox,3.62,74,0.93,51,3.31,62,0,1.3,1993,69
Chael Sonnen,205,73,Southpaw,3.08,43,1.1,62,3.81,59,66,0.4,1977,73
Song Kenan,170,71,Orthodox,4.39,46,4.37,54,0,0,50,0,1990,72
Song Yadong,145,67,Orthodox,4.35,42,3.64,57,0.59,75,56,0.4,1997,68
Jin Soo Son,135,69,Orthodox,5.1,36,7.63,52,1.5,25,100,0,1993,66
Punahele Soriano,185,72,Southpaw,4.46,43,2.86,52,2.6,66,0,0,1992,71
Dmitry Sosnovskiy,240,77,Orthodox,2.95,70,2.53,35,3.16,66,100,3.2,1989,75
Ben Sosoli,265,72,Southpaw,2.31,31,4.3,47,0,0,0,0,1989,72
Greg Soto,170,73,Orthodox,3.21,63,2.61,52,1.49,27,44,1,1986,71
George Sotiropoulos,155,71,Orthodox,2.61,27,2.52,67,2.32,31,53,1.6,1977,70
Krzysztof Soszynski,205,77,Open Stance,3.37,39,3.13,58,0.52,25,71,1,1977,73
Joe Soto,135,65,Orthodox,3.36,41,5.37,67,0.85,21,70,1.9,1987,66
Andre Soukhamthath,135,70,Orthodox,2.77,44,4.31,49,1.25,53,58,0.2,1988,69
Edimilson Souza,145,74,Orthodox,4.65,44,2.91,58,0,0,50,0,1984,72
Mario Souza,185,79,Orthodox,3.4,60,0.93,54,0,0,0,1,1996,75
Livinha Souza,115,63,Orthodox,2.06,45,3.38,62,2.4,44,40,1.2,1991,63
Jacare Souza,185,72,Orthodox,2.53,46,2.85,62,2.55,39,60,1.4,1979,73
Ryan Spann,205,79,Orthodox,3.55,45,3.45,47,1.72,41,60,1.7,1991,77
Tommy Speer,170,71,Orthodox,2.56,51,5.12,35,2.02,33,33,0,1984,70
Sean Spencer,170,74,Orthodox,4.24,32,4.02,60,0.14,33,68,0,1987,70
Felicia Spencer,145,68,Orthodox,3.02,45,5.57,43,0.64,10,14,0.3,1990,66
Daniel Spitz,245,82,Orthodox,2.6,35,5.3,46,0.74,66,0,0,1990,79
Eric Spicely,185,73,Orthodox,3.71,45,5.72,55,1.31,20,75,1,1986,73
Serghei Spivac,260,78,Orthodox,3.58,49,2.84,58,3.7,63,75,0.3,1995,75
Daniel Spohn,205,79,Southpaw,2.42,49,1.6,53,0,0,28,2.5,1984,76
Austin Springer,145,71,Orthodox,3.54,57,3.15,41,3.37,40,100,0.8,1987,68
Georges St-Pierre,185,76,Orthodox,3.78,53,1.4,72,4.16,74,83,1.1,1981,71
Ron Stallings,170,75,Southpaw,3.22,60,3.26,51,0,0,71,0,1983,74
Cody Stamann,145,64,Orthodox,4.14,48,3.18,63,3.03,46,80,0,1989,66
Brian Stann,205,74,Orthodox,3.28,42,2.65,59,0.12,12,60,0.3,1980,73
Josh Stansbury,205,74,Orthodox,3.22,54,3.54,54,0,0,87,1,1984,74
Kalib Starnes,185,74,Orthodox,2.71,48,4.43,53,1.46,33,25,0.6,1975,75
Clifford Starks,185,78,Orthodox,1.94,33,2.49,58,1.94,100,60,0,1981,72
Damian Stasiak,135,70,Orthodox,1.86,36,3.1,52,2.64,35,43,0.6,1990,65
Laureano Staropoli,170,71,Orthodox,4.4,34,4.58,53,0.25,20,57,0,1993,73
Ricky Steele,135,74,Orthodox,4.07,70,2.93,50,0,0,91,0,1988,69
Dominique Steele,170,74,Orthodox,2.32,49,2.42,50,2.95,42,76,0,1988,70
Steve Steinbeiss,185,75,Orthodox,3.92,55,1.86,49,0.44,50,58,0,1981,75
Aljamain Sterling,135,71,Orthodox,4.84,49,2.2,63,1.77,24,41,0.9,1989,67
Jeremy Stephens,145,71,Orthodox,3.18,40,3.06,58,1.16,38,65,0.4,1986,69
Joe Stevenson,145,70,Orthodox,2.05,44,2.44,60,2.75,44,39,2.2,1982,67
Maia Stevenson,115,62,Orthodox,1.57,54,3.13,33,3.91,100,50,0,1982,64
Darren Stewart,185,74,Orthodox,3.09,44,3.09,50,1.5,40,65,0.1,1990,72
Kyle Stewart,170,76,Orthodox,1.41,35,2.42,43,1.32,20,60,0,1989,72
Lazar Stojadinovic,145,68,Southpaw,1.82,29,1.97,59,0,0,0,0,1989,67
Julija Stoliarenko,135,66,,2.1,34,3.87,50,0,0,66,0.5,1993,67
Dustin Stoltzfus,185,75,Orthodox,2.48,57,3.93,48,0.78,12,62,0.8,1991,72
Niklas Stolze,170,74,Switch,2,41,1.93,56,1,100,66,0,1992,73
Ken Stone,135,71,Southpaw,3.85,49,2.9,48,1.24,33,60,0.6,1982,68
