"raceId","driverId","driverRef","constructorId","constructorRef","grid","position","points","fastestLapSpeed","stop","driver_highlight"
1071,817,"ricciardo",1,"mclaren",11,0,0,"208.379",1,"Other"
1071,840,"stroll",117,"aston_martin",14,0,0,"205.887",1,"Other"
1051,1,"hamilton",131,"mercedes",1,1,25,"227.633",1,"hamilton"
1051,830,"max_verstappen",9,"red_bull",7,2,19,"232.799",1,"max_verstappen"
1051,4,"alonso",214,"alpine",3,3,15,"223.437",1,"Other"
1051,815,"perez",9,"red_bull",11,4,12,"226.227",1,"Other"
1051,839,"ocon",214,"alpine",9,5,10,"222.464",1,"Other"
1051,840,"stroll",117,"aston_martin",12,6,8,"221.713",1,"Other"
1051,832,"sainz",6,"ferrari",5,7,6,"223.726",1,"Other"
1051,844,"leclerc",6,"ferrari",13,8,4,"223.765",1,"Other"
1051,846,"norris",1,"mclaren",4,9,2,"225.876",1,"Other"
1051,20,"vettel",117,"aston_martin",10,10,1,"224.078",1,"Other"
1051,842,"gasly",213,"alphatauri",2,11,0,"222.572",1,"Other"
1051,817,"ricciardo",1,"mclaren",14,12,0,"222.115",1,"Other"
1051,852,"tsunoda",213,"alphatauri",8,13,0,"222.510",1,"Other"
1051,8,"raikkonen",51,"alfa",16,14,0,"224.275",1,"Other"
1051,841,"giovinazzi",51,"alfa",18,15,0,"220.534",1,"Other"
1051,854,"mick_schumacher",210,"haas",19,16,0,"219.065",1,"Other"
1051,847,"russell",3,"williams",15,17,0,"225.818",1,"Other"
1051,853,"mazepin",210,"haas",20,18,0,"221.754",1,"Other"
1051,849,"latifi",3,"williams",17,0,0,"218.275",1,"Other"
1051,822,"bottas",131,"mercedes",6,0,0,"221.992",1,"Other"
1072,1,"hamilton",131,"mercedes",1,1,26,"244.962",1,"hamilton"
1072,830,"max_verstappen",9,"red_bull",3,2,18,"242.943",1,"max_verstappen"
1072,822,"bottas",131,"mercedes",2,3,15,"243.155",1,"Other"
1072,839,"ocon",214,"alpine",9,4,12,"242.125",1,"Other"
1072,817,"ricciardo",1,"mclaren",11,5,10,"239.725",1,"Other"
1072,842,"gasly",213,"alphatauri",6,6,8,"240.813",1,"Other"
1072,844,"leclerc",6,"ferrari",4,7,6,"242.643",1,"Other"
1072,832,"sainz",6,"ferrari",15,8,4,"241.983",1,"Other"
1072,841,"giovinazzi",51,"alfa",10,9,2,"239.340",1,"Other"
1072,846,"norris",1,"mclaren",7,10,1,"241.817",1,"Other"
1072,840,"stroll",117,"aston_martin",18,11,0,"239.498",1,"Other"
1072,849,"latifi",3,"williams",16,12,0,"239.635",1,"Other"
1072,4,"alonso",214,"alpine",13,13,0,"242.558",1,"Other"
1072,852,"tsunoda",213,"alphatauri",8,14,0,"240.269",1,"Other"
1072,8,"raikkonen",51,"alfa",12,15,0,"239.565",1,"Other"
1072,20,"vettel",117,"aston_martin",17,0,0,"236.375",1,"Other"
1072,815,"perez",9,"red_bull",5,0,0,"236.104",1,"Other"
1072,853,"mazepin",210,"haas",20,0,0,"229.036",1,"Other"
1072,847,"russell",3,"williams",14,0,0,"231.211",1,"Other"
1072,854,"mick_schumacher",210,"haas",19,0,0,"231.421",NA,"Other"
1073,830,"max_verstappen",9,"red_bull",1,1,26,"220.800",1,"max_verstappen"
1073,1,"hamilton",131,"mercedes",2,2,18,"219.495",1,"hamilton"
1073,832,"sainz",6,"ferrari",5,3,15,"216.982",1,"Other"
1073,852,"tsunoda",213,"alphatauri",8,4,12,"217.285",1,"Other"
1073,842,"gasly",213,"alphatauri",12,5,10,"217.668",1,"Other"
1073,822,"bottas",131,"mercedes",6,6,8,"218.871",1,"Other"
1073,846,"norris",1,"mclaren",3,7,6,"219.123",1,"Other"
1073,4,"alonso",214,"alpine",11,8,4,"217.010",1,"Other"
1073,839,"ocon",214,"alpine",9,9,2,"215.431",1,"Other"
1073,844,"leclerc",6,"ferrari",7,10,1,"214.983",1,"Other"
1073,20,"vettel",117,"aston_martin",15,11,0,"215.299",1,"Other"
1073,817,"ricciardo",1,"mclaren",10,12,0,"214.280",1,"Other"
1073,840,"stroll",117,"aston_martin",13,13,0,"214.657",1,"Other"
1073,854,"mick_schumacher",210,"haas",19,14,0,"212.522",1,"Other"
1073,815,"perez",9,"red_bull",4,15,0,"219.993",1,"Other"
1073,849,"latifi",3,"williams",16,0,0,"212.912",1,"Other"
1073,841,"giovinazzi",51,"alfa",14,0,0,"212.557",1,"Other"
1073,847,"russell",3,"williams",17,0,0,"209.732",NA,"Other"
1073,8,"raikkonen",51,"alfa",18,0,0,"211.951",1,"Other"
1073,853,"mazepin",210,"haas",20,0,0,"\N",NA,"Other"
