player,level,gender,division,team_name,statistic,value
Sofia Canoutas-Nadel,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Turns,2
Sofia Canoutas-Nadel,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Ds,6
Sofia Canoutas-Nadel,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Assists,1
Sofia Canoutas-Nadel,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Points,12
Sofia Canoutas-Nadel,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Plus Minus,17
Logan Piercy,D1,Men,Division 1 Men,Penn State Spank,Turns,7
Logan Piercy,D1,Men,Division 1 Men,Penn State Spank,Ds,11
Logan Piercy,D1,Men,Division 1 Men,Penn State Spank,Assists,2
Logan Piercy,D1,Men,Division 1 Men,Penn State Spank,Points,11
Logan Piercy,D1,Men,Division 1 Men,Penn State Spank,Plus Minus,17
Julia Berard,D1,Women,Division 1 Women,Oregon Fugue,Turns,2
Julia Berard,D1,Women,Division 1 Women,Oregon Fugue,Ds,3
Julia Berard,D1,Women,Division 1 Women,Oregon Fugue,Assists,5
Julia Berard,D1,Women,Division 1 Women,Oregon Fugue,Points,11
Julia Berard,D1,Women,Division 1 Women,Oregon Fugue,Plus Minus,17
Erica Collin,D3,Women,Division 3 Women,St Olaf Vortex,Turns,7
Erica Collin,D3,Women,Division 3 Women,St Olaf Vortex,Ds,6
Erica Collin,D3,Women,Division 3 Women,St Olaf Vortex,Assists,5
Erica Collin,D3,Women,Division 3 Women,St Olaf Vortex,Points,13
Erica Collin,D3,Women,Division 3 Women,St Olaf Vortex,Plus Minus,17
Elan Siegler,D3,Men,Division 3 Men,Whitman Sweets,Turns,5
Elan Siegler,D3,Men,Division 3 Men,Whitman Sweets,Ds,0
Elan Siegler,D3,Men,Division 3 Men,Whitman Sweets,Assists,13
Elan Siegler,D3,Men,Division 3 Men,Whitman Sweets,Points,9
Elan Siegler,D3,Men,Division 3 Men,Whitman Sweets,Plus Minus,17
Ben Dameron,D1,Men,Division 1 Men,North Carolina Darkside,Turns,14
Ben Dameron,D1,Men,Division 1 Men,North Carolina Darkside,Ds,3
Ben Dameron,D1,Men,Division 1 Men,North Carolina Darkside,Assists,22
Ben Dameron,D1,Men,Division 1 Men,North Carolina Darkside,Points,6
Ben Dameron,D1,Men,Division 1 Men,North Carolina Darkside,Plus Minus,17
Abigail Shilts,D1,Women,Division 1 Women,California - San Diego D-Co,Turns,18
Abigail Shilts,D1,Women,Division 1 Women,California - San Diego D-Co,Ds,9
Abigail Shilts,D1,Women,Division 1 Women,California - San Diego D-Co,Assists,7
Abigail Shilts,D1,Women,Division 1 Women,California - San Diego D-Co,Points,19
Abigail Shilts,D1,Women,Division 1 Women,California - San Diego D-Co,Plus Minus,17
Aaron Kaplan,D1,Men,Division 1 Men,Oregon EGO,Turns,7
Aaron Kaplan,D1,Men,Division 1 Men,Oregon EGO,Ds,4
Aaron Kaplan,D1,Men,Division 1 Men,Oregon EGO,Assists,8
Aaron Kaplan,D1,Men,Division 1 Men,Oregon EGO,Points,12
Aaron Kaplan,D1,Men,Division 1 Men,Oregon EGO,Plus Minus,17
Zach Van Dusen,D3,Men,Division 3 Men,Bates Orange Whip,Turns,4
Zach Van Dusen,D3,Men,Division 3 Men,Bates Orange Whip,Ds,5
Zach Van Dusen,D3,Men,Division 3 Men,Bates Orange Whip,Assists,3
Zach Van Dusen,D3,Men,Division 3 Men,Bates Orange Whip,Points,12
Zach Van Dusen,D3,Men,Division 3 Men,Bates Orange Whip,Plus Minus,16
Zac Kuelz,D1,Men,Division 1 Men,NC State Alpha,Turns,9
Zac Kuelz,D1,Men,Division 1 Men,NC State Alpha,Ds,0
Zac Kuelz,D1,Men,Division 1 Men,NC State Alpha,Assists,13
Zac Kuelz,D1,Men,Division 1 Men,NC State Alpha,Points,12
Zac Kuelz,D1,Men,Division 1 Men,NC State Alpha,Plus Minus,16
Xavier Fuzat,D1,Men,Division 1 Men,Texas TUFF,Turns,2
Xavier Fuzat,D1,Men,Division 1 Men,Texas TUFF,Ds,1
Xavier Fuzat,D1,Men,Division 1 Men,Texas TUFF,Assists,12
Xavier Fuzat,D1,Men,Division 1 Men,Texas TUFF,Points,5
Xavier Fuzat,D1,Men,Division 1 Men,Texas TUFF,Plus Minus,16
Willow Purvis,D1,Women,Division 1 Women,Colorado State Helle's Belles,Turns,5
Willow Purvis,D1,Women,Division 1 Women,Colorado State Helle's Belles,Ds,6
Willow Purvis,D1,Women,Division 1 Women,Colorado State Helle's Belles,Assists,6
Willow Purvis,D1,Women,Division 1 Women,Colorado State Helle's Belles,Points,9
Willow Purvis,D1,Women,Division 1 Women,Colorado State Helle's Belles,Plus Minus,16
Wade Buchheit,D3,Men,Division 3 Men,Williams WUFO,Turns,5
Wade Buchheit,D3,Men,Division 3 Men,Williams WUFO,Ds,9
Wade Buchheit,D3,Men,Division 3 Men,Williams WUFO,Assists,7
Wade Buchheit,D3,Men,Division 3 Men,Williams WUFO,Points,5
Wade Buchheit,D3,Men,Division 3 Men,Williams WUFO,Plus Minus,16
Tyler Shanahan,D3,Men,Division 3 Men,Davenport Panthers,Turns,10
Tyler Shanahan,D3,Men,Division 3 Men,Davenport Panthers,Ds,3
Tyler Shanahan,D3,Men,Division 3 Men,Davenport Panthers,Assists,19
Tyler Shanahan,D3,Men,Division 3 Men,Davenport Panthers,Points,4
Tyler Shanahan,D3,Men,Division 3 Men,Davenport Panthers,Plus Minus,16
Laura Blume,D1,Women,Division 1 Women,California - Santa Barbara Burning Skirts,Turns,15
Laura Blume,D1,Women,Division 1 Women,California - Santa Barbara Burning Skirts,Ds,8
Laura Blume,D1,Women,Division 1 Women,California - Santa Barbara Burning Skirts,Assists,18
Laura Blume,D1,Women,Division 1 Women,California - Santa Barbara Burning Skirts,Points,5
Laura Blume,D1,Women,Division 1 Women,California - Santa Barbara Burning Skirts,Plus Minus,16
Jonah Barer,D3,Men,Division 3 Men,Carleton CHOP,Turns,4
Jonah Barer,D3,Men,Division 3 Men,Carleton CHOP,Ds,2
Jonah Barer,D3,Men,Division 3 Men,Carleton CHOP,Assists,4
Jonah Barer,D3,Men,Division 3 Men,Carleton CHOP,Points,14
Jonah Barer,D3,Men,Division 3 Men,Carleton CHOP,Plus Minus,16
Ellie McDonald,D3,Women,Division 3 Women,St Olaf Vortex,Turns,7
Ellie McDonald,D3,Women,Division 3 Women,St Olaf Vortex,Ds,3
Ellie McDonald,D3,Women,Division 3 Women,St Olaf Vortex,Assists,10
Ellie McDonald,D3,Women,Division 3 Women,St Olaf Vortex,Points,10
Ellie McDonald,D3,Women,Division 3 Women,St Olaf Vortex,Plus Minus,16
Dorthea Trelstad Pi-Sunyer,D3,Women,Division 3 Women,Macalester Purse Snatchers,Turns,5
Dorthea Trelstad Pi-Sunyer,D3,Women,Division 3 Women,Macalester Purse Snatchers,Ds,5
Dorthea Trelstad Pi-Sunyer,D3,Women,Division 3 Women,Macalester Purse Snatchers,Assists,3
Dorthea Trelstad Pi-Sunyer,D3,Women,Division 3 Women,Macalester Purse Snatchers,Points,13
Dorthea Trelstad Pi-Sunyer,D3,Women,Division 3 Women,Macalester Purse Snatchers,Plus Minus,16
Adam Kohn,D3,Men,Division 3 Men,Williams WUFO,Turns,4
Adam Kohn,D3,Men,Division 3 Men,Williams WUFO,Ds,2
Adam Kohn,D3,Men,Division 3 Men,Williams WUFO,Assists,7
Adam Kohn,D3,Men,Division 3 Men,Williams WUFO,Points,11
Adam Kohn,D3,Men,Division 3 Men,Williams WUFO,Plus Minus,16
Theo Shapinsky,D1,Men,Division 1 Men,Michigan Magnum,Turns,6
Theo Shapinsky,D1,Men,Division 1 Men,Michigan Magnum,Ds,4
Theo Shapinsky,D1,Men,Division 1 Men,Michigan Magnum,Assists,9
Theo Shapinsky,D1,Men,Division 1 Men,Michigan Magnum,Points,8
Theo Shapinsky,D1,Men,Division 1 Men,Michigan Magnum,Plus Minus,15
Seth Wells,D1,Men,Division 1 Men,Colorado Mambird,Turns,8
Seth Wells,D1,Men,Division 1 Men,Colorado Mambird,Ds,2
Seth Wells,D1,Men,Division 1 Men,Colorado Mambird,Assists,13
Seth Wells,D1,Men,Division 1 Men,Colorado Mambird,Points,8
Seth Wells,D1,Men,Division 1 Men,Colorado Mambird,Plus Minus,15
Sebastian Williamson,D3,Men,Division 3 Men,Lewis & Clark Bacchus,Turns,11
Sebastian Williamson,D3,Men,Division 3 Men,Lewis & Clark Bacchus,Ds,2
Sebastian Williamson,D3,Men,Division 3 Men,Lewis & Clark Bacchus,Assists,18
Sebastian Williamson,D3,Men,Division 3 Men,Lewis & Clark Bacchus,Points,6
Sebastian Williamson,D3,Men,Division 3 Men,Lewis & Clark Bacchus,Plus Minus,15
Scott Whitley,D1,Men,Division 1 Men,Georgia Jojah,Turns,5
Scott Whitley,D1,Men,Division 1 Men,Georgia Jojah,Ds,2
Scott Whitley,D1,Men,Division 1 Men,Georgia Jojah,Assists,6
Scott Whitley,D1,Men,Division 1 Men,Georgia Jojah,Points,12
Scott Whitley,D1,Men,Division 1 Men,Georgia Jojah,Plus Minus,15
Robert McCabe,D1,Men,Division 1 Men,Cal Ursa Major,Turns,1
Robert McCabe,D1,Men,Division 1 Men,Cal Ursa Major,Ds,2
Robert McCabe,D1,Men,Division 1 Men,Cal Ursa Major,Assists,6
Robert McCabe,D1,Men,Division 1 Men,Cal Ursa Major,Points,8
Robert McCabe,D1,Men,Division 1 Men,Cal Ursa Major,Plus Minus,15
Nanda Min-Fink,D1,Men,Division 1 Men,Colorado Mambird,Turns,5
Nanda Min-Fink,D1,Men,Division 1 Men,Colorado Mambird,Ds,0
Nanda Min-Fink,D1,Men,Division 1 Men,Colorado Mambird,Assists,5
Nanda Min-Fink,D1,Men,Division 1 Men,Colorado Mambird,Points,15
Nanda Min-Fink,D1,Men,Division 1 Men,Colorado Mambird,Plus Minus,15
Maxwell Caputo,D3,Men,Division 3 Men,Richmond Spidermonkeys,Turns,12
Maxwell Caputo,D3,Men,Division 3 Men,Richmond Spidermonkeys,Ds,2
Maxwell Caputo,D3,Men,Division 3 Men,Richmond Spidermonkeys,Assists,18
Maxwell Caputo,D3,Men,Division 3 Men,Richmond Spidermonkeys,Points,7
Maxwell Caputo,D3,Men,Division 3 Men,Richmond Spidermonkeys,Plus Minus,15
Max Gade,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,Turns,1
Max Gade,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,Ds,6
Max Gade,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,Assists,3
Max Gade,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,Points,7
Max Gade,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,Plus Minus,15
Maryanne Maxwell,D3,Women,Division 3 Women,Portland UPRoar,Turns,2
Maryanne Maxwell,D3,Women,Division 3 Women,Portland UPRoar,Ds,4
Maryanne Maxwell,D3,Women,Division 3 Women,Portland UPRoar,Assists,4
Maryanne Maxwell,D3,Women,Division 3 Women,Portland UPRoar,Points,9
Maryanne Maxwell,D3,Women,Division 3 Women,Portland UPRoar,Plus Minus,15
Keziah Wilde,D3,Women,Division 3 Women,Middlebury Pranksters,Turns,20
Keziah Wilde,D3,Women,Division 3 Women,Middlebury Pranksters,Ds,7
Keziah Wilde,D3,Women,Division 3 Women,Middlebury Pranksters,Assists,19
Keziah Wilde,D3,Women,Division 3 Women,Middlebury Pranksters,Points,9
Keziah Wilde,D3,Women,Division 3 Women,Middlebury Pranksters,Plus Minus,15
Ethan Lieman,D1,Men,Division 1 Men,Massachusetts Zoodisc,Turns,2
Ethan Lieman,D1,Men,Division 1 Men,Massachusetts Zoodisc,Ds,1
Ethan Lieman,D1,Men,Division 1 Men,Massachusetts Zoodisc,Assists,9
Ethan Lieman,D1,Men,Division 1 Men,Massachusetts Zoodisc,Points,7
Ethan Lieman,D1,Men,Division 1 Men,Massachusetts Zoodisc,Plus Minus,15
Declan Miller,D1,Men,Division 1 Men,Carleton CUT,Turns,4
Declan Miller,D1,Men,Division 1 Men,Carleton CUT,Ds,1
Declan Miller,D1,Men,Division 1 Men,Carleton CUT,Assists,12
Declan Miller,D1,Men,Division 1 Men,Carleton CUT,Points,6
Declan Miller,D1,Men,Division 1 Men,Carleton CUT,Plus Minus,15
Daniel Chen,D1,Men,Division 1 Men,Carleton CUT,Turns,4
Daniel Chen,D1,Men,Division 1 Men,Carleton CUT,Ds,2
Daniel Chen,D1,Men,Division 1 Men,Carleton CUT,Assists,5
Daniel Chen,D1,Men,Division 1 Men,Carleton CUT,Points,12
Daniel Chen,D1,Men,Division 1 Men,Carleton CUT,Plus Minus,15
Tristan Yarter,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,Turns,6
Tristan Yarter,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,Ds,2
Tristan Yarter,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,Assists,10
Tristan Yarter,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,Points,8
Tristan Yarter,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,Plus Minus,14
Timothy Loftus,D3,Men,Division 3 Men,Rochester Piggies,Turns,2
Timothy Loftus,D3,Men,Division 3 Men,Rochester Piggies,Ds,2
Timothy Loftus,D3,Men,Division 3 Men,Rochester Piggies,Assists,7
Timothy Loftus,D3,Men,Division 3 Men,Rochester Piggies,Points,7
Timothy Loftus,D3,Men,Division 3 Men,Rochester Piggies,Plus Minus,14
Reid Duncan,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,Turns,0
Reid Duncan,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,Ds,3
Reid Duncan,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,Assists,3
Reid Duncan,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,Points,8
Reid Duncan,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,Plus Minus,14
Peter Ngo,D1,Men,Division 1 Men,Texas TUFF,Turns,0
Peter Ngo,D1,Men,Division 1 Men,Texas TUFF,Ds,0
Peter Ngo,D1,Men,Division 1 Men,Texas TUFF,Assists,0
Peter Ngo,D1,Men,Division 1 Men,Texas TUFF,Points,14
Peter Ngo,D1,Men,Division 1 Men,Texas TUFF,Plus Minus,14
Michiko Magnant,D1,Women,Division 1 Women,Oregon Fugue,Turns,5
Michiko Magnant,D1,Women,Division 1 Women,Oregon Fugue,Ds,2
Michiko Magnant,D1,Women,Division 1 Women,Oregon Fugue,Assists,8
Michiko Magnant,D1,Women,Division 1 Women,Oregon Fugue,Points,9
Michiko Magnant,D1,Women,Division 1 Women,Oregon Fugue,Plus Minus,14
Matthew Timoney,D3,Men,Division 3 Men,Richmond Spidermonkeys,Turns,4
Matthew Timoney,D3,Men,Division 3 Men,Richmond Spidermonkeys,Ds,0
Matthew Timoney,D3,Men,Division 3 Men,Richmond Spidermonkeys,Assists,8
Matthew Timoney,D3,Men,Division 3 Men,Richmond Spidermonkeys,Points,10
Matthew Timoney,D3,Men,Division 3 Men,Richmond Spidermonkeys,Plus Minus,14
Matthew Peterson,D3,Men,Division 3 Men,Berry Bucks,Turns,6
Matthew Peterson,D3,Men,Division 3 Men,Berry Bucks,Ds,4
Matthew Peterson,D3,Men,Division 3 Men,Berry Bucks,Assists,0
Matthew Peterson,D3,Men,Division 3 Men,Berry Bucks,Points,16
Matthew Peterson,D3,Men,Division 3 Men,Berry Bucks,Plus Minus,14
Margot Nissen,D1,Women,Division 1 Women,California - San Diego D-Co,Turns,7
Margot Nissen,D1,Women,Division 1 Women,California - San Diego D-Co,Ds,5
Margot Nissen,D1,Women,Division 1 Women,California - San Diego D-Co,Assists,14
Margot Nissen,D1,Women,Division 1 Women,California - San Diego D-Co,Points,2
Margot Nissen,D1,Women,Division 1 Women,California - San Diego D-Co,Plus Minus,14
Joshua Gill,D3,Men,Division 3 Men,Oklahoma Christian Eagles,Turns,1
Joshua Gill,D3,Men,Division 3 Men,Oklahoma Christian Eagles,Ds,0
Joshua Gill,D3,Men,Division 3 Men,Oklahoma Christian Eagles,Assists,0
Joshua Gill,D3,Men,Division 3 Men,Oklahoma Christian Eagles,Points,15
Joshua Gill,D3,Men,Division 3 Men,Oklahoma Christian Eagles,Plus Minus,14
Jessica Wu,D1,Women,Division 1 Women,North Carolina Pleiades,Turns,4
Jessica Wu,D1,Women,Division 1 Women,North Carolina Pleiades,Ds,3
Jessica Wu,D1,Women,Division 1 Women,North Carolina Pleiades,Assists,7
Jessica Wu,D1,Women,Division 1 Women,North Carolina Pleiades,Points,8
Jessica Wu,D1,Women,Division 1 Women,North Carolina Pleiades,Plus Minus,14
Grant Klebig,D3,Men,Division 3 Men,St Olaf Berzerkers,Turns,3
Grant Klebig,D3,Men,Division 3 Men,St Olaf Berzerkers,Ds,9
Grant Klebig,D3,Men,Division 3 Men,St Olaf Berzerkers,Assists,1
Grant Klebig,D3,Men,Division 3 Men,St Olaf Berzerkers,Points,7
Grant Klebig,D3,Men,Division 3 Men,St Olaf Berzerkers,Plus Minus,14
Emmanuel Kameri,D3,Men,Division 3 Men,Oklahoma Christian Eagles,Turns,8
Emmanuel Kameri,D3,Men,Division 3 Men,Oklahoma Christian Eagles,Ds,2
Emmanuel Kameri,D3,Men,Division 3 Men,Oklahoma Christian Eagles,Assists,7
Emmanuel Kameri,D3,Men,Division 3 Men,Oklahoma Christian Eagles,Points,13
Emmanuel Kameri,D3,Men,Division 3 Men,Oklahoma Christian Eagles,Plus Minus,14
Emma Smith,D1,Women,Division 1 Women,California - San Diego D-Co,Turns,4
Emma Smith,D1,Women,Division 1 Women,California - San Diego D-Co,Ds,2
Emma Smith,D1,Women,Division 1 Women,California - San Diego D-Co,Assists,2
Emma Smith,D1,Women,Division 1 Women,California - San Diego D-Co,Points,14
Emma Smith,D1,Women,Division 1 Women,California - San Diego D-Co,Plus Minus,14
Collin Hill,D3,Men,Division 3 Men,Berry Bucks,Turns,21
Collin Hill,D3,Men,Division 3 Men,Berry Bucks,Ds,3
Collin Hill,D3,Men,Division 3 Men,Berry Bucks,Assists,31
Collin Hill,D3,Men,Division 3 Men,Berry Bucks,Points,1
Collin Hill,D3,Men,Division 3 Men,Berry Bucks,Plus Minus,14
Char Bokhof,D1,Women,Division 1 Women,Colorado State Helle's Belles,Turns,6
Char Bokhof,D1,Women,Division 1 Women,Colorado State Helle's Belles,Ds,6
Char Bokhof,D1,Women,Division 1 Women,Colorado State Helle's Belles,Assists,4
Char Bokhof,D1,Women,Division 1 Women,Colorado State Helle's Belles,Points,10
Char Bokhof,D1,Women,Division 1 Women,Colorado State Helle's Belles,Plus Minus,14
Ben Horrisberger,D1,Men,Division 1 Men,Oregon EGO,Turns,2
Ben Horrisberger,D1,Men,Division 1 Men,Oregon EGO,Ds,5
Ben Horrisberger,D1,Men,Division 1 Men,Oregon EGO,Assists,5
Ben Horrisberger,D1,Men,Division 1 Men,Oregon EGO,Points,6
Ben Horrisberger,D1,Men,Division 1 Men,Oregon EGO,Plus Minus,14
Annabel White,D1,Women,Division 1 Women,Tufts EWO,Turns,1
Annabel White,D1,Women,Division 1 Women,Tufts EWO,Ds,1
Annabel White,D1,Women,Division 1 Women,Tufts EWO,Assists,2
Annabel White,D1,Women,Division 1 Women,Tufts EWO,Points,12
Annabel White,D1,Women,Division 1 Women,Tufts EWO,Plus Minus,14
Savanna Tucker,D1,Women,Division 1 Women,Washington Element,Turns,7
Savanna Tucker,D1,Women,Division 1 Women,Washington Element,Ds,2
Savanna Tucker,D1,Women,Division 1 Women,Washington Element,Assists,6
Savanna Tucker,D1,Women,Division 1 Women,Washington Element,Points,12
Savanna Tucker,D1,Women,Division 1 Women,Washington Element,Plus Minus,13
Rose Bransford,D1,Women,Division 1 Women,Colorado Quandary,Turns,3
Rose Bransford,D1,Women,Division 1 Women,Colorado Quandary,Ds,4
Rose Bransford,D1,Women,Division 1 Women,Colorado Quandary,Assists,3
Rose Bransford,D1,Women,Division 1 Women,Colorado Quandary,Points,9
Rose Bransford,D1,Women,Division 1 Women,Colorado Quandary,Plus Minus,13
Raekwon Adkins,D1,Men,Division 1 Men,Oregon EGO,Turns,5
Raekwon Adkins,D1,Men,Division 1 Men,Oregon EGO,Ds,2
Raekwon Adkins,D1,Men,Division 1 Men,Oregon EGO,Assists,4
Raekwon Adkins,D1,Men,Division 1 Men,Oregon EGO,Points,12
Raekwon Adkins,D1,Men,Division 1 Men,Oregon EGO,Plus Minus,13
Peter Mans,D3,Men,Division 3 Men,Middlebury Pranksters,Turns,3
Peter Mans,D3,Men,Division 3 Men,Middlebury Pranksters,Ds,4
Peter Mans,D3,Men,Division 3 Men,Middlebury Pranksters,Assists,3
Peter Mans,D3,Men,Division 3 Men,Middlebury Pranksters,Points,9
Peter Mans,D3,Men,Division 3 Men,Middlebury Pranksters,Plus Minus,13
Owen Smith,D1,Men,Division 1 Men,Texas TUFF,Turns,2
Owen Smith,D1,Men,Division 1 Men,Texas TUFF,Ds,0
Owen Smith,D1,Men,Division 1 Men,Texas TUFF,Assists,5
Owen Smith,D1,Men,Division 1 Men,Texas TUFF,Points,10
Owen Smith,D1,Men,Division 1 Men,Texas TUFF,Plus Minus,13
Max Dehlin,D1,Men,Division 1 Men,Minnesota Grey Duck,Turns,0
Max Dehlin,D1,Men,Division 1 Men,Minnesota Grey Duck,Ds,2
Max Dehlin,D1,Men,Division 1 Men,Minnesota Grey Duck,Assists,8
Max Dehlin,D1,Men,Division 1 Men,Minnesota Grey Duck,Points,3
Max Dehlin,D1,Men,Division 1 Men,Minnesota Grey Duck,Plus Minus,13
Luca Duclos-Orsello,D1,Men,Division 1 Men,Brown Brownian Motion,Turns,3
Luca Duclos-Orsello,D1,Men,Division 1 Men,Brown Brownian Motion,Ds,4
Luca Duclos-Orsello,D1,Men,Division 1 Men,Brown Brownian Motion,Assists,1
Luca Duclos-Orsello,D1,Men,Division 1 Men,Brown Brownian Motion,Points,11
Luca Duclos-Orsello,D1,Men,Division 1 Men,Brown Brownian Motion,Plus Minus,13
Logan Keillor,D1,Men,Division 1 Men,Ottawa Gee-Gees,Turns,9
Logan Keillor,D1,Men,Division 1 Men,Ottawa Gee-Gees,Ds,1
Logan Keillor,D1,Men,Division 1 Men,Ottawa Gee-Gees,Assists,13
Logan Keillor,D1,Men,Division 1 Men,Ottawa Gee-Gees,Points,8
Logan Keillor,D1,Men,Division 1 Men,Ottawa Gee-Gees,Plus Minus,13
Kennedy McCarthy,D1,Women,Division 1 Women,Vermont Ruckus,Turns,22
Kennedy McCarthy,D1,Women,Division 1 Women,Vermont Ruckus,Ds,9
Kennedy McCarthy,D1,Women,Division 1 Women,Vermont Ruckus,Assists,14
Kennedy McCarthy,D1,Women,Division 1 Women,Vermont Ruckus,Points,12
Kennedy McCarthy,D1,Women,Division 1 Women,Vermont Ruckus,Plus Minus,13
Joe Claramunt,D3,Men,Division 3 Men,Davenport Panthers,Turns,5
Joe Claramunt,D3,Men,Division 3 Men,Davenport Panthers,Ds,6
Joe Claramunt,D3,Men,Division 3 Men,Davenport Panthers,Assists,0
Joe Claramunt,D3,Men,Division 3 Men,Davenport Panthers,Points,12
Joe Claramunt,D3,Men,Division 3 Men,Davenport Panthers,Plus Minus,13
Jack Krugler,D1,Men,Division 1 Men,Georgia Jojah,Turns,5
Jack Krugler,D1,Men,Division 1 Men,Georgia Jojah,Ds,2
Jack Krugler,D1,Men,Division 1 Men,Georgia Jojah,Assists,7
Jack Krugler,D1,Men,Division 1 Men,Georgia Jojah,Points,9
Jack Krugler,D1,Men,Division 1 Men,Georgia Jojah,Plus Minus,13
Isamu Masayoshi Sims,D3,Men,Division 3 Men,Claremont Braineaters,Turns,9
Isamu Masayoshi Sims,D3,Men,Division 3 Men,Claremont Braineaters,Ds,6
Isamu Masayoshi Sims,D3,Men,Division 3 Men,Claremont Braineaters,Assists,8
Isamu Masayoshi Sims,D3,Men,Division 3 Men,Claremont Braineaters,Points,8
Isamu Masayoshi Sims,D3,Men,Division 3 Men,Claremont Braineaters,Plus Minus,13
Ian VanOrder,D3,Men,Division 3 Men,Berry Bucks,Turns,19
Ian VanOrder,D3,Men,Division 3 Men,Berry Bucks,Ds,8
Ian VanOrder,D3,Men,Division 3 Men,Berry Bucks,Assists,18
Ian VanOrder,D3,Men,Division 3 Men,Berry Bucks,Points,6
Ian VanOrder,D3,Men,Division 3 Men,Berry Bucks,Plus Minus,13
Gavin Rice,D3,Men,Division 3 Men,Middlebury Pranksters,Turns,7
Gavin Rice,D3,Men,Division 3 Men,Middlebury Pranksters,Ds,3
Gavin Rice,D3,Men,Division 3 Men,Middlebury Pranksters,Assists,11
Gavin Rice,D3,Men,Division 3 Men,Middlebury Pranksters,Points,6
Gavin Rice,D3,Men,Division 3 Men,Middlebury Pranksters,Plus Minus,13
Gavin Abrahamsson,D1,Men,Division 1 Men,Massachusetts Zoodisc,Turns,0
Gavin Abrahamsson,D1,Men,Division 1 Men,Massachusetts Zoodisc,Ds,3
Gavin Abrahamsson,D1,Men,Division 1 Men,Massachusetts Zoodisc,Assists,4
Gavin Abrahamsson,D1,Men,Division 1 Men,Massachusetts Zoodisc,Points,6
Gavin Abrahamsson,D1,Men,Division 1 Men,Massachusetts Zoodisc,Plus Minus,13
Ella Monaghan,D1,Women,Division 1 Women,Vermont Ruckus,Turns,3
Ella Monaghan,D1,Women,Division 1 Women,Vermont Ruckus,Ds,1
Ella Monaghan,D1,Women,Division 1 Women,Vermont Ruckus,Assists,6
Ella Monaghan,D1,Women,Division 1 Women,Vermont Ruckus,Points,9
Ella Monaghan,D1,Women,Division 1 Women,Vermont Ruckus,Plus Minus,13
Dora McCotter-Hulett,D1,Women,Division 1 Women,Stanford Superfly,Turns,3
Dora McCotter-Hulett,D1,Women,Division 1 Women,Stanford Superfly,Ds,4
Dora McCotter-Hulett,D1,Women,Division 1 Women,Stanford Superfly,Assists,9
Dora McCotter-Hulett,D1,Women,Division 1 Women,Stanford Superfly,Points,3
Dora McCotter-Hulett,D1,Women,Division 1 Women,Stanford Superfly,Plus Minus,13
David Leder,D3,Men,Division 3 Men,Rochester Piggies,Turns,30
David Leder,D3,Men,Division 3 Men,Rochester Piggies,Ds,9
David Leder,D3,Men,Division 3 Men,Rochester Piggies,Assists,22
