player,level,gender,division,team_name,statistic,value
Juraj Hurny,D3,Men,Division 3 Men,Davenport Panthers,Turns,4
Juraj Hurny,D3,Men,Division 3 Men,Davenport Panthers,Ds,3
Juraj Hurny,D3,Men,Division 3 Men,Davenport Panthers,Assists,1
Juraj Hurny,D3,Men,Division 3 Men,Davenport Panthers,Points,2
Juraj Hurny,D3,Men,Division 3 Men,Davenport Panthers,Plus Minus,2
Joshua Kolby,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Turns,2
Joshua Kolby,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Ds,1
Joshua Kolby,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Assists,1
Joshua Kolby,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Points,2
Joshua Kolby,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Plus Minus,2
Joseph Michaud,D1,Men,Division 1 Men,Colorado Mambird,Turns,1
Joseph Michaud,D1,Men,Division 1 Men,Colorado Mambird,Ds,1
Joseph Michaud,D1,Men,Division 1 Men,Colorado Mambird,Assists,1
Joseph Michaud,D1,Men,Division 1 Men,Colorado Mambird,Points,1
Joseph Michaud,D1,Men,Division 1 Men,Colorado Mambird,Plus Minus,2
Jose Dasilva,D1,Men,Division 1 Men,Michigan Magnum,Turns,1
Jose Dasilva,D1,Men,Division 1 Men,Michigan Magnum,Ds,1
Jose Dasilva,D1,Men,Division 1 Men,Michigan Magnum,Assists,0
Jose Dasilva,D1,Men,Division 1 Men,Michigan Magnum,Points,2
Jose Dasilva,D1,Men,Division 1 Men,Michigan Magnum,Plus Minus,2
Jolene Lee,D1,Women,Division 1 Women,Stanford Superfly,Turns,1
Jolene Lee,D1,Women,Division 1 Women,Stanford Superfly,Ds,0
Jolene Lee,D1,Women,Division 1 Women,Stanford Superfly,Assists,1
Jolene Lee,D1,Women,Division 1 Women,Stanford Superfly,Points,2
Jolene Lee,D1,Women,Division 1 Women,Stanford Superfly,Plus Minus,2
John Williams,D1,Men,Division 1 Men,Penn State Spank,Turns,1
John Williams,D1,Men,Division 1 Men,Penn State Spank,Ds,0
John Williams,D1,Men,Division 1 Men,Penn State Spank,Assists,1
John Williams,D1,Men,Division 1 Men,Penn State Spank,Points,2
John Williams,D1,Men,Division 1 Men,Penn State Spank,Plus Minus,2
John Helgeson,D1,Men,Division 1 Men,Minnesota Grey Duck,Turns,1
John Helgeson,D1,Men,Division 1 Men,Minnesota Grey Duck,Ds,0
John Helgeson,D1,Men,Division 1 Men,Minnesota Grey Duck,Assists,1
John Helgeson,D1,Men,Division 1 Men,Minnesota Grey Duck,Points,2
John Helgeson,D1,Men,Division 1 Men,Minnesota Grey Duck,Plus Minus,2
John Cordier,D3,Men,Division 3 Men,Franciscan Fatal,Turns,4
John Cordier,D3,Men,Division 3 Men,Franciscan Fatal,Ds,1
John Cordier,D3,Men,Division 3 Men,Franciscan Fatal,Assists,1
John Cordier,D3,Men,Division 3 Men,Franciscan Fatal,Points,4
John Cordier,D3,Men,Division 3 Men,Franciscan Fatal,Plus Minus,2
Jeremy Sanders,D1,Men,Division 1 Men,Georgia Jojah,Turns,1
Jeremy Sanders,D1,Men,Division 1 Men,Georgia Jojah,Ds,0
Jeremy Sanders,D1,Men,Division 1 Men,Georgia Jojah,Assists,1
Jeremy Sanders,D1,Men,Division 1 Men,Georgia Jojah,Points,2
Jeremy Sanders,D1,Men,Division 1 Men,Georgia Jojah,Plus Minus,2
Jemia Johnson,D1,Women,Division 1 Women,Georgia Athena,Turns,0
Jemia Johnson,D1,Women,Division 1 Women,Georgia Athena,Ds,0
Jemia Johnson,D1,Women,Division 1 Women,Georgia Athena,Assists,0
Jemia Johnson,D1,Women,Division 1 Women,Georgia Athena,Points,2
Jemia Johnson,D1,Women,Division 1 Women,Georgia Athena,Plus Minus,2
Jasper Brown,D3,Men,Division 3 Men,Whitman Sweets,Turns,1
Jasper Brown,D3,Men,Division 3 Men,Whitman Sweets,Ds,1
Jasper Brown,D3,Men,Division 3 Men,Whitman Sweets,Assists,0
Jasper Brown,D3,Men,Division 3 Men,Whitman Sweets,Points,2
Jasper Brown,D3,Men,Division 3 Men,Whitman Sweets,Plus Minus,2
James Pekel,D3,Men,Division 3 Men,Davenport Panthers,Turns,0
James Pekel,D3,Men,Division 3 Men,Davenport Panthers,Ds,2
James Pekel,D3,Men,Division 3 Men,Davenport Panthers,Assists,0
James Pekel,D3,Men,Division 3 Men,Davenport Panthers,Points,0
James Pekel,D3,Men,Division 3 Men,Davenport Panthers,Plus Minus,2
Jake Lyons,D3,Men,Division 3 Men,Middlebury Pranksters,Turns,0
Jake Lyons,D3,Men,Division 3 Men,Middlebury Pranksters,Ds,0
Jake Lyons,D3,Men,Division 3 Men,Middlebury Pranksters,Assists,0
Jake Lyons,D3,Men,Division 3 Men,Middlebury Pranksters,Points,2
Jake Lyons,D3,Men,Division 3 Men,Middlebury Pranksters,Plus Minus,2
Jacob Tindall,D1,Men,Division 1 Men,Washington University Contra,Turns,3
Jacob Tindall,D1,Men,Division 1 Men,Washington University Contra,Ds,4
Jacob Tindall,D1,Men,Division 1 Men,Washington University Contra,Assists,0
Jacob Tindall,D1,Men,Division 1 Men,Washington University Contra,Points,1
Jacob Tindall,D1,Men,Division 1 Men,Washington University Contra,Plus Minus,2
Jacob Croskey,D1,Men,Division 1 Men,Georgia Jojah,Turns,0
Jacob Croskey,D1,Men,Division 1 Men,Georgia Jojah,Ds,0
Jacob Croskey,D1,Men,Division 1 Men,Georgia Jojah,Assists,1
Jacob Croskey,D1,Men,Division 1 Men,Georgia Jojah,Points,1
Jacob Croskey,D1,Men,Division 1 Men,Georgia Jojah,Plus Minus,2
Jack Rice,D1,Men,Division 1 Men,Vermont Chill,Turns,8
Jack Rice,D1,Men,Division 1 Men,Vermont Chill,Ds,0
Jack Rice,D1,Men,Division 1 Men,Vermont Chill,Assists,6
Jack Rice,D1,Men,Division 1 Men,Vermont Chill,Points,4
Jack Rice,D1,Men,Division 1 Men,Vermont Chill,Plus Minus,2
Jack DiCola,D3,Men,Division 3 Men,Middlebury Pranksters,Turns,0
Jack DiCola,D3,Men,Division 3 Men,Middlebury Pranksters,Ds,1
Jack DiCola,D3,Men,Division 3 Men,Middlebury Pranksters,Assists,0
Jack DiCola,D3,Men,Division 3 Men,Middlebury Pranksters,Points,1
Jack DiCola,D3,Men,Division 3 Men,Middlebury Pranksters,Plus Minus,2
Isaac Fenster,D1,Men,Division 1 Men,Washington University Contra,Turns,0
Isaac Fenster,D1,Men,Division 1 Men,Washington University Contra,Ds,1
Isaac Fenster,D1,Men,Division 1 Men,Washington University Contra,Assists,1
Isaac Fenster,D1,Men,Division 1 Men,Washington University Contra,Points,0
Isaac Fenster,D1,Men,Division 1 Men,Washington University Contra,Plus Minus,2
Ian Hill,D3,Men,Division 3 Men,Rochester Piggies,Turns,1
Ian Hill,D3,Men,Division 3 Men,Rochester Piggies,Ds,3
Ian Hill,D3,Men,Division 3 Men,Rochester Piggies,Assists,0
Ian Hill,D3,Men,Division 3 Men,Rochester Piggies,Points,0
Ian Hill,D3,Men,Division 3 Men,Rochester Piggies,Plus Minus,2
Henry Weismann,D3,Men,Division 3 Men,Carleton CHOP,Turns,3
Henry Weismann,D3,Men,Division 3 Men,Carleton CHOP,Ds,1
Henry Weismann,D3,Men,Division 3 Men,Carleton CHOP,Assists,3
Henry Weismann,D3,Men,Division 3 Men,Carleton CHOP,Points,1
Henry Weismann,D3,Men,Division 3 Men,Carleton CHOP,Plus Minus,2
Hana Elawady,D3,Women,Division 3 Women,Portland UPRoar,Turns,3
Hana Elawady,D3,Women,Division 3 Women,Portland UPRoar,Ds,3
Hana Elawady,D3,Women,Division 3 Women,Portland UPRoar,Assists,1
Hana Elawady,D3,Women,Division 3 Women,Portland UPRoar,Points,1
Hana Elawady,D3,Women,Division 3 Women,Portland UPRoar,Plus Minus,2
Haley Hemeon,D1,Women,Division 1 Women,Vermont Ruckus,Turns,0
Haley Hemeon,D1,Women,Division 1 Women,Vermont Ruckus,Ds,0
Haley Hemeon,D1,Women,Division 1 Women,Vermont Ruckus,Assists,0
Haley Hemeon,D1,Women,Division 1 Women,Vermont Ruckus,Points,2
Haley Hemeon,D1,Women,Division 1 Women,Vermont Ruckus,Plus Minus,2
Gretchen Berndt,D1,Women,Division 1 Women,California - Santa Cruz Sol,Turns,2
Gretchen Berndt,D1,Women,Division 1 Women,California - Santa Cruz Sol,Ds,0
Gretchen Berndt,D1,Women,Division 1 Women,California - Santa Cruz Sol,Assists,1
Gretchen Berndt,D1,Women,Division 1 Women,California - Santa Cruz Sol,Points,3
Gretchen Berndt,D1,Women,Division 1 Women,California - Santa Cruz Sol,Plus Minus,2
Grace Milhaupt,D3,Women,Division 3 Women,St Olaf Vortex,Turns,14
Grace Milhaupt,D3,Women,Division 3 Women,St Olaf Vortex,Ds,5
Grace Milhaupt,D3,Women,Division 3 Women,St Olaf Vortex,Assists,10
Grace Milhaupt,D3,Women,Division 3 Women,St Olaf Vortex,Points,1
Grace Milhaupt,D3,Women,Division 3 Women,St Olaf Vortex,Plus Minus,2
Gina Fiore,D3,Women,Division 3 Women,Wellesley Whiptails,Turns,5
Gina Fiore,D3,Women,Division 3 Women,Wellesley Whiptails,Ds,4
Gina Fiore,D3,Women,Division 3 Women,Wellesley Whiptails,Assists,1
Gina Fiore,D3,Women,Division 3 Women,Wellesley Whiptails,Points,2
Gina Fiore,D3,Women,Division 3 Women,Wellesley Whiptails,Plus Minus,2
Georgia Van der Linden,D1,Women,Division 1 Women,Oregon Fugue,Turns,2
Georgia Van der Linden,D1,Women,Division 1 Women,Oregon Fugue,Ds,1
Georgia Van der Linden,D1,Women,Division 1 Women,Oregon Fugue,Assists,1
Georgia Van der Linden,D1,Women,Division 1 Women,Oregon Fugue,Points,2
Georgia Van der Linden,D1,Women,Division 1 Women,Oregon Fugue,Plus Minus,2
Gaby Dominguez,D3,Women,Division 3 Women,Portland UPRoar,Turns,1
Gaby Dominguez,D3,Women,Division 3 Women,Portland UPRoar,Ds,0
Gaby Dominguez,D3,Women,Division 3 Women,Portland UPRoar,Assists,0
Gaby Dominguez,D3,Women,Division 3 Women,Portland UPRoar,Points,3
Gaby Dominguez,D3,Women,Division 3 Women,Portland UPRoar,Plus Minus,2
Eve Mullen,D3,Women,Division 3 Women,Carleton Eclipse,Turns,0
Eve Mullen,D3,Women,Division 3 Women,Carleton Eclipse,Ds,1
Eve Mullen,D3,Women,Division 3 Women,Carleton Eclipse,Assists,0
Eve Mullen,D3,Women,Division 3 Women,Carleton Eclipse,Points,1
Eve Mullen,D3,Women,Division 3 Women,Carleton Eclipse,Plus Minus,2
Ethan Zhang,D1,Men,Division 1 Men,Washington University Contra,Turns,1
Ethan Zhang,D1,Men,Division 1 Men,Washington University Contra,Ds,2
Ethan Zhang,D1,Men,Division 1 Men,Washington University Contra,Assists,0
Ethan Zhang,D1,Men,Division 1 Men,Washington University Contra,Points,1
Ethan Zhang,D1,Men,Division 1 Men,Washington University Contra,Plus Minus,2
Eric Johnson,D1,Men,Division 1 Men,Cal Ursa Major,Turns,1
Eric Johnson,D1,Men,Division 1 Men,Cal Ursa Major,Ds,1
Eric Johnson,D1,Men,Division 1 Men,Cal Ursa Major,Assists,1
Eric Johnson,D1,Men,Division 1 Men,Cal Ursa Major,Points,1
Eric Johnson,D1,Men,Division 1 Men,Cal Ursa Major,Plus Minus,2
Eric Harnisher,D3,Men,Division 3 Men,Richmond Spidermonkeys,Turns,12
Eric Harnisher,D3,Men,Division 3 Men,Richmond Spidermonkeys,Ds,5
Eric Harnisher,D3,Men,Division 3 Men,Richmond Spidermonkeys,Assists,3
Eric Harnisher,D3,Men,Division 3 Men,Richmond Spidermonkeys,Points,6
Eric Harnisher,D3,Men,Division 3 Men,Richmond Spidermonkeys,Plus Minus,2
Emmett Warner,D1,Men,Division 1 Men,Oregon EGO,Turns,1
Emmett Warner,D1,Men,Division 1 Men,Oregon EGO,Ds,0
Emmett Warner,D1,Men,Division 1 Men,Oregon EGO,Assists,2
Emmett Warner,D1,Men,Division 1 Men,Oregon EGO,Points,1
Emmett Warner,D1,Men,Division 1 Men,Oregon EGO,Plus Minus,2
Emma Doty,D3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,Turns,1
Emma Doty,D3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,Ds,3
Emma Doty,D3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,Assists,0
Emma Doty,D3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,Points,0
Emma Doty,D3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,Plus Minus,2
Emerson Jenen,D3,Men,Division 3 Men,Rochester Piggies,Turns,0
Emerson Jenen,D3,Men,Division 3 Men,Rochester Piggies,Ds,1
Emerson Jenen,D3,Men,Division 3 Men,Rochester Piggies,Assists,0
Emerson Jenen,D3,Men,Division 3 Men,Rochester Piggies,Points,1
Emerson Jenen,D3,Men,Division 3 Men,Rochester Piggies,Plus Minus,2
Elsa Lindenmeyr,D1,Women,Division 1 Women,Western Washington Chaos,Turns,2
Elsa Lindenmeyr,D1,Women,Division 1 Women,Western Washington Chaos,Ds,1
Elsa Lindenmeyr,D1,Women,Division 1 Women,Western Washington Chaos,Assists,1
Elsa Lindenmeyr,D1,Women,Division 1 Women,Western Washington Chaos,Points,2
Elsa Lindenmeyr,D1,Women,Division 1 Women,Western Washington Chaos,Plus Minus,2
Ellie Crema,D3,Women,Division 3 Women,Lewis & Clark Artemis,Turns,1
Ellie Crema,D3,Women,Division 3 Women,Lewis & Clark Artemis,Ds,2
Ellie Crema,D3,Women,Division 3 Women,Lewis & Clark Artemis,Assists,0
Ellie Crema,D3,Women,Division 3 Women,Lewis & Clark Artemis,Points,1
Ellie Crema,D3,Women,Division 3 Women,Lewis & Clark Artemis,Plus Minus,2
Devy Weir,D1,Women,Division 1 Women,Stanford Superfly,Turns,3
Devy Weir,D1,Women,Division 1 Women,Stanford Superfly,Ds,4
Devy Weir,D1,Women,Division 1 Women,Stanford Superfly,Assists,1
Devy Weir,D1,Women,Division 1 Women,Stanford Superfly,Points,0
Devy Weir,D1,Women,Division 1 Women,Stanford Superfly,Plus Minus,2
Daniel Estrin,D1,Men,Division 1 Men,Colorado Mambird,Turns,2
Daniel Estrin,D1,Men,Division 1 Men,Colorado Mambird,Ds,1
Daniel Estrin,D1,Men,Division 1 Men,Colorado Mambird,Assists,0
Daniel Estrin,D1,Men,Division 1 Men,Colorado Mambird,Points,3
Daniel Estrin,D1,Men,Division 1 Men,Colorado Mambird,Plus Minus,2
Clay Rosselot,D3,Men,Division 3 Men,Richmond Spidermonkeys,Turns,9
Clay Rosselot,D3,Men,Division 3 Men,Richmond Spidermonkeys,Ds,3
Clay Rosselot,D3,Men,Division 3 Men,Richmond Spidermonkeys,Assists,2
Clay Rosselot,D3,Men,Division 3 Men,Richmond Spidermonkeys,Points,6
Clay Rosselot,D3,Men,Division 3 Men,Richmond Spidermonkeys,Plus Minus,2
Clay Rasmussen,D3,Men,Division 3 Men,Claremont Braineaters,Turns,8
Clay Rasmussen,D3,Men,Division 3 Men,Claremont Braineaters,Ds,5
Clay Rasmussen,D3,Men,Division 3 Men,Claremont Braineaters,Assists,1
Clay Rasmussen,D3,Men,Division 3 Men,Claremont Braineaters,Points,4
Clay Rasmussen,D3,Men,Division 3 Men,Claremont Braineaters,Plus Minus,2
Cindy Yang,D1,Women,Division 1 Women,California - Santa Barbara Burning Skirts,Turns,0
Cindy Yang,D1,Women,Division 1 Women,California - Santa Barbara Burning Skirts,Ds,0
Cindy Yang,D1,Women,Division 1 Women,California - Santa Barbara Burning Skirts,Assists,1
Cindy Yang,D1,Women,Division 1 Women,California - Santa Barbara Burning Skirts,Points,1
Cindy Yang,D1,Women,Division 1 Women,California - Santa Barbara Burning Skirts,Plus Minus,2
Char Batchelor,D3,Women,Division 3 Women,St Olaf Vortex,Turns,3
Char Batchelor,D3,Women,Division 3 Women,St Olaf Vortex,Ds,1
Char Batchelor,D3,Women,Division 3 Women,St Olaf Vortex,Assists,1
Char Batchelor,D3,Women,Division 3 Women,St Olaf Vortex,Points,3
Char Batchelor,D3,Women,Division 3 Women,St Olaf Vortex,Plus Minus,2
Carter Rathur,D1,Men,Division 1 Men,Georgia Jojah,Turns,0
Carter Rathur,D1,Men,Division 1 Men,Georgia Jojah,Ds,0
Carter Rathur,D1,Men,Division 1 Men,Georgia Jojah,Assists,0
Carter Rathur,D1,Men,Division 1 Men,Georgia Jojah,Points,2
Carter Rathur,D1,Men,Division 1 Men,Georgia Jojah,Plus Minus,2
Bryelle Wong,D1,Women,Division 1 Women,British Columbia Thunderbirds,Turns,4
Bryelle Wong,D1,Women,Division 1 Women,British Columbia Thunderbirds,Ds,2
Bryelle Wong,D1,Women,Division 1 Women,British Columbia Thunderbirds,Assists,3
Bryelle Wong,D1,Women,Division 1 Women,British Columbia Thunderbirds,Points,1
Bryelle Wong,D1,Women,Division 1 Women,British Columbia Thunderbirds,Plus Minus,2
Benji Feidler,D1,Men,Division 1 Men,Penn State Spank,Turns,3
Benji Feidler,D1,Men,Division 1 Men,Penn State Spank,Ds,4
Benji Feidler,D1,Men,Division 1 Men,Penn State Spank,Assists,0
Benji Feidler,D1,Men,Division 1 Men,Penn State Spank,Points,1
Benji Feidler,D1,Men,Division 1 Men,Penn State Spank,Plus Minus,2
Benjamin Eichner,D3,Men,Division 3 Men,Oberlin Flying Horsecows,Turns,9
Benjamin Eichner,D3,Men,Division 3 Men,Oberlin Flying Horsecows,Ds,3
Benjamin Eichner,D3,Men,Division 3 Men,Oberlin Flying Horsecows,Assists,4
Benjamin Eichner,D3,Men,Division 3 Men,Oberlin Flying Horsecows,Points,4
Benjamin Eichner,D3,Men,Division 3 Men,Oberlin Flying Horsecows,Plus Minus,2
Benjamin Deppen,D1,Men,Division 1 Men,Washington University Contra,Turns,0
Benjamin Deppen,D1,Men,Division 1 Men,Washington University Contra,Ds,0
Benjamin Deppen,D1,Men,Division 1 Men,Washington University Contra,Assists,0
Benjamin Deppen,D1,Men,Division 1 Men,Washington University Contra,Points,2
Benjamin Deppen,D1,Men,Division 1 Men,Washington University Contra,Plus Minus,2
Benjamin Canty,D3,Men,Division 3 Men,Whitman Sweets,Turns,8
Benjamin Canty,D3,Men,Division 3 Men,Whitman Sweets,Ds,0
Benjamin Canty,D3,Men,Division 3 Men,Whitman Sweets,Assists,5
Benjamin Canty,D3,Men,Division 3 Men,Whitman Sweets,Points,5
Benjamin Canty,D3,Men,Division 3 Men,Whitman Sweets,Plus Minus,2
Bella Kim-LaTona,D3,Women,Division 3 Women,Wellesley Whiptails,Turns,0
Bella Kim-LaTona,D3,Women,Division 3 Women,Wellesley Whiptails,Ds,1
Bella Kim-LaTona,D3,Women,Division 3 Women,Wellesley Whiptails,Assists,0
Bella Kim-LaTona,D3,Women,Division 3 Women,Wellesley Whiptails,Points,1
Bella Kim-LaTona,D3,Women,Division 3 Women,Wellesley Whiptails,Plus Minus,2
Beckett Sessums,D1,Men,Division 1 Men,Oregon EGO,Turns,2
Beckett Sessums,D1,Men,Division 1 Men,Oregon EGO,Ds,1
Beckett Sessums,D1,Men,Division 1 Men,Oregon EGO,Assists,1
Beckett Sessums,D1,Men,Division 1 Men,Oregon EGO,Points,2
Beckett Sessums,D1,Men,Division 1 Men,Oregon EGO,Plus Minus,2
Avery Smith,D3,Women,Division 3 Women,Davenport Panthers,Turns,6
Avery Smith,D3,Women,Division 3 Women,Davenport Panthers,Ds,3
Avery Smith,D3,Women,Division 3 Women,Davenport Panthers,Assists,2
Avery Smith,D3,Women,Division 3 Women,Davenport Panthers,Points,3
Avery Smith,D3,Women,Division 3 Women,Davenport Panthers,Plus Minus,2
Ariel Felcan,D1,Women,Division 1 Women,Tufts EWO,Turns,3
Ariel Felcan,D1,Women,Division 1 Women,Tufts EWO,Ds,1
Ariel Felcan,D1,Women,Division 1 Women,Tufts EWO,Assists,2
Ariel Felcan,D1,Women,Division 1 Women,Tufts EWO,Points,2
Ariel Felcan,D1,Women,Division 1 Women,Tufts EWO,Plus Minus,2
Anthony Longo,D3,Men,Division 3 Men,Richmond Spidermonkeys,Turns,2
Anthony Longo,D3,Men,Division 3 Men,Richmond Spidermonkeys,Ds,2
Anthony Longo,D3,Men,Division 3 Men,Richmond Spidermonkeys,Assists,0
Anthony Longo,D3,Men,Division 3 Men,Richmond Spidermonkeys,Points,2
Anthony Longo,D3,Men,Division 3 Men,Richmond Spidermonkeys,Plus Minus,2
Annie McGarry,D3,Women,Division 3 Women,Middlebury Pranksters,Turns,1
Annie McGarry,D3,Women,Division 3 Women,Middlebury Pranksters,Ds,2
Annie McGarry,D3,Women,Division 3 Women,Middlebury Pranksters,Assists,1
Annie McGarry,D3,Women,Division 3 Women,Middlebury Pranksters,Points,0
Annie McGarry,D3,Women,Division 3 Women,Middlebury Pranksters,Plus Minus,2
Annabella Wardle,D3,Women,Division 3 Women,Carleton Eclipse,Turns,5
Annabella Wardle,D3,Women,Division 3 Women,Carleton Eclipse,Ds,2
Annabella Wardle,D3,Women,Division 3 Women,Carleton Eclipse,Assists,2
Annabella Wardle,D3,Women,Division 3 Women,Carleton Eclipse,Points,3
Annabella Wardle,D3,Women,Division 3 Women,Carleton Eclipse,Plus Minus,2
Annabel Ewing,D3,Women,Division 3 Women,Occidental WAC,Turns,0
Annabel Ewing,D3,Women,Division 3 Women,Occidental WAC,Ds,2
Annabel Ewing,D3,Women,Division 3 Women,Occidental WAC,Assists,0
Annabel Ewing,D3,Women,Division 3 Women,Occidental WAC,Points,0
Annabel Ewing,D3,Women,Division 3 Women,Occidental WAC,Plus Minus,2
Andrew Schultz,D1,Men,Division 1 Men,NC State Alpha,Turns,0
Andrew Schultz,D1,Men,Division 1 Men,NC State Alpha,Ds,0
Andrew Schultz,D1,Men,Division 1 Men,NC State Alpha,Assists,1
Andrew Schultz,D1,Men,Division 1 Men,NC State Alpha,Points,1
Andrew Schultz,D1,Men,Division 1 Men,NC State Alpha,Plus Minus,2
Ananya Shaligram,D1,Women,Division 1 Women,California - San Diego D-Co,Turns,0
Ananya Shaligram,D1,Women,Division 1 Women,California - San Diego D-Co,Ds,1
Ananya Shaligram,D1,Women,Division 1 Women,California - San Diego D-Co,Assists,0
Ananya Shaligram,D1,Women,Division 1 Women,California - San Diego D-Co,Points,1
Ananya Shaligram,D1,Women,Division 1 Women,California - San Diego D-Co,Plus Minus,2
Amelicha Trinidad Gonzalez,D1,Women,Division 1 Women,Tufts EWO,Turns,0
Amelicha Trinidad Gonzalez,D1,Women,Division 1 Women,Tufts EWO,Ds,1
Amelicha Trinidad Gonzalez,D1,Women,Division 1 Women,Tufts EWO,Assists,0
Amelicha Trinidad Gonzalez,D1,Women,Division 1 Women,Tufts EWO,Points,1
Amelicha Trinidad Gonzalez,D1,Women,Division 1 Women,Tufts EWO,Plus Minus,2
Alexandra Flory,D3,Women,Division 3 Women,Lewis & Clark Artemis,Turns,2
Alexandra Flory,D3,Women,Division 3 Women,Lewis & Clark Artemis,Ds,2
Alexandra Flory,D3,Women,Division 3 Women,Lewis & Clark Artemis,Assists,0
Alexandra Flory,D3,Women,Division 3 Women,Lewis & Clark Artemis,Points,2
Alexandra Flory,D3,Women,Division 3 Women,Lewis & Clark Artemis,Plus Minus,2
Alexander Tayyeb,D1,Men,Division 1 Men,NC State Alpha,Turns,1
Alexander Tayyeb,D1,Men,Division 1 Men,NC State Alpha,Ds,1
Alexander Tayyeb,D1,Men,Division 1 Men,NC State Alpha,Assists,2
Alexander Tayyeb,D1,Men,Division 1 Men,NC State Alpha,Points,0
Alexander Tayyeb,D1,Men,Division 1 Men,NC State Alpha,Plus Minus,2
Alex Gran,D3,Men,Division 3 Men,Carleton CHOP,Turns,9
Alex Gran,D3,Men,Division 3 Men,Carleton CHOP,Ds,2
Alex Gran,D3,Men,Division 3 Men,Carleton CHOP,Assists,5
Alex Gran,D3,Men,Division 3 Men,Carleton CHOP,Points,4
Alex Gran,D3,Men,Division 3 Men,Carleton CHOP,Plus Minus,2
Aidan Williams,D3,Men,Division 3 Men,Davenport Panthers,Turns,2
Aidan Williams,D3,Men,Division 3 Men,Davenport Panthers,Ds,1
Aidan Williams,D3,Men,Division 3 Men,Davenport Panthers,Assists,1
Aidan Williams,D3,Men,Division 3 Men,Davenport Panthers,Points,2
Aidan Williams,D3,Men,Division 3 Men,Davenport Panthers,Plus Minus,2
Aidan Tow,D3,Men,Division 3 Men,Missouri S&T Miner Threat,Turns,2
Aidan Tow,D3,Men,Division 3 Men,Missouri S&T Miner Threat,Ds,1
Aidan Tow,D3,Men,Division 3 Men,Missouri S&T Miner Threat,Assists,0
Aidan Tow,D3,Men,Division 3 Men,Missouri S&T Miner Threat,Points,3
Aidan Tow,D3,Men,Division 3 Men,Missouri S&T Miner Threat,Plus Minus,2
Aidan DeLorenzo,D3,Men,Division 3 Men,Middlebury Pranksters,Turns,0
Aidan DeLorenzo,D3,Men,Division 3 Men,Middlebury Pranksters,Ds,1
Aidan DeLorenzo,D3,Men,Division 3 Men,Middlebury Pranksters,Assists,1
Aidan DeLorenzo,D3,Men,Division 3 Men,Middlebury Pranksters,Points,0
Aidan DeLorenzo,D3,Men,Division 3 Men,Middlebury Pranksters,Plus Minus,2
Zach Riley,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,Turns,3
Zach Riley,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,Ds,0
Zach Riley,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,Assists,1
Zach Riley,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,Points,3
Zach Riley,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,Plus Minus,1
Zach Merrill,D1,Men,Division 1 Men,Brown Brownian Motion,Turns,0
Zach Merrill,D1,Men,Division 1 Men,Brown Brownian Motion,Ds,1
Zach Merrill,D1,Men,Division 1 Men,Brown Brownian Motion,Assists,0
Zach Merrill,D1,Men,Division 1 Men,Brown Brownian Motion,Points,0
Zach Merrill,D1,Men,Division 1 Men,Brown Brownian Motion,Plus Minus,1
Yun Hua,D1,Women,Division 1 Women,British Columbia Thunderbirds,Turns,2
Yun Hua,D1,Women,Division 1 Women,British Columbia Thunderbirds,Ds,1
Yun Hua,D1,Women,Division 1 Women,British Columbia Thunderbirds,Assists,1
Yun Hua,D1,Women,Division 1 Women,British Columbia Thunderbirds,Points,1
Yun Hua,D1,Women,Division 1 Women,British Columbia Thunderbirds,Plus Minus,1
Will Scudder,D1,Men,Division 1 Men,NC State Alpha,Turns,2
Will Scudder,D1,Men,Division 1 Men,NC State Alpha,Ds,0
Will Scudder,D1,Men,Division 1 Men,NC State Alpha,Assists,0
Will Scudder,D1,Men,Division 1 Men,NC State Alpha,Points,3
Will Scudder,D1,Men,Division 1 Men,NC State Alpha,Plus Minus,1
Will Christian,D1,Men,Division 1 Men,Massachusetts Zoodisc,Turns,4
Will Christian,D1,Men,Division 1 Men,Massachusetts Zoodisc,Ds,0
Will Christian,D1,Men,Division 1 Men,Massachusetts Zoodisc,Assists,3
Will Christian,D1,Men,Division 1 Men,Massachusetts Zoodisc,Points,2
Will Christian,D1,Men,Division 1 Men,Massachusetts Zoodisc,Plus Minus,1
Will Barnouw,D1,Men,Division 1 Men,Colorado Mambird,Turns,0
Will Barnouw,D1,Men,Division 1 Men,Colorado Mambird,Ds,0
Will Barnouw,D1,Men,Division 1 Men,Colorado Mambird,Assists,0
Will Barnouw,D1,Men,Division 1 Men,Colorado Mambird,Points,1
Will Barnouw,D1,Men,Division 1 Men,Colorado Mambird,Plus Minus,1
